time_s,request_Nm,actual_Nm,error_Nm,rod_mm,rod_mm_age_s,apply,apply_age_s,internal_state,internal_state_age_s,DI_vehicleSpeed,DI_vehicleSpeed_age_s,DI_accelPedalPos,DI_accelPedalPos_age_s,VCLEFT_brakeSwitchPressed,VCLEFT_brakeSwitchPressed_age_s,DI_elecPower,DI_elecPower_age_s,derived_packPower_kW,derived_packPower_kW_age_s,DI_gear,DI_gear_age_s
30.7634,384.0,376.0,-8.0,0.0,0.0083,BRAKES_NOT_APPLIED,0.0083,TRANSITION_TO_IDLE,0.0083,14.160000000000004,0.0204,11.600000000000001,0.0012,0.0,0.0295,5.0,0.0003,5.713455,0.001,D,0.0012
30.8634,378.0,382.0,4.0,0.0,0.0286,BRAKES_NOT_APPLIED,0.0286,TRANSITION_TO_IDLE,0.0286,14.32,0.0199,11.600000000000001,0.0013,0.0,0.0292,5.0,0.0007,5.506647,0.0011,D,0.0013
30.9632,358.0,352.0,-6.0,0.0,0.0084,BRAKES_NOT_APPLIED,0.0084,TRANSITION_TO_IDLE,0.0084,14.560000000000002,0.0202,11.600000000000001,0.0009,0.0,0.0292,5.0,0.0003,5.4032160000000005,0.0007,D,0.0009
31.0631,346.0,336.0,-10.0,0.0,0.0285,BRAKES_NOT_APPLIED,0.0285,TRANSITION_TO_IDLE,0.0285,14.719999999999999,0.0201,11.600000000000001,0.0009,0.0,0.0291,4.5,0.0002,5.299308000000001,0.0007,D,0.0009
31.1632,338.0,338.0,0.0,0.0,0.0077,BRAKES_NOT_APPLIED,0.0077,TRANSITION_TO_IDLE,0.0077,14.96,0.0002,11.600000000000001,0.0011,0.0,0.0292,4.5,0.0007,5.267864,0.001,D,0.0011
31.2633,332.0,332.0,0.0,0.0,0.0285,BRAKES_NOT_APPLIED,0.0285,TRANSITION_TO_IDLE,0.0285,15.120000000000005,0.0002,11.600000000000001,0.0014,0.0,0.0293,4.5,0.0009,5.230942000000001,0.0012,D,0.0014
31.3632,312.0,312.0,0.0,0.0,0.0084,BRAKES_NOT_APPLIED,0.0084,TRANSITION_TO_IDLE,0.0084,15.36,0.0002,11.600000000000001,0.0011,0.0,0.0292,4.5,0.0007,4.989744,0.0009,D,0.0011
31.4633,306.0,304.0,-2.0,0.0,0.0285,BRAKES_NOT_APPLIED,0.0285,TRANSITION_TO_IDLE,0.0285,15.520000000000003,0.0002,11.600000000000001,0.0014,0.0,0.0292,4.0,0.0011,4.816350000000001,0.0009,D,0.0014
31.5633,290.0,290.0,0.0,0.0,0.0085,BRAKES_NOT_APPLIED,0.0085,TRANSITION_TO_IDLE,0.0085,15.600000000000001,0.0201,11.600000000000001,0.0012,0.0,0.0286,4.0,0.0003,4.782114000000001,0.001,D,0.0012
31.6631,276.0,276.0,0.0,0.0,0.0283,BRAKES_NOT_APPLIED,0.0283,TRANSITION_TO_IDLE,0.0283,15.840000000000003,0.0199,11.600000000000001,0.0011,0.0,0.0289,4.0,0.0005,4.6081840000000005,0.0007,D,0.0011
31.7632,270.0,270.0,0.0,0.0,0.0084,BRAKES_NOT_APPLIED,0.0084,TRANSITION_TO_IDLE,0.0084,16.0,0.0203,11.600000000000001,0.0012,0.0,0.0291,4.0,0.0003,4.469463000000001,0.001,D,0.0012
31.8631,256.0,256.0,0.0,0.0,0.0282,BRAKES_NOT_APPLIED,0.0282,TRANSITION_TO_IDLE,0.0282,16.160000000000004,0.0002,11.600000000000001,0.0011,0.0,0.0288,3.5,0.0007,4.298336,0.0009,D,0.0011
31.9631,256.0,260.0,4.0,0.0,0.0083,BRAKES_NOT_APPLIED,0.0083,TRANSITION_TO_IDLE,0.0083,16.240000000000002,0.0002,11.600000000000001,0.0011,0.0,0.0291,3.5,0.0007,4.227422000000001,0.0009,D,0.0011
32.0632,244.0,244.0,0.0,0.0,0.0284,BRAKES_NOT_APPLIED,0.0284,TRANSITION_TO_IDLE,0.0284,16.4,0.0002,11.200000000000001,0.0011,0.0,0.0292,3.5,0.0007,4.087638,0.0009,D,0.0011
32.1631,236.0,238.0,2.0,0.0,0.0083,BRAKES_NOT_APPLIED,0.0083,TRANSITION_TO_IDLE,0.0083,16.560000000000002,0.0002,11.200000000000001,0.0011,0.0,0.0291,3.5,0.0007,3.98475,0.0009,D,0.0011
32.2631,230.0,234.0,4.0,0.0,0.0282,BRAKES_NOT_APPLIED,0.0282,TRANSITION_TO_IDLE,0.0282,16.64,0.0002,11.200000000000001,0.0011,0.0,0.0291,3.5,0.0007,3.8809120000000004,0.0009,D,0.0011
32.3634,222.0,222.0,0.0,0.0,0.0085,BRAKES_NOT_APPLIED,0.0085,TRANSITION_TO_IDLE,0.0085,16.72,0.0002,11.200000000000001,0.0014,0.0,0.0293,3.0,0.0009,3.8800160000000004,0.0012,D,0.0014
32.4629,214.0,212.0,-2.0,0.0,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,16.800000000000004,0.02,11.600000000000001,0.0009,0.0,0.0287,3.5,0.0002,3.81128,0.0007,D,0.0009
32.5631,224.0,224.0,0.0,0.0,0.0083,BRAKES_NOT_APPLIED,0.0083,TRANSITION_TO_IDLE,0.0083,16.880000000000003,0.0197,12.0,0.0012,0.0,0.0288,3.5,0.0003,3.881584,0.0007,D,0.0012
32.6629,222.0,222.0,0.0,0.0,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,16.96,0.02,12.0,0.0009,0.0,0.0289,3.5,0.0002,3.9157890000000006,0.0007,D,0.0009
32.7634,222.0,222.0,0.0,0.0,0.0085,BRAKES_NOT_APPLIED,0.0085,TRANSITION_TO_IDLE,0.0085,17.04,0.0203,12.0,0.0014,0.0,0.0293,3.5,0.0002,4.08929,0.0012,D,0.0014
32.863,228.0,228.0,0.0,0.0,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,17.200000000000003,0.0198,12.0,0.0009,0.0,0.0285,3.5,0.0003,4.019864000000001,0.0007,D,0.0009
32.9629,228.0,228.0,0.0,0.0,0.008,BRAKES_NOT_APPLIED,0.008,TRANSITION_TO_IDLE,0.008,17.28,0.02,12.0,0.0009,0.0,0.0288,3.5,0.0002,4.019632,0.0005,D,0.0009
33.063,244.0,244.0,0.0,0.0,0.0283,BRAKES_NOT_APPLIED,0.0283,TRANSITION_TO_IDLE,0.0283,17.36,0.0199,13.600000000000001,0.001,0.0,0.0289,3.5,0.0005,4.261212,0.0007,D,0.001
33.1628,286.0,272.0,-14.0,0.0,0.0079,BRAKES_NOT_APPLIED,0.0079,TRANSITION_TO_IDLE,0.0079,17.439999999999998,0.0199,14.0,0.0009,0.0,0.0287,4.5,0.0002,5.124204000000001,0.0004,D,0.0009
33.2633,326.0,326.0,0.0,0.0,0.0286,BRAKES_NOT_APPLIED,0.0286,TRANSITION_TO_IDLE,0.0286,17.6,0.0204,14.0,0.0014,0.0,0.0292,5.0,0.0008,5.644364,0.001,D,0.0014
33.363,336.0,336.0,0.0,0.0,0.0077,BRAKES_NOT_APPLIED,0.0077,TRANSITION_TO_IDLE,0.0077,17.759999999999998,0.0202,14.4,0.0009,0.0,0.0289,5.5,0.0003,6.162538,0.0007,D,0.0009
33.4632,348.0,360.0,12.0,0.0,0.0284,BRAKES_NOT_APPLIED,0.0284,TRANSITION_TO_IDLE,0.0284,17.92,0.0002,14.0,0.0014,0.0,0.029,5.5,0.0012,6.05675,0.0007,D,0.0014
33.5631,336.0,336.0,0.0,0.0,0.0082,BRAKES_NOT_APPLIED,0.0082,TRANSITION_TO_IDLE,0.0082,18.08,0.0202,14.0,0.0011,0.0,0.0286,5.5,0.0002,6.0578,0.0009,D,0.0011
33.663,330.0,330.0,0.0,0.0,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,18.240000000000002,0.0201,14.0,0.0011,0.0,0.0289,5.5,0.0004,5.917284,0.0007,D,0.0011
33.763,314.0,314.0,0.0,0.0,0.0081,BRAKES_NOT_APPLIED,0.0081,TRANSITION_TO_IDLE,0.0081,18.4,0.0202,14.0,0.0011,0.0,0.0288,5.0,0.0002,5.815320000000001,0.0007,D,0.0011
33.863,306.0,306.0,0.0,0.0,0.028,BRAKES_NOT_APPLIED,0.028,TRANSITION_TO_IDLE,0.028,18.560000000000002,0.0202,14.0,0.0011,0.0,0.0287,5.0,0.0002,5.676204,0.0007,D,0.0011
33.963,286.0,282.0,-4.0,0.0,0.0081,BRAKES_NOT_APPLIED,0.0081,TRANSITION_TO_IDLE,0.0081,18.72,0.0202,14.0,0.0011,0.0,0.0288,5.0,0.0005,5.503626000000001,0.0007,D,0.0011
34.0628,278.0,278.0,0.0,0.0,0.0278,BRAKES_NOT_APPLIED,0.0278,TRANSITION_TO_IDLE,0.0278,18.880000000000003,0.02,14.0,0.0009,0.0,0.0286,4.5,0.0095,5.332096000000001,0.0004,D,0.0009
34.163,272.0,272.0,0.0,0.0,0.0081,BRAKES_NOT_APPLIED,0.0081,TRANSITION_TO_IDLE,0.0081,18.96,0.02,14.0,0.0011,0.0,0.0288,4.5,0.0005,5.261480000000001,0.0007,D,0.0011
34.2629,260.0,260.0,0.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,19.120000000000005,0.0201,14.0,0.0011,0.0,0.0287,4.5,0.0007,5.089434000000001,0.0005,D,0.0011
34.363,258.0,258.0,0.0,-0.015625,0.0083,BRAKES_NOT_APPLIED,0.0083,TRANSITION_TO_IDLE,0.0083,19.28,0.0202,14.0,0.0011,0.0,0.0288,4.5,0.0004,5.056126,0.0007,D,0.0011
34.463,256.0,256.0,0.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,19.36,0.0202,14.0,0.0011,0.0,0.0288,4.5,0.0002,4.98672,0.0007,D,0.0011
34.563,254.0,254.0,0.0,-0.015625,0.0081,BRAKES_NOT_APPLIED,0.0081,TRANSITION_TO_IDLE,0.0081,19.520000000000003,0.0202,14.0,0.0012,0.0,0.0282,4.5,0.0003,4.914904000000001,0.0007,D,0.0012
34.6633,240.0,236.0,-4.0,-0.015625,0.0285,BRAKES_NOT_APPLIED,0.0285,TRANSITION_TO_IDLE,0.0285,19.6,0.0205,14.0,0.0014,0.0,0.0291,4.5,0.0002,4.84666,0.0009,D,0.0014
34.7631,234.0,232.0,-2.0,-0.015625,0.0082,BRAKES_NOT_APPLIED,0.0082,TRANSITION_TO_IDLE,0.0082,19.759999999999998,0.0204,14.0,0.0011,0.0,0.0289,4.0,0.0002,4.813153000000001,0.0007,D,0.0011
34.8628,234.0,234.0,0.0,-0.015625,0.0279,BRAKES_NOT_APPLIED,0.0279,TRANSITION_TO_IDLE,0.0279,19.840000000000003,0.02,14.4,0.0009,0.0,0.0285,4.0,0.0098,4.709816000000001,0.0005,D,0.0009
34.9631,232.0,232.0,0.0,-0.015625,0.0083,BRAKES_NOT_APPLIED,0.0083,TRANSITION_TO_IDLE,0.0083,20.0,0.0204,14.0,0.0012,0.0,0.0286,4.0,0.0003,4.709408000000002,0.0008,D,0.0012
35.0628,230.0,230.0,0.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,20.08,0.02,14.0,0.0012,0.0,0.0287,4.0,0.0007,4.571424,0.0005,D,0.0012
35.1628,218.0,216.0,-2.0,-0.015625,0.0079,BRAKES_NOT_APPLIED,0.0079,TRANSITION_TO_IDLE,0.0079,20.160000000000004,0.0201,14.0,0.0009,0.0,0.0286,4.0,0.0096,4.572744000000001,0.0005,D,0.0009
35.2629,220.0,222.0,2.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,20.240000000000002,0.0195,14.0,0.0012,0.0,0.0287,4.0,0.0007,4.398645,0.0005,D,0.0012
35.3629,202.0,200.0,-2.0,-0.015625,0.0078,BRAKES_NOT_APPLIED,0.0078,TRANSITION_TO_IDLE,0.0078,20.32,0.0203,14.0,0.0012,0.0,0.0287,4.0,0.0007,4.32975,0.0005,D,0.0012
35.4629,208.0,208.0,0.0,-0.015625,0.028,BRAKES_NOT_APPLIED,0.028,TRANSITION_TO_IDLE,0.028,20.4,0.0203,14.0,0.0012,0.0,0.0286,3.5,0.0009,4.223518,0.0005,D,0.0012
35.5633,202.0,204.0,2.0,-0.015625,0.0084,BRAKES_NOT_APPLIED,0.0084,TRANSITION_TO_IDLE,0.0084,20.480000000000004,0.0206,14.0,0.0014,0.0,0.0291,3.5,0.0003,4.1574,0.001,D,0.0014
35.6629,196.0,198.0,2.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,20.64,0.0202,14.0,0.0012,0.0,0.0286,3.5,0.0007,4.019516,0.0005,D,0.0012
35.7629,192.0,192.0,0.0,-0.015625,0.008,BRAKES_NOT_APPLIED,0.008,TRANSITION_TO_IDLE,0.008,20.72,0.0203,14.0,0.0012,0.0,0.0286,3.5,0.0007,3.9849799999999997,0.0005,D,0.0012
35.8629,192.0,194.0,2.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,TRANSITION_TO_IDLE,0.0281,20.72,0.0202,14.0,0.0011,0.0,0.0285,3.5,0.0002,3.948846,0.0004,D,0.0011
35.9629,182.0,182.0,0.0,-0.015625,0.008,BRAKES_NOT_APPLIED,0.008,NO_MODE_ACTIVE,0.008,20.800000000000004,0.0204,14.0,0.0011,0.0,0.0286,3.5,0.0006,3.8795680000000003,0.0004,D,0.0011
36.0628,174.0,174.0,0.0,-0.015625,0.0267,BRAKES_NOT_APPLIED,0.0267,NO_MODE_ACTIVE,0.0267,20.880000000000003,0.0202,14.0,0.0011,0.0,0.0285,3.0,0.0006,3.8117199999999998,0.0004,D,0.0011
36.1629,174.0,174.0,0.0,-0.015625,0.0081,BRAKES_NOT_APPLIED,0.0081,NO_MODE_ACTIVE,0.0081,20.96,0.0204,14.0,0.0012,0.0,0.0286,3.0,0.0002,3.7758690000000006,0.0005,D,0.0012
36.2628,172.0,174.0,2.0,-0.015625,0.0279,BRAKES_NOT_APPLIED,0.0279,NO_MODE_ACTIVE,0.0279,21.04,0.0203,14.0,0.0011,0.0,0.0285,3.0,0.0002,3.6374100000000005,0.0005,D,0.0011
36.3632,168.0,168.0,0.0,-0.015625,0.0084,BRAKES_NOT_APPLIED,0.0084,NO_MODE_ACTIVE,0.0084,21.120000000000005,0.0206,14.0,0.0014,0.0,0.0289,3.0,0.0003,3.6039120000000002,0.0007,D,0.0014
36.463,160.0,160.0,0.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,NO_MODE_ACTIVE,0.0281,21.120000000000005,0.0204,14.0,0.0012,0.0,0.0287,3.0,0.0003,3.63804,0.0005,D,0.0012
36.5631,164.0,166.0,2.0,-0.015625,0.0083,BRAKES_NOT_APPLIED,0.0083,NO_MODE_ACTIVE,0.0083,21.28,0.0003,14.0,0.0014,0.0,0.0286,3.0,0.0012,3.535728,0.0007,D,0.0014
36.6632,158.0,158.0,0.0,-0.015625,0.0283,BRAKES_NOT_APPLIED,0.0283,NO_MODE_ACTIVE,0.0283,21.28,0.0206,14.0,0.0014,0.0,0.0289,3.0,0.0003,3.4646,0.0007,D,0.0014
36.7632,148.0,144.0,-4.0,-0.015625,0.0082,BRAKES_NOT_APPLIED,0.0082,NO_MODE_ACTIVE,0.0082,21.36,0.0209,14.0,0.0014,0.0,0.0289,3.0,0.0003,3.4652,0.0007,D,0.0014
36.8632,144.0,142.0,-2.0,-0.015625,0.0282,BRAKES_NOT_APPLIED,0.0282,NO_MODE_ACTIVE,0.0282,21.439999999999998,0.0209,14.0,0.0014,0.0,0.0288,3.0,0.0002,3.3956020000000002,0.0007,D,0.0014
36.9632,144.0,144.0,0.0,-0.015625,0.0082,BRAKES_NOT_APPLIED,0.0082,NO_MODE_ACTIVE,0.0082,21.520000000000003,0.0209,14.0,0.0014,0.0,0.0288,3.0,0.0003,3.3604680000000005,0.0007,D,0.0014
37.0629,148.0,148.0,0.0,-0.015625,0.028,BRAKES_NOT_APPLIED,0.028,NO_MODE_ACTIVE,0.028,21.6,0.0203,14.0,0.0011,0.0,0.0286,3.0,0.0002,3.3269760000000006,0.0005,D,0.0011
37.1632,148.0,148.0,0.0,-0.015625,0.0082,BRAKES_NOT_APPLIED,0.0082,NO_MODE_ACTIVE,0.0082,21.68,0.0209,14.4,0.0014,0.0,0.0288,2.5,0.0002,3.291085,0.0007,D,0.0014
37.263,150.0,150.0,0.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,NO_MODE_ACTIVE,0.0281,21.68,0.0207,14.0,0.0014,0.0,0.0286,2.5,0.0007,3.2920350000000003,0.0005,D,0.0014
37.363,140.0,140.0,0.0,-0.015625,0.008,BRAKES_NOT_APPLIED,0.008,NO_MODE_ACTIVE,0.008,21.759999999999998,0.0207,14.0,0.0014,0.0,0.0286,2.5,0.0003,3.324288000000001,0.0007,D,0.0014
37.4628,140.0,140.0,0.0,-0.015625,0.0278,BRAKES_NOT_APPLIED,0.0278,NO_MODE_ACTIVE,0.0278,21.840000000000003,0.0202,14.0,0.0012,0.0,0.0284,2.5,0.0007,3.2552200000000004,0.0005,D,0.0012
37.5629,140.0,140.0,0.0,-0.015625,0.0079,BRAKES_NOT_APPLIED,0.0079,NO_MODE_ACTIVE,0.0079,21.840000000000003,0.0206,14.4,0.0012,0.0,0.028,2.5,0.0002,3.222636,0.0005,D,0.0012
37.663,136.0,136.0,0.0,-0.015625,0.028,BRAKES_NOT_APPLIED,0.028,NO_MODE_ACTIVE,0.028,22.0,0.0204,14.0,0.0014,0.0,0.0286,2.5,0.0007,3.1541509999999997,0.0005,D,0.0014
37.7628,128.0,128.0,0.0,-0.015625,0.0078,BRAKES_NOT_APPLIED,0.0078,NO_MODE_ACTIVE,0.0078,22.08,0.0206,14.0,0.0012,0.0,0.0284,2.5,0.0007,3.152877,0.0005,D,0.0012
37.863,132.0,132.0,0.0,-0.015625,0.028,BRAKES_NOT_APPLIED,0.028,NO_MODE_ACTIVE,0.028,22.08,0.0204,14.4,0.0014,0.0,0.0284,2.5,0.0002,3.0506080000000004,0.0007,D,0.0014
37.963,128.0,128.0,0.0,-0.015625,0.008,BRAKES_NOT_APPLIED,0.008,NO_MODE_ACTIVE,0.008,22.160000000000004,0.0208,14.0,0.0014,0.0,0.0286,2.5,0.0002,3.0478800000000006,0.0007,D,0.0014
38.063,122.0,122.0,0.0,-0.015625,0.0278,BRAKES_NOT_APPLIED,0.0278,NO_MODE_ACTIVE,0.0278,22.160000000000004,0.0207,14.0,0.0014,0.0,0.0286,2.5,0.0007,3.014637,0.0005,D,0.0014
38.163,124.0,124.0,0.0,-0.015625,0.008,BRAKES_NOT_APPLIED,0.008,NO_MODE_ACTIVE,0.008,22.160000000000004,0.0208,14.0,0.0014,0.0,0.0286,2.5,0.0002,2.980674,0.0007,D,0.0014
38.2632,128.0,128.0,0.0,-0.015625,0.0282,BRAKES_NOT_APPLIED,0.0282,NO_MODE_ACTIVE,0.0282,22.160000000000004,0.0202,14.4,0.0014,0.0,0.0286,2.5,0.0003,3.0137670000000005,0.0007,D,0.0014
38.3633,126.0,126.0,0.0,-0.015625,0.0084,BRAKES_NOT_APPLIED,0.0084,NO_MODE_ACTIVE,0.0084,22.160000000000004,0.0211,14.4,0.0016,0.0,0.0289,2.5,0.0002,2.9805879999999996,0.0009,D,0.0016
38.4631,120.0,120.0,0.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,NO_MODE_ACTIVE,0.0281,22.160000000000004,0.0204,14.4,0.0014,0.0,0.0287,2.5,0.0003,2.9794699999999996,0.0007,D,0.0014
38.563,120.0,118.0,-2.0,-0.015625,0.0081,BRAKES_NOT_APPLIED,0.0081,NO_MODE_ACTIVE,0.0081,22.240000000000002,0.0207,14.4,0.0014,0.0,0.0282,2.5,0.0009,2.946185,0.0005,D,0.0014
38.6633,126.0,126.0,0.0,-0.015625,0.028,BRAKES_NOT_APPLIED,0.028,NO_MODE_ACTIVE,0.028,22.240000000000002,0.021,14.4,0.0016,0.0,0.0289,2.5,0.0002,3.014376000000001,0.0009,D,0.0016
38.7631,132.0,134.0,2.0,-0.015625,0.0082,BRAKES_NOT_APPLIED,0.0082,NO_MODE_ACTIVE,0.0082,22.240000000000002,0.0209,14.4,0.0014,0.0,0.0286,2.5,0.0002,2.980072,0.0007,D,0.0014
38.8625,134.0,134.0,0.0,-0.015625,0.0275,BRAKES_NOT_APPLIED,0.0275,NO_MODE_ACTIVE,0.0275,22.240000000000002,0.0195,14.4,0.001,0.0,0.0279,2.5,0.0003,3.0145500000000003,0.0098,D,0.001
38.9633,130.0,130.0,0.0,-0.015625,0.0083,BRAKES_NOT_APPLIED,0.0083,NO_MODE_ACTIVE,0.0083,22.240000000000002,0.0211,14.4,0.0016,0.0,0.0288,2.5,0.0002,3.014724,0.0009,D,0.0016
39.0625,130.0,130.0,0.0,-0.015625,0.0274,BRAKES_NOT_APPLIED,0.0274,NO_MODE_ACTIVE,0.0274,22.240000000000002,0.0203,14.4,0.001,0.0,0.028,2.5,0.0003,3.08385,0.0098,D,0.001
39.1633,134.0,134.0,0.0,-0.015625,0.0083,BRAKES_NOT_APPLIED,0.0083,NO_MODE_ACTIVE,0.0083,22.32,0.0211,14.4,0.0016,0.0,0.0288,2.5,0.0002,3.11787,0.0009,D,0.0016
39.2632,134.0,134.0,0.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,NO_MODE_ACTIVE,0.0281,22.32,0.0206,14.8,0.0016,0.0,0.0287,2.5,0.0002,3.221985,0.0007,D,0.0016
39.3624,138.0,138.0,0.0,-0.015625,0.0074,BRAKES_NOT_APPLIED,0.0074,NO_MODE_ACTIVE,0.0074,22.4,0.0203,14.8,0.0009,0.0,0.0279,2.5,0.0002,3.2908950000000003,0.0097,D,0.0009
39.4629,146.0,146.0,0.0,-0.015625,0.028,BRAKES_NOT_APPLIED,0.028,NO_MODE_ACTIVE,0.028,22.480000000000004,0.0206,14.8,0.0014,0.0,0.0284,3.0,0.0009,3.4291620000000003,0.0005,D,0.0014
39.5626,152.0,152.0,0.0,-0.015625,0.0077,BRAKES_NOT_APPLIED,0.0077,NO_MODE_ACTIVE,0.0077,22.480000000000004,0.0002,14.8,0.0012,0.0,0.0282,3.0,0.0007,3.4634000000000005,0.0099,D,0.0012
39.6629,150.0,150.0,0.0,-0.015625,0.028,BRAKES_NOT_APPLIED,0.028,NO_MODE_ACTIVE,0.028,22.560000000000002,0.0203,14.8,0.0014,0.0,0.0284,3.0,0.0007,3.497529000000001,0.0005,D,0.0014
39.7631,144.0,144.0,0.0,-0.015625,0.0081,BRAKES_NOT_APPLIED,0.0081,NO_MODE_ACTIVE,0.0081,22.64,0.0002,14.8,0.0016,0.0,0.0286,3.0,0.0011,3.4643,0.0007,D,0.0016
39.8625,150.0,150.0,0.0,-0.015625,0.0275,BRAKES_NOT_APPLIED,0.0275,NO_MODE_ACTIVE,0.0275,22.64,0.0197,14.8,0.001,0.0,0.0279,3.0,0.0003,3.4638999999999998,0.0097,D,0.001
39.9624,148.0,148.0,0.0,-0.015625,0.0073,BRAKES_NOT_APPLIED,0.0073,NO_MODE_ACTIVE,0.0073,22.64,0.0203,14.8,0.0009,0.0,0.0279,3.0,0.0002,3.4297560000000002,0.0096,D,0.0009
40.0624,140.0,138.0,-2.0,-0.015625,0.0275,BRAKES_NOT_APPLIED,0.0275,NO_MODE_ACTIVE,0.0275,22.72,0.0202,14.8,0.001,0.0,0.0279,3.0,0.0002,3.4295580000000006,0.0097,D,0.001
40.1625,148.0,148.0,0.0,-0.015625,0.0074,BRAKES_NOT_APPLIED,0.0074,NO_MODE_ACTIVE,0.0074,22.72,0.0204,14.8,0.001,0.0,0.028,3.0,0.0003,3.3932500000000005,0.0097,D,0.001
40.263,140.0,140.0,0.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,NO_MODE_ACTIVE,0.0281,22.72,0.0209,15.200000000000001,0.0016,0.0,0.0285,3.0,0.0009,3.3603710000000007,0.0004,D,0.0016
40.3632,150.0,150.0,0.0,-0.015625,0.0081,BRAKES_NOT_APPLIED,0.0081,NO_MODE_ACTIVE,0.0081,22.800000000000004,0.0211,15.600000000000001,0.0017,0.0,0.0286,3.0,0.0003,3.4294590000000005,0.0007,D,0.0017
40.4625,154.0,154.0,0.0,-0.015625,0.0276,BRAKES_NOT_APPLIED,0.0276,NO_MODE_ACTIVE,0.0276,22.880000000000003,0.0002,16.0,0.0012,0.0,0.0279,3.0,0.0009,3.70541,0.0101,D,0.0012
40.5631,168.0,168.0,0.0,-0.015625,0.0081,BRAKES_NOT_APPLIED,0.0081,NO_MODE_ACTIVE,0.0081,22.96,0.0003,15.600000000000001,0.0016,0.0,0.0286,3.5,0.0012,3.878784,0.0007,D,0.0016
40.6632,176.0,176.0,0.0,-0.015625,0.0283,BRAKES_NOT_APPLIED,0.0283,NO_MODE_ACTIVE,0.0283,23.04,0.0211,15.600000000000001,0.0017,0.0,0.0286,3.5,0.0003,4.052880000000001,0.0007,D,0.0017
40.7625,174.0,174.0,0.0,-0.015625,0.0076,BRAKES_NOT_APPLIED,0.0076,NO_MODE_ACTIVE,0.0076,23.120000000000005,0.0205,16.0,0.0009,0.0,0.0279,3.5,0.0002,4.051944000000001,0.0099,D,0.0009
40.8625,176.0,178.0,2.0,-0.015625,0.0274,BRAKES_NOT_APPLIED,0.0274,NO_MODE_ACTIVE,0.0274,23.200000000000003,0.0201,16.0,0.0012,0.0,0.0278,3.5,0.0005,4.017428000000001,0.01,D,0.0012
40.963,172.0,172.0,0.0,-0.015625,0.0081,BRAKES_NOT_APPLIED,0.0081,NO_MODE_ACTIVE,0.0081,23.200000000000003,0.0003,16.0,0.0017,0.0,0.0284,3.5,0.0014,4.016036,0.0005,D,0.0017
41.0625,174.0,176.0,2.0,-0.015625,0.0276,BRAKES_NOT_APPLIED,0.0276,NO_MODE_ACTIVE,0.0276,23.28,0.0199,16.0,0.0012,0.0,0.0279,3.5,0.0002,4.016616000000001,0.0099,D,0.0012
41.1625,170.0,170.0,0.0,-0.015625,0.0076,BRAKES_NOT_APPLIED,0.0076,NO_MODE_ACTIVE,0.0076,23.28,0.0205,17.2,0.0012,0.0,0.0279,3.5,0.0002,3.981185,0.0098,D,0.0012
41.263,202.0,200.0,-2.0,-0.015625,0.0278,BRAKES_NOT_APPLIED,0.0278,NO_MODE_ACTIVE,0.0278,23.36,0.0003,17.6,0.0017,0.0,0.0284,4.0,0.0014,4.742666,0.0005,D,0.0017
41.363,236.0,242.0,6.0,-0.015625,0.0079,BRAKES_NOT_APPLIED,0.0079,NO_MODE_ACTIVE,0.0079,23.440000000000005,0.0002,17.6,0.0016,0.0,0.0284,4.5,0.0014,5.328708,0.0005,D,0.0016
41.4626,242.0,242.0,0.0,-0.015625,0.0277,BRAKES_NOT_APPLIED,0.0277,NO_MODE_ACTIVE,0.0277,23.6,0.0003,17.6,0.0012,0.0,0.028,5.0,0.001,5.502354,0.01,D,0.0012
41.5625,250.0,252.0,2.0,-0.015625,0.0074,BRAKES_NOT_APPLIED,0.0074,NO_MODE_ACTIVE,0.0074,23.68,0.0003,17.6,0.0012,0.0,0.0276,5.0,0.001,5.87877,0.0097,D,0.0012
41.6623,262.0,270.0,8.0,-0.015625,0.0271,BRAKES_NOT_APPLIED,0.0271,NO_MODE_ACTIVE,0.0271,23.840000000000003,0.0196,18.0,0.0009,0.0,0.0277,5.5,0.0002,5.8792800000000005,0.0097,D,0.0009
