signal,can_id,dbc,message,dbc_dlc,candidate,relation,definition
IBST_internalState,0x39D,dbc/Model3CAN.dbc,ID39DIBST_status,5,IBST_internalState,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NO_MODE_ACTIVE"", ""1"": ""PRE_DRIVE_CHECK"", ""2"": ""LOCAL_BRAKE_REQUEST"", ""3"": ""EXTERNAL_BRAKE_REQUEST"", ""4"": ""DIAGNOSTIC"", ""5"": ""TRANSITION_TO_IDLE"", ""6"": ""POST_DRIVE_CHECK""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 18, ""unit"": null}"
IBST_internalState,0x39D,dbc/Model3CAN.dbc.txt,ID39DIBST_status,5,IBST_internalState,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NO_MODE_ACTIVE"", ""1"": ""PRE_DRIVE_CHECK"", ""2"": ""LOCAL_BRAKE_REQUEST"", ""3"": ""EXTERNAL_BRAKE_REQUEST"", ""4"": ""DIAGNOSTIC"", ""5"": ""TRANSITION_TO_IDLE"", ""6"": ""POST_DRIVE_CHECK""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 18, ""unit"": null}"
IBST_internalState,0x39D,dbc/tesla_model3.dbc,IBST_status,3,,无对应Signal,
IBST_internalState,0x39D,dbc/tesla_model3_ONYX.dbc.txt,IBST_status,3,,无对应Signal,
IBST_internalState,0x39D,dbc/tesla_model3_party.dbc,IBST_status,5,IBST_internalState,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NO_MODE_ACTIVE"", ""1"": ""PRE_DRIVE_CHECK"", ""2"": ""LOCAL_BRAKE_REQUEST"", ""3"": ""EXTERNAL_BRAKE_REQUEST"", ""4"": ""DIAGNOSTIC"", ""5"": ""TRANSITION_TO_IDLE"", ""6"": ""POST_DRIVE_CHECK""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 18, ""unit"": null}"
IBST_internalState,0x39D,dbc/tesla_model3_vehicle.dbc,,,,无Message,
IBST_iBoosterStatus,0x39D,dbc/Model3CAN.dbc,ID39DIBST_status,5,IBST_iBoosterStatus,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""IBOOSTER_OFF"", ""1"": ""IBOOSTER_INIT"", ""2"": ""IBOOSTER_FAILURE"", ""3"": ""IBOOSTER_DIAGNOSTIC"", ""4"": ""IBOOSTER_ACTIVE_GOOD_CHECK"", ""5"": ""IBOOSTER_READY"", ""6"": ""IBOOSTER_ACTUATION""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 12, ""unit"": null}"
IBST_iBoosterStatus,0x39D,dbc/Model3CAN.dbc.txt,ID39DIBST_status,5,IBST_iBoosterStatus,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""IBOOSTER_OFF"", ""1"": ""IBOOSTER_INIT"", ""2"": ""IBOOSTER_FAILURE"", ""3"": ""IBOOSTER_DIAGNOSTIC"", ""4"": ""IBOOSTER_ACTIVE_GOOD_CHECK"", ""5"": ""IBOOSTER_READY"", ""6"": ""IBOOSTER_ACTUATION""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 12, ""unit"": null}"
IBST_iBoosterStatus,0x39D,dbc/tesla_model3.dbc,IBST_status,3,IBST_iBoosterStatus,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""OFF"", ""1"": ""INIT"", ""2"": ""FAILURE"", ""3"": ""DIAGNOSTIC"", ""4"": ""ACTIVE_GOOD_CHECK"", ""5"": ""READY"", ""6"": ""ACTUATION""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 12, ""unit"": null}"
IBST_iBoosterStatus,0x39D,dbc/tesla_model3_ONYX.dbc.txt,IBST_status,3,IBST_iBoosterStatus,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""OFF"", ""1"": ""INIT"", ""2"": ""FAILURE"", ""3"": ""DIAGNOSTIC"", ""4"": ""ACTIVE_GOOD_CHECK"", ""5"": ""READY"", ""6"": ""ACTUATION""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 12, ""unit"": null}"
IBST_iBoosterStatus,0x39D,dbc/tesla_model3_party.dbc,IBST_status,5,IBST_iBoosterStatus,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""IBOOSTER_OFF"", ""1"": ""IBOOSTER_INIT"", ""2"": ""IBOOSTER_FAILURE"", ""3"": ""IBOOSTER_DIAGNOSTIC"", ""4"": ""IBOOSTER_ACTIVE_GOOD_CHECK"", ""5"": ""IBOOSTER_READY"", ""6"": ""IBOOSTER_ACTUATION""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 12, ""unit"": null}"
IBST_iBoosterStatus,0x39D,dbc/tesla_model3_vehicle.dbc,,,,无Message,
VCLEFT_brakeSwitchPressed,0x3C2,dbc/Model3CAN.dbc,ID3C2VCLEFT_switchStatus,8,VCLEFT_brakeSwitchPressed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 4, ""unit"": null}"
VCLEFT_brakeSwitchPressed,0x3C2,dbc/Model3CAN.dbc.txt,ID3C2VCLEFT_switchStatus,8,VCLEFT_brakeSwitchPressed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 4, ""unit"": null}"
VCLEFT_brakeSwitchPressed,0x3C2,dbc/tesla_model3.dbc,VCLEFT_switchStatus,8,VCLEFT_driverPresent,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 4, ""unit"": null}"
VCLEFT_brakeSwitchPressed,0x3C2,dbc/tesla_model3_ONYX.dbc.txt,VCLEFT_switchStatus,8,VCLEFT_brakeSwitchPressed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 4, ""unit"": null}"
VCLEFT_brakeSwitchPressed,0x3C2,dbc/tesla_model3_party.dbc,,,,无Message,
VCLEFT_brakeSwitchPressed,0x3C2,dbc/tesla_model3_vehicle.dbc,VCLEFT_switchStatus,8,VCLEFT_driverPresent,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 4, ""unit"": null}"
VCLEFT_brakePressed,0x3C2,dbc/Model3CAN.dbc,ID3C2VCLEFT_switchStatus,8,VCLEFT_brakePressed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 60, ""unit"": null}"
VCLEFT_brakePressed,0x3C2,dbc/Model3CAN.dbc.txt,ID3C2VCLEFT_switchStatus,8,VCLEFT_brakePressed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 60, ""unit"": null}"
VCLEFT_brakePressed,0x3C2,dbc/tesla_model3.dbc,VCLEFT_switchStatus,8,VCLEFT_brakePressed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 60, ""unit"": null}"
VCLEFT_brakePressed,0x3C2,dbc/tesla_model3_ONYX.dbc.txt,VCLEFT_switchStatus,8,VCLEFT_brakePressed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 60, ""unit"": null}"
VCLEFT_brakePressed,0x3C2,dbc/tesla_model3_party.dbc,,,,无Message,
VCLEFT_brakePressed,0x3C2,dbc/tesla_model3_vehicle.dbc,VCLEFT_switchStatus,8,VCLEFT_brakePressed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 1, ""mux"": [0], ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 60, ""unit"": null}"
DI_brakePedalState,0x118,dbc/Model3CAN.dbc,ID118DriveSystemStatus,8,DI_brakePedalState,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""OFF"", ""1"": ""ON"", ""2"": ""INVALID""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 19, ""unit"": null}"
DI_brakePedalState,0x118,dbc/Model3CAN.dbc.txt,ID118DriveSystemStatus,8,DI_brakePedalState,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""OFF"", ""1"": ""ON"", ""2"": ""INVALID""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 19, ""unit"": null}"
DI_brakePedalState,0x118,dbc/tesla_model3.dbc,DI_systemStatus,8,DI_brakePedalState,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""OFF"", ""1"": ""ON"", ""2"": ""INVALID""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 19, ""unit"": null}"
DI_brakePedalState,0x118,dbc/tesla_model3_ONYX.dbc.txt,DI_systemStatus,8,DI_brakePedalState,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""OFF"", ""1"": ""ON"", ""2"": ""INVALID""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 19, ""unit"": null}"
DI_brakePedalState,0x118,dbc/tesla_model3_party.dbc,DI_systemStatus,8,DI_brakePedalState,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""OFF"", ""1"": ""ON"", ""2"": ""INVALID""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 19, ""unit"": null}"
DI_brakePedalState,0x118,dbc/tesla_model3_vehicle.dbc,DI_systemStatus,8,DI_brakePedalState,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""OFF"", ""1"": ""ON"", ""2"": ""INVALID""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 19, ""unit"": null}"
DI_sysDrivePowerMax,0x268,dbc/Model3CAN.dbc,ID268SystemPower,5,SystemDrivePowerMax268,仅位段相同候选，非语义确认；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 9, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 16, ""unit"": ""kW""}"
DI_sysDrivePowerMax,0x268,dbc/Model3CAN.dbc.txt,ID268SystemPower,5,SystemDrivePowerMax268,仅位段相同候选，非语义确认；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 9, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 16, ""unit"": ""kW""}"
DI_sysDrivePowerMax,0x268,dbc/tesla_model3.dbc,DI_systemPower,5,DI_sysDrivePowerMax,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""511"": ""SNA""}, ""length"": 9, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 16, ""unit"": ""kW""}"
DI_sysDrivePowerMax,0x268,dbc/tesla_model3_ONYX.dbc.txt,DI_systemPower,5,DI_sysDrivePowerMax,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""511"": ""SNA""}, ""length"": 9, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 16, ""unit"": ""kW""}"
DI_sysDrivePowerMax,0x268,dbc/tesla_model3_party.dbc,,,,无Message,
DI_sysDrivePowerMax,0x268,dbc/tesla_model3_vehicle.dbc,,,,无Message,
DI_sysRegenPowerMax,0x268,dbc/Model3CAN.dbc,ID268SystemPower,5,SystemRegenPowerMax268,仅位段相同候选，非语义确认；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 8, ""mux"": null, ""offset"": -100, ""scale"": 1, ""signed"": false, ""start"": 32, ""unit"": ""kW""}"
DI_sysRegenPowerMax,0x268,dbc/Model3CAN.dbc.txt,ID268SystemPower,5,SystemRegenPowerMax268,仅位段相同候选，非语义确认；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 8, ""mux"": null, ""offset"": -100, ""scale"": 1, ""signed"": false, ""start"": 32, ""unit"": ""kW""}"
DI_sysRegenPowerMax,0x268,dbc/tesla_model3.dbc,DI_systemPower,5,DI_sysRegenPowerMax,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""255"": ""SNA""}, ""length"": 8, ""mux"": null, ""offset"": -100, ""scale"": 1, ""signed"": false, ""start"": 32, ""unit"": ""kW""}"
DI_sysRegenPowerMax,0x268,dbc/tesla_model3_ONYX.dbc.txt,DI_systemPower,5,DI_sysRegenPowerMax,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""155"": ""SNA""}, ""length"": 8, ""mux"": null, ""offset"": -100, ""scale"": 1, ""signed"": false, ""start"": 32, ""unit"": ""kW""}"
DI_sysRegenPowerMax,0x268,dbc/tesla_model3_party.dbc,,,,无Message,
DI_sysRegenPowerMax,0x268,dbc/tesla_model3_vehicle.dbc,,,,无Message,
BMS_maxDischargeCurrent,0x2D2,dbc/Model3CAN.dbc,ID2D2BMSVAlimits,8,MaxDischargeCurrent2D2,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 14, ""mux"": null, ""offset"": 0, ""scale"": 0.128, ""signed"": false, ""start"": 48, ""unit"": ""A""}"
BMS_maxDischargeCurrent,0x2D2,dbc/Model3CAN.dbc.txt,ID2D2BMSVAlimits,8,MaxDischargeCurrent2D2,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 14, ""mux"": null, ""offset"": 0, ""scale"": 0.128, ""signed"": false, ""start"": 48, ""unit"": ""A""}"
BMS_maxDischargeCurrent,0x2D2,dbc/tesla_model3.dbc,BMS_driveLimits,8,BMS_maxDischargeCurrent,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 14, ""mux"": null, ""offset"": 0, ""scale"": 0.128, ""signed"": false, ""start"": 48, ""unit"": ""A""}"
BMS_maxDischargeCurrent,0x2D2,dbc/tesla_model3_ONYX.dbc.txt,BMS_driveLimits,8,BMS_maxDischargeCurrent,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 14, ""mux"": null, ""offset"": 0, ""scale"": 0.128, ""signed"": false, ""start"": 48, ""unit"": ""A""}"
BMS_maxDischargeCurrent,0x2D2,dbc/tesla_model3_party.dbc,,,,无Message,
BMS_maxDischargeCurrent,0x2D2,dbc/tesla_model3_vehicle.dbc,,,,无Message,
BMS_maxChargeCurrent,0x2D2,dbc/Model3CAN.dbc,ID2D2BMSVAlimits,8,MaxChargeCurrent2D2,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 14, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": false, ""start"": 32, ""unit"": ""A""}"
BMS_maxChargeCurrent,0x2D2,dbc/Model3CAN.dbc.txt,ID2D2BMSVAlimits,8,MaxChargeCurrent2D2,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 14, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": false, ""start"": 32, ""unit"": ""A""}"
BMS_maxChargeCurrent,0x2D2,dbc/tesla_model3.dbc,BMS_driveLimits,8,BMS_maxChargeCurrent,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 14, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": false, ""start"": 32, ""unit"": ""A""}"
BMS_maxChargeCurrent,0x2D2,dbc/tesla_model3_ONYX.dbc.txt,BMS_driveLimits,8,BMS_maxChargeCurrent,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 14, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": false, ""start"": 32, ""unit"": ""A""}"
BMS_maxChargeCurrent,0x2D2,dbc/tesla_model3_party.dbc,,,,无Message,
BMS_maxChargeCurrent,0x2D2,dbc/tesla_model3_vehicle.dbc,,,,无Message,
BMS_socUI,0x292,dbc/Model3CAN.dbc,ID292BMS_SOC,8,SOCUI292,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 10, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": false, ""start"": 10, ""unit"": ""%""}"
BMS_socUI,0x292,dbc/Model3CAN.dbc.txt,ID292BMS_SOC,8,SOCUI292,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 10, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": false, ""start"": 10, ""unit"": ""%""}"
BMS_socUI,0x292,dbc/tesla_model3.dbc,BMS_socStatus,8,BMS_socUI,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 10, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": false, ""start"": 10, ""unit"": ""%""}"
BMS_socUI,0x292,dbc/tesla_model3_ONYX.dbc.txt,BMS_socStatus,8,BMS_socUI,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 10, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": false, ""start"": 10, ""unit"": ""%""}"
BMS_socUI,0x292,dbc/tesla_model3_party.dbc,,,,无Message,
BMS_socUI,0x292,dbc/tesla_model3_vehicle.dbc,,,,无Message,
BMS_maxDischargePower,0x252,dbc/Model3CAN.dbc,ID252BMS_powerAvailable,8,BMS_maxDischargePower,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.013, ""signed"": false, ""start"": 16, ""unit"": ""kW""}"
BMS_maxDischargePower,0x252,dbc/Model3CAN.dbc.txt,ID252BMS_powerAvailable,8,BMS_maxDischargePower,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.013, ""signed"": false, ""start"": 16, ""unit"": ""kW""}"
BMS_maxDischargePower,0x252,dbc/tesla_model3.dbc,BMS_powerAvailable,8,BMS_maxDischargePower,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 16, ""unit"": ""kW""}"
BMS_maxDischargePower,0x252,dbc/tesla_model3_ONYX.dbc.txt,BMS_powerAvailable,8,BMS_maxDischargePower,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 16, ""unit"": ""kW""}"
BMS_maxDischargePower,0x252,dbc/tesla_model3_party.dbc,,,,无Message,
BMS_maxDischargePower,0x252,dbc/tesla_model3_vehicle.dbc,,,,无Message,
BMS_maxRegenPower,0x252,dbc/Model3CAN.dbc,ID252BMS_powerAvailable,8,BMS_maxRegenPower,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 0, ""unit"": ""kW""}"
BMS_maxRegenPower,0x252,dbc/Model3CAN.dbc.txt,ID252BMS_powerAvailable,8,BMS_maxRegenPower,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 0, ""unit"": ""kW""}"
BMS_maxRegenPower,0x252,dbc/tesla_model3.dbc,BMS_powerAvailable,8,BMS_maxRegenPower,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 0, ""unit"": ""kW""}"
BMS_maxRegenPower,0x252,dbc/tesla_model3_ONYX.dbc.txt,BMS_powerAvailable,8,BMS_maxRegenPower,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 0, ""unit"": ""kW""}"
BMS_maxRegenPower,0x252,dbc/tesla_model3_party.dbc,,,,无Message,
BMS_maxRegenPower,0x252,dbc/tesla_model3_vehicle.dbc,,,,无Message,
ESP_brakeTorqueTarget,0x145,dbc/Model3CAN.dbc,ID145ESP_status,8,ESP_brakeTorqueTarget,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""8191"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 51, ""unit"": ""Nm""}"
ESP_brakeTorqueTarget,0x145,dbc/Model3CAN.dbc.txt,ID145ESP_status,8,ESP_brakeTorqueTarget,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""8191"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 51, ""unit"": ""Nm""}"
ESP_brakeTorqueTarget,0x145,dbc/tesla_model3.dbc,ESP_status,8,ESP_brakeTorqueTarget,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""8191"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 51, ""unit"": ""Nm""}"
ESP_brakeTorqueTarget,0x145,dbc/tesla_model3_ONYX.dbc.txt,ESP_status,8,ESP_brakeTorqueTarget,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""8191"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 51, ""unit"": ""Nm""}"
ESP_brakeTorqueTarget,0x145,dbc/tesla_model3_party.dbc,ESP_status,8,ESP_brakeTorqueTarget,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""8191"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 51, ""unit"": ""Nm""}"
ESP_brakeTorqueTarget,0x145,dbc/tesla_model3_vehicle.dbc,,,,无Message,
ESP_brakeTorqueFL,0x185,dbc/Model3CAN.dbc,ID185ESP_brakeTorque,8,ESP_brakeTorqueFrL,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 0, ""unit"": ""Nm""}"
ESP_brakeTorqueFL,0x185,dbc/Model3CAN.dbc.txt,ID185ESP_brakeTorque,8,ESP_brakeTorqueFrL,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 0, ""unit"": ""Nm""}"
ESP_brakeTorqueFL,0x185,dbc/tesla_model3.dbc,,,,无Message,
ESP_brakeTorqueFL,0x185,dbc/tesla_model3_ONYX.dbc.txt,ESP_brakeTorque,8,ESP_brakeTorqueFL,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 0, ""unit"": ""Nm""}"
ESP_brakeTorqueFL,0x185,dbc/tesla_model3_party.dbc,,,,无Message,
ESP_brakeTorqueFL,0x185,dbc/tesla_model3_vehicle.dbc,,,,无Message,
ESP_brakeTorqueFR,0x185,dbc/Model3CAN.dbc,ID185ESP_brakeTorque,8,ESP_brakeTorqueFrR,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 12, ""unit"": ""Nm""}"
ESP_brakeTorqueFR,0x185,dbc/Model3CAN.dbc.txt,ID185ESP_brakeTorque,8,ESP_brakeTorqueFrR,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 12, ""unit"": ""Nm""}"
ESP_brakeTorqueFR,0x185,dbc/tesla_model3.dbc,,,,无Message,
ESP_brakeTorqueFR,0x185,dbc/tesla_model3_ONYX.dbc.txt,ESP_brakeTorque,8,ESP_brakeTorqueFR,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 12, ""unit"": ""Nm""}"
ESP_brakeTorqueFR,0x185,dbc/tesla_model3_party.dbc,,,,无Message,
ESP_brakeTorqueFR,0x185,dbc/tesla_model3_vehicle.dbc,,,,无Message,
ESP_brakeTorqueRL,0x185,dbc/Model3CAN.dbc,ID185ESP_brakeTorque,8,ESP_brakeTorqueReL,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 24, ""unit"": ""Nm""}"
ESP_brakeTorqueRL,0x185,dbc/Model3CAN.dbc.txt,ID185ESP_brakeTorque,8,ESP_brakeTorqueReL,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 24, ""unit"": ""Nm""}"
ESP_brakeTorqueRL,0x185,dbc/tesla_model3.dbc,,,,无Message,
ESP_brakeTorqueRL,0x185,dbc/tesla_model3_ONYX.dbc.txt,ESP_brakeTorque,8,ESP_brakeTorqueRL,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 24, ""unit"": ""Nm""}"
ESP_brakeTorqueRL,0x185,dbc/tesla_model3_party.dbc,,,,无Message,
ESP_brakeTorqueRL,0x185,dbc/tesla_model3_vehicle.dbc,,,,无Message,
ESP_brakeTorqueRR,0x185,dbc/Model3CAN.dbc,ID185ESP_brakeTorque,8,ESP_brakeTorqueReR,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 36, ""unit"": ""Nm""}"
