category,can_id,message,signal,dbc_id_seen,decoded_samples,window,center_or_mode,min,max,changes
brake_input,0x3D5,ESP_alertMatrix,ESP_a085_BrakeSwitchStuckHigh,yes,0,door_open,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a085_BrakeSwitchStuckHigh,yes,0,door_closed,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a085_BrakeSwitchStuckHigh,yes,0,brake_pressed,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a085_BrakeSwitchStuckHigh,yes,0,post_brake,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a085_BrakeSwitchStuckHigh,yes,0,final_stable,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a086_BrakeSwitchImplausible1,yes,0,pre_stable,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a086_BrakeSwitchImplausible1,yes,0,door_open,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a086_BrakeSwitchImplausible1,yes,0,door_closed,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a086_BrakeSwitchImplausible1,yes,0,brake_pressed,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a086_BrakeSwitchImplausible1,yes,0,post_brake,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a086_BrakeSwitchImplausible1,yes,0,final_stable,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a087_BrakeSwitchImplausible3,yes,0,pre_stable,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a087_BrakeSwitchImplausible3,yes,0,door_open,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a087_BrakeSwitchImplausible3,yes,0,door_closed,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a087_BrakeSwitchImplausible3,yes,0,brake_pressed,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a087_BrakeSwitchImplausible3,yes,0,post_brake,,,,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a087_BrakeSwitchImplausible3,yes,0,final_stable,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNC,yes,0,pre_stable,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNC,yes,0,door_open,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNC,yes,0,door_closed,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNC,yes,0,brake_pressed,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNC,yes,0,post_brake,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNC,yes,0,final_stable,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNO,yes,0,pre_stable,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNO,yes,0,door_open,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNO,yes,0,door_closed,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNO,yes,0,brake_pressed,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNO,yes,0,post_brake,,,,0
brake_input,0x7D5,DI_debug,DI_brakeSwitchNO,yes,0,final_stable,,,,0
hv_safety,0x016,DI_bmsRequest,DI_bmsOpenContactorsRequest,no,0,pre_stable,,,,0
hv_safety,0x016,DI_bmsRequest,DI_bmsOpenContactorsRequest,no,0,door_open,,,,0
hv_safety,0x016,DI_bmsRequest,DI_bmsOpenContactorsRequest,no,0,door_closed,,,,0
hv_safety,0x016,DI_bmsRequest,DI_bmsOpenContactorsRequest,no,0,brake_pressed,,,,0
hv_safety,0x016,DI_bmsRequest,DI_bmsOpenContactorsRequest,no,0,post_brake,,,,0
hv_safety,0x016,DI_bmsRequest,DI_bmsOpenContactorsRequest,no,0,final_stable,,,,0
hv_safety,0x132,BMS_hvBusStatus,BMS_packVoltage,yes,0,pre_stable,,,,0
hv_safety,0x132,BMS_hvBusStatus,BMS_packVoltage,yes,0,door_open,,,,0
hv_safety,0x132,BMS_hvBusStatus,BMS_packVoltage,yes,0,door_closed,,,,0
hv_safety,0x132,BMS_hvBusStatus,BMS_packVoltage,yes,0,brake_pressed,,,,0
hv_safety,0x132,BMS_hvBusStatus,BMS_packVoltage,yes,0,post_brake,,,,0
hv_safety,0x132,BMS_hvBusStatus,BMS_packVoltage,yes,0,final_stable,,,,0
hv_safety,0x13D,CP_chargeStatus,CP_vehiclePrechargeRequired,no,0,pre_stable,,,,0
hv_safety,0x13D,CP_chargeStatus,CP_vehiclePrechargeRequired,no,0,door_open,,,,0
hv_safety,0x13D,CP_chargeStatus,CP_vehiclePrechargeRequired,no,0,door_closed,,,,0
hv_safety,0x13D,CP_chargeStatus,CP_vehiclePrechargeRequired,no,0,brake_pressed,,,,0
hv_safety,0x13D,CP_chargeStatus,CP_vehiclePrechargeRequired,no,0,post_brake,,,,0
hv_safety,0x13D,CP_chargeStatus,CP_vehiclePrechargeRequired,no,0,final_stable,,,,0
hv_safety,0x20A,HVP_contactorState,HVP_fcContactorSetState,yes,70,pre_stable,OPEN,,,0
hv_safety,0x20A,HVP_contactorState,HVP_fcContactorSetState,yes,70,door_open,OPEN,,,0
hv_safety,0x20A,HVP_contactorState,HVP_fcContactorSetState,yes,70,door_closed,OPEN,,,0
hv_safety,0x20A,HVP_contactorState,HVP_fcContactorSetState,yes,70,brake_pressed,OPEN,,,0
hv_safety,0x20A,HVP_contactorState,HVP_fcContactorSetState,yes,70,post_brake,OPEN,,,0
hv_safety,0x20A,HVP_contactorState,HVP_fcContactorSetState,yes,70,final_stable,OPEN,,,0
hv_safety,0x20A,HVP_contactorState,HVP_hvilStatus,yes,70,pre_stable,STATUS_OK,,,0
hv_safety,0x20A,HVP_contactorState,HVP_hvilStatus,yes,70,door_open,STATUS_OK,,,0
hv_safety,0x20A,HVP_contactorState,HVP_hvilStatus,yes,70,door_closed,STATUS_OK,,,0
hv_safety,0x20A,HVP_contactorState,HVP_hvilStatus,yes,70,brake_pressed,STATUS_OK,,,0
hv_safety,0x20A,HVP_contactorState,HVP_hvilStatus,yes,70,post_brake,STATUS_OK,,,0
hv_safety,0x20A,HVP_contactorState,HVP_hvilStatus,yes,70,final_stable,STATUS_OK,,,0
hv_safety,0x20A,HVP_contactorState,HVP_packContactorSetState,yes,70,pre_stable,CLOSED,,,0
hv_safety,0x20A,HVP_contactorState,HVP_packContactorSetState,yes,70,door_open,CLOSED,,,0
hv_safety,0x20A,HVP_contactorState,HVP_packContactorSetState,yes,70,door_closed,CLOSED,,,0
hv_safety,0x20A,HVP_contactorState,HVP_packContactorSetState,yes,70,brake_pressed,CLOSED,,,0
hv_safety,0x20A,HVP_contactorState,HVP_packContactorSetState,yes,70,post_brake,CLOSED,,,0
hv_safety,0x20A,HVP_contactorState,HVP_packContactorSetState,yes,70,final_stable,CLOSED,,,0
hv_safety,0x212,BMS_status,BMS_contactorState,yes,695,pre_stable,CLOSED,,,0
hv_safety,0x212,BMS_status,BMS_contactorState,yes,695,door_open,CLOSED,,,0
hv_safety,0x212,BMS_status,BMS_contactorState,yes,695,door_closed,CLOSED,,,0
hv_safety,0x212,BMS_status,BMS_contactorState,yes,695,brake_pressed,CLOSED,,,0
hv_safety,0x212,BMS_status,BMS_contactorState,yes,695,post_brake,CLOSED,,,0
hv_safety,0x212,BMS_status,BMS_contactorState,yes,695,final_stable,CLOSED,,,0
hv_safety,0x212,BMS_status,BMS_isolationResistance,yes,695,pre_stable,0,0,0,0
hv_safety,0x212,BMS_status,BMS_isolationResistance,yes,695,door_open,0,0,0,0
hv_safety,0x212,BMS_status,BMS_isolationResistance,yes,695,door_closed,0,0,0,0
hv_safety,0x212,BMS_status,BMS_isolationResistance,yes,695,brake_pressed,0,0,0,0
hv_safety,0x212,BMS_status,BMS_isolationResistance,yes,695,post_brake,0,0,0,0
hv_safety,0x212,BMS_status,BMS_isolationResistance,yes,695,final_stable,0,0,0,0
hv_safety,0x215,FC_status2,FC_externalIsolationResistance,no,0,pre_stable,,,,0
hv_safety,0x215,FC_status2,FC_externalIsolationResistance,no,0,door_open,,,,0
hv_safety,0x215,FC_status2,FC_externalIsolationResistance,no,0,door_closed,,,,0
hv_safety,0x215,FC_status2,FC_externalIsolationResistance,no,0,brake_pressed,,,,0
hv_safety,0x215,FC_status2,FC_externalIsolationResistance,no,0,post_brake,,,,0
hv_safety,0x215,FC_status2,FC_externalIsolationResistance,no,0,final_stable,,,,0
hv_safety,0x21D,CP_evseStatus,CP_vehiclePrechargeRequired,yes,695,pre_stable,0,0,0,0
hv_safety,0x21D,CP_evseStatus,CP_vehiclePrechargeRequired,yes,695,door_open,0,0,0,0
hv_safety,0x21D,CP_evseStatus,CP_vehiclePrechargeRequired,yes,695,door_closed,0,0,0,0
hv_safety,0x21D,CP_evseStatus,CP_vehiclePrechargeRequired,yes,695,brake_pressed,0,0,0,0
hv_safety,0x21D,CP_evseStatus,CP_vehiclePrechargeRequired,yes,695,post_brake,0,0,0,0
hv_safety,0x21D,CP_evseStatus,CP_vehiclePrechargeRequired,yes,695,final_stable,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcInitialPrechargeSubState,yes,695,pre_stable,STANDBY,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcInitialPrechargeSubState,yes,695,door_open,STANDBY,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcInitialPrechargeSubState,yes,695,door_closed,STANDBY,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcInitialPrechargeSubState,yes,695,brake_pressed,STANDBY,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcInitialPrechargeSubState,yes,695,post_brake,STANDBY,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcInitialPrechargeSubState,yes,695,final_stable,STANDBY,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRestartCnt,yes,695,pre_stable,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRestartCnt,yes,695,door_open,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRestartCnt,yes,695,door_closed,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRestartCnt,yes,695,brake_pressed,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRestartCnt,yes,695,post_brake,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRestartCnt,yes,695,final_stable,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRtyCnt,yes,695,pre_stable,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRtyCnt,yes,695,door_open,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRtyCnt,yes,695,door_closed,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRtyCnt,yes,695,brake_pressed,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRtyCnt,yes,695,post_brake,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeRtyCnt,yes,695,final_stable,0,0,0,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeStatus,yes,695,pre_stable,IDLE,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeStatus,yes,695,door_open,IDLE,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeStatus,yes,695,door_closed,IDLE,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeStatus,yes,695,brake_pressed,IDLE,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeStatus,yes,695,post_brake,IDLE,,,0
hv_safety,0x224,PCS_dcdcStatus,PCS_dcdcPrechargeStatus,yes,695,final_stable,IDLE,,,0
hv_safety,0x2D2,BMS_driveLimits,BMS_maxBusVoltage,yes,695,pre_stable,201.36,201.36,201.36,0
hv_safety,0x2D2,BMS_driveLimits,BMS_maxBusVoltage,yes,695,door_open,201.36,201.36,201.36,0
hv_safety,0x2D2,BMS_driveLimits,BMS_maxBusVoltage,yes,695,door_closed,201.36,201.36,201.36,0
hv_safety,0x2D2,BMS_driveLimits,BMS_maxBusVoltage,yes,695,brake_pressed,201.36,201.36,201.36,0
hv_safety,0x2D2,BMS_driveLimits,BMS_maxBusVoltage,yes,695,post_brake,201.36,201.36,201.36,0
hv_safety,0x2D2,BMS_driveLimits,BMS_maxBusVoltage,yes,695,final_stable,201.36,201.35,201.36,6
hv_safety,0x2D2,BMS_driveLimits,BMS_minBusVoltage,yes,695,pre_stable,106.06,106.06,106.06,0
hv_safety,0x2D2,BMS_driveLimits,BMS_minBusVoltage,yes,695,door_open,106.06,106.05,106.06,21
hv_safety,0x2D2,BMS_driveLimits,BMS_minBusVoltage,yes,695,door_closed,106.06,106.05,106.06,12
hv_safety,0x2D2,BMS_driveLimits,BMS_minBusVoltage,yes,695,brake_pressed,106.06,106.05,106.06,11
hv_safety,0x2D2,BMS_driveLimits,BMS_minBusVoltage,yes,695,post_brake,106.06,106.06,106.06,0
hv_safety,0x2D2,BMS_driveLimits,BMS_minBusVoltage,yes,695,final_stable,106.06,106.06,106.06,0
hv_safety,0x320,BMS_alertMatrix,BMS_a034_SW_Passive_Isolation,yes,70,pre_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a034_SW_Passive_Isolation,yes,70,door_open,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a034_SW_Passive_Isolation,yes,70,door_closed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a034_SW_Passive_Isolation,yes,70,brake_pressed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a034_SW_Passive_Isolation,yes,70,post_brake,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a034_SW_Passive_Isolation,yes,70,final_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a035_SW_Isolation,yes,70,pre_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a035_SW_Isolation,yes,70,door_open,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a035_SW_Isolation,yes,70,door_closed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a035_SW_Isolation,yes,70,brake_pressed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a035_SW_Isolation,yes,70,post_brake,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a035_SW_Isolation,yes,70,final_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a036_SW_HvpHvilFault,yes,70,pre_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a036_SW_HvpHvilFault,yes,70,door_open,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a036_SW_HvpHvilFault,yes,70,door_closed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a036_SW_HvpHvilFault,yes,70,brake_pressed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a036_SW_HvpHvilFault,yes,70,post_brake,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a036_SW_HvpHvilFault,yes,70,final_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a123_SW_Internal_Isolation,yes,69,pre_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a123_SW_Internal_Isolation,yes,69,door_open,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a123_SW_Internal_Isolation,yes,69,door_closed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a123_SW_Internal_Isolation,yes,69,brake_pressed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a123_SW_Internal_Isolation,yes,69,post_brake,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a123_SW_Internal_Isolation,yes,69,final_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a151_SW_external_isolation,yes,69,pre_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a151_SW_external_isolation,yes,69,door_open,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a151_SW_external_isolation,yes,69,door_closed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a151_SW_external_isolation,yes,69,brake_pressed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a151_SW_external_isolation,yes,69,post_brake,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a151_SW_external_isolation,yes,69,final_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a163_SW_Contactor_Mismatch,yes,69,pre_stable,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a163_SW_Contactor_Mismatch,yes,69,door_open,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a163_SW_Contactor_Mismatch,yes,69,door_closed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a163_SW_Contactor_Mismatch,yes,69,brake_pressed,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a163_SW_Contactor_Mismatch,yes,69,post_brake,0,0,0,0
hv_safety,0x320,BMS_alertMatrix,BMS_a163_SW_Contactor_Mismatch,yes,69,final_stable,0,0,0,0
hv_safety,0x32C,CC_logData,CC_contactor1Closed,no,0,pre_stable,,,,0
hv_safety,0x32C,CC_logData,CC_contactor1Closed,no,0,door_open,,,,0
hv_safety,0x32C,CC_logData,CC_contactor1Closed,no,0,door_closed,,,,0
hv_safety,0x32C,CC_logData,CC_contactor1Closed,no,0,brake_pressed,,,,0
hv_safety,0x32C,CC_logData,CC_contactor1Closed,no,0,post_brake,,,,0
hv_safety,0x32C,CC_logData,CC_contactor1Closed,no,0,final_stable,,,,0
hv_safety,0x32C,CC_logData,CC_contactor2Closed,no,0,pre_stable,,,,0
hv_safety,0x32C,CC_logData,CC_contactor2Closed,no,0,door_open,,,,0
hv_safety,0x32C,CC_logData,CC_contactor2Closed,no,0,door_closed,,,,0
hv_safety,0x32C,CC_logData,CC_contactor2Closed,no,0,brake_pressed,,,,0
hv_safety,0x32C,CC_logData,CC_contactor2Closed,no,0,post_brake,,,,0
hv_safety,0x32C,CC_logData,CC_contactor2Closed,no,0,final_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a005_hwHVIL,no,0,pre_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a005_hwHVIL,no,0,door_open,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a005_hwHVIL,no,0,door_closed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a005_hwHVIL,no,0,brake_pressed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a005_hwHVIL,no,0,post_brake,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a005_hwHVIL,no,0,final_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a025_internalIsolationFault,no,0,pre_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a025_internalIsolationFault,no,0,door_open,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a025_internalIsolationFault,no,0,door_closed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a025_internalIsolationFault,no,0,brake_pressed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a025_internalIsolationFault,no,0,post_brake,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a025_internalIsolationFault,no,0,final_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a026_internalIsolationLow,no,0,pre_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a026_internalIsolationLow,no,0,door_open,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a026_internalIsolationLow,no,0,door_closed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a026_internalIsolationLow,no,0,brake_pressed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a026_internalIsolationLow,no,0,post_brake,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a026_internalIsolationLow,no,0,final_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a027_externalIsolationLow,no,0,pre_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a027_externalIsolationLow,no,0,door_open,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a027_externalIsolationLow,no,0,door_closed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a027_externalIsolationLow,no,0,brake_pressed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a027_externalIsolationLow,no,0,post_brake,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a027_externalIsolationLow,no,0,final_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a028_isolationRationality,no,0,pre_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a028_isolationRationality,no,0,door_open,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a028_isolationRationality,no,0,door_closed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a028_isolationRationality,no,0,brake_pressed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a028_isolationRationality,no,0,post_brake,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a028_isolationRationality,no,0,final_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a036_internalContactorWelded,no,0,pre_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a036_internalContactorWelded,no,0,door_open,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a036_internalContactorWelded,no,0,door_closed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a036_internalContactorWelded,no,0,brake_pressed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a036_internalContactorWelded,no,0,post_brake,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a036_internalContactorWelded,no,0,final_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a037_outputContactorWelded,no,0,pre_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a037_outputContactorWelded,no,0,door_open,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a037_outputContactorWelded,no,0,door_closed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a037_outputContactorWelded,no,0,brake_pressed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a037_outputContactorWelded,no,0,post_brake,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a037_outputContactorWelded,no,0,final_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a038_contactorFailedOpen,no,0,pre_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a038_contactorFailedOpen,no,0,door_open,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a038_contactorFailedOpen,no,0,door_closed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a038_contactorFailedOpen,no,0,brake_pressed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a038_contactorFailedOpen,no,0,post_brake,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a038_contactorFailedOpen,no,0,final_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a060_swHVIL,no,0,pre_stable,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a060_swHVIL,no,0,door_open,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a060_swHVIL,no,0,door_closed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a060_swHVIL,no,0,brake_pressed,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a060_swHVIL,no,0,post_brake,,,,0
hv_safety,0x32F,SCM_alertMatrix1,SCM_a060_swHVIL,no,0,final_stable,,,,0
hv_safety,0x338,UMC_alertMatrix1,UMC_a006_contactorWelded,no,0,pre_stable,,,,0
hv_safety,0x338,UMC_alertMatrix1,UMC_a006_contactorWelded,no,0,door_open,,,,0
hv_safety,0x338,UMC_alertMatrix1,UMC_a006_contactorWelded,no,0,door_closed,,,,0
hv_safety,0x338,UMC_alertMatrix1,UMC_a006_contactorWelded,no,0,brake_pressed,,,,0
hv_safety,0x338,UMC_alertMatrix1,UMC_a006_contactorWelded,no,0,post_brake,,,,0
hv_safety,0x338,UMC_alertMatrix1,UMC_a006_contactorWelded,no,0,final_stable,,,,0
hv_safety,0x356,DI_alertMatrix1,DI_a007_hwHvilNotPresent,no,0,pre_stable,,,,0
hv_safety,0x356,DI_alertMatrix1,DI_a007_hwHvilNotPresent,no,0,door_open,,,,0
hv_safety,0x356,DI_alertMatrix1,DI_a007_hwHvilNotPresent,no,0,door_closed,,,,0
hv_safety,0x356,DI_alertMatrix1,DI_a007_hwHvilNotPresent,no,0,brake_pressed,,,,0
hv_safety,0x356,DI_alertMatrix1,DI_a007_hwHvilNotPresent,no,0,post_brake,,,,0
hv_safety,0x356,DI_alertMatrix1,DI_a007_hwHvilNotPresent,no,0,final_stable,,,,0
hv_safety,0x357,DI_alertMatrix2,DI_a086_hvilNotPresent,no,0,pre_stable,,,,0
hv_safety,0x357,DI_alertMatrix2,DI_a086_hvilNotPresent,no,0,door_open,,,,0
hv_safety,0x357,DI_alertMatrix2,DI_a086_hvilNotPresent,no,0,door_closed,,,,0
hv_safety,0x357,DI_alertMatrix2,DI_a086_hvilNotPresent,no,0,brake_pressed,,,,0
hv_safety,0x357,DI_alertMatrix2,DI_a086_hvilNotPresent,no,0,post_brake,,,,0
hv_safety,0x357,DI_alertMatrix2,DI_a086_hvilNotPresent,no,0,final_stable,,,,0
hv_safety,0x35A,DI_alertMatrix3,DI_a160_busVoltageAnomaly,no,0,pre_stable,,,,0
hv_safety,0x35A,DI_alertMatrix3,DI_a160_busVoltageAnomaly,no,0,door_open,,,,0
hv_safety,0x35A,DI_alertMatrix3,DI_a160_busVoltageAnomaly,no,0,door_closed,,,,0
hv_safety,0x35A,DI_alertMatrix3,DI_a160_busVoltageAnomaly,no,0,brake_pressed,,,,0
hv_safety,0x35A,DI_alertMatrix3,DI_a160_busVoltageAnomaly,no,0,post_brake,,,,0
hv_safety,0x35A,DI_alertMatrix3,DI_a160_busVoltageAnomaly,no,0,final_stable,,,,0
hv_safety,0x35B,DI_alertMatrix4,DI_a227_contactorsNotClosed,no,0,pre_stable,,,,0
hv_safety,0x35B,DI_alertMatrix4,DI_a227_contactorsNotClosed,no,0,door_open,,,,0
hv_safety,0x35B,DI_alertMatrix4,DI_a227_contactorsNotClosed,no,0,door_closed,,,,0
hv_safety,0x35B,DI_alertMatrix4,DI_a227_contactorsNotClosed,no,0,brake_pressed,,,,0
hv_safety,0x35B,DI_alertMatrix4,DI_a227_contactorsNotClosed,no,0,post_brake,,,,0
hv_safety,0x35B,DI_alertMatrix4,DI_a227_contactorsNotClosed,no,0,final_stable,,,,0
hv_safety,0x365,SCS_alertMatrix1,SCS_a005_hwHVIL,no,0,pre_stable,,,,0
hv_safety,0x365,SCS_alertMatrix1,SCS_a005_hwHVIL,no,0,door_open,,,,0
hv_safety,0x365,SCS_alertMatrix1,SCS_a005_hwHVIL,no,0,door_closed,,,,0
hv_safety,0x365,SCS_alertMatrix1,SCS_a005_hwHVIL,no,0,brake_pressed,,,,0
hv_safety,0x365,SCS_alertMatrix1,SCS_a005_hwHVIL,no,0,post_brake,,,,0
hv_safety,0x365,SCS_alertMatrix1,SCS_a005_hwHVIL,no,0,final_stable,,,,0
