APP_buildType: SIGNED
DI_cpu100HzMin: 0.0 %
DI_cpu10HzAvg: 72.0 %
DI_cpu10HzMax: 0.0 %
DI_cpu10HzMin: 99.60000000000001 %
DI_cpu1kHzAvg: 70.8 %
DI_cpu1kHzMax: 77.60000000000001 %
DI_cpu1kHzMin: 74.0 %
DI_cpu20kHzAvg: 0.0 %
DI_cpu20kHzMax: 25.200000000000003 %
DI_cpu20kHzMin: 73.2 %
DI_cruiseSetSpeed: 255.5 speed
DI_cruiseSetSpeedUnits: KPH
DI_cruiseState: PRE_CANCEL
DI_current: 1900 A
DI_dcCapT: 158 DegC
DI_dcLinkCapTemp: 34 DegC
DI_debugSelector: 50
DI_decodeHardwareStack: 40.0 %
DI_dissipation: 125 W
DI_driveBlocked: 2
DI_eepromStack: 35.2 %
DI_elecPower: 0.0 kW
DI_epbRequest: NO_REQUEST
DI_gateDriveState: INIT
DI_gateDriveSupplyState: DOWN
DI_gear: P
DI_heatPowerActual: 2.72 kW
DI_heatPowerMax: 12.72 kW
DI_heatPowerOptimal: 0.0 kW
DI_heatsinkT: -40 DegC
DI_hvDcCableTemp: 30 DegC
DI_idleStack: 32.4 %
DI_immobilizerStack: 28.400000000000002 %
DI_immobilizerState: INIT_SNA
DI_inverterT: -4 DegC
DI_inverterTQF: IRRATIONAL
DI_inverterTpct: 28.8 %
DI_keepAliveRequest: NO_REQUEST
DI_limitBaseSpeed: 0
DI_limitClutch: 0
DI_limitDcCapTemp: 0
DI_limitDeltaFluidTemp: 0
DI_limitDiff: 0
DI_limitDischargePower: 0
DI_limitDriveTorque: 0
DI_limitGracefulPowerOff: 0
DI_limitIBat: 0
DI_limitIGBTJunctTemp: 0
DI_limitInverterTemp: 1
DI_limitLimpMode: 0
DI_limitMotorCurrent: 0
DI_limitMotorSpeed: 0
DI_limitMotorVoltage: 0
DI_limitObstacleDetection: 0
DI_limitOilPumpFluidTemp: 0
DI_limitPCBTemp: 0
DI_limitPoleTemp: 0
DI_limitRegenPower: 0
DI_limitRegenTorque: 1
DI_limitRotorTemp: 0
DI_limitShift: 0
DI_limitShockTorque: 0
DI_limitStatorFrequency: 0
DI_limitStatorTemp: 0
DI_limitTCDrive: 0
DI_limitTCRegen: 0
DI_limitVBatHigh: 0
DI_limitVBatLow: 1
DI_limitVehicleSpeed: 0
DI_limitdcLinkCapTemp: 1
DI_limithvDcCableTemp: 0
DI_limitnegDcBusbarTemp: 0
DI_limitphaseOutBusBarWeldTemp: 0
DI_limitphaseOutBusbarTemp: 0
DI_limitphaseOutLugTemp: 0
DI_limitposDcBusbarTemp: 1
DI_locStatusChecksum: 255
DI_locStatusCounter: 15
DI_module10HzStack: 0.0 %
DI_negDcBusbarTemp: 34 DegC
DI_odometer: 60976.91 km
DI_oilFlowReq: 0.0 LPM
DI_oilPumpCurrent: 0.8 A
DI_oilPumpCurrentSensorOffset: 0.625 A
DI_oilPumpFlowActual: 1.02 LPM
DI_oilPumpFlowTarget: 0.8999999999999999 LPM
DI_oilPumpFluidConfidence: 1
DI_oilPumpFluidT: -31 DegC
DI_oilPumpLeadAngle: 0.0 deg
DI_oilPumpPcbT: 36 DegC
DI_oilPumpState: ENABLE
DI_oilPumpVoltage: 0.0 V
DI_parkBrakeState: RELEASED
DI_passiveInletTempReq: 40 DegC
DI_phaseOutBusbarTemp: 34 DegC
DI_phaseOutBusbarWeldTemp: 33 DegC
DI_phaseOutLugTemp: 38 DegC
DI_posDcBusbarTemp: 34 DegC
DI_powerStageSafeState: NONE
DI_proximity: 1
DI_ptcStateUI: ON
DI_regenLight: 0
DI_rotorMaxMagnetTemp: 35 DegC
DI_slavePedalPos: 5.2 %
DI_speedChecksum: 111
DI_speedCounter: 5
DI_statorEndWindingTemp: 39 DegC
DI_statorT: 3 DegC
DI_statorTpct: 28.8 %
DI_sysDrivePowerMax: 248 kW
DI_sysHeatPowerActual: 0.08 kW
DI_sysHeatPowerMax: 0.08 kW
DI_sysHeatPowerOptimal: 0.0 kW
DI_sysPedalMaxTorque: 0.0 Nm
DI_sysPedalMinTorque: -25.499999999999773 Nm
DI_sysPostPedalMaxTorque: 0.0 Nm
DI_sysPostPedalMinTorque: -1638.3 Nm
DI_sysRegenPowerMax: 92 kW
DI_systemStack: 59.2 %
DI_systemState: STANDBY
DI_systemStatusChecksum: 252
DI_systemStatusCounter: 9
DI_tcTelltaleFlash: OFF
DI_tcTelltaleOn: OFF
DI_temperatureIndex: 0
DI_torqueActual: 0 Nm
DI_torqueChecksum: 35
DI_torqueCommand: 0 Nm
DI_torqueCounter: 13
DI_trackModeState: UNAVAILABLE
DI_tractionControlMode: NORMAL
DI_tractionControlModeUI: NORMAL
DI_udsStack: 25.200000000000003 %
DI_uiSpeed: 0
DI_uiSpeedUnits: MPH
DI_vdcTelltaleFlash: OFF
DI_vdcTelltaleOn: OFF
DI_vehicleSpeed: 0.0 kph
DI_voltage: 0.5 V
DI_xcpStack: 0.0 %
EPAS3P_a001_sent1Mia: 0
EPAS3P_a002_sent1Error: 0
EPAS3P_a003_trqSens1Supply: 0
EPAS3P_a004_trqSens1Eeprom: 0
EPAS3P_a005_sent2Mia: 0
EPAS3P_a006_sent2Error: 0
EPAS3P_a007_trqSens2Supply: 0
EPAS3P_a008_trqSens2Eeprom: 0
EPAS3P_a009_sentDiff: 1
EPAS3P_a010_trqSensCalError: 0
EPAS3P_a011_currentSensError: 0
EPAS3P_a012_currentSensCalError: 0
EPAS3P_a013_gateDriveError: 0
EPAS3P_a014_gateDriveTxError: 0
EPAS3P_a015_gateDriveEeprom: 0
EPAS3P_a016_phaseUhighUv: 0
EPAS3P_a017_phaseUlowUv: 0
EPAS3P_a018_phaseVhighUv: 0
EPAS3P_a019_phaseVlowUv: 0
EPAS3P_a020_phaseWhighUv: 0
EPAS3P_a021_phaseWlowUv: 0
EPAS3P_a022_phaseUhighOv: 0
EPAS3P_a023_phaseUlowOv: 0
EPAS3P_a024_phaseVhighOv: 0
EPAS3P_a025_phaseVlowOv: 0
EPAS3P_a026_phaseWhighOv: 0
EPAS3P_a027_phaseWlowOv: 0
EPAS3P_a028_phaseUbootUv: 0
EPAS3P_a029_phaseVbootUv: 0
EPAS3P_a030_phaseWbootUv: 0
EPAS3P_a031_phaseFeedbackError: 0
EPAS3P_a032_vRegOutputUv: 0
EPAS3P_a033_vRegOutputOv: 0
EPAS3P_a034_vRegError: 0
EPAS3P_a035_vbbSupplyUv: 0
EPAS3P_a036_vbbSupplyOv: 0
EPAS3P_a037_motPos1ParityError: 0
EPAS3P_a038_motPos1Uv: 0
EPAS3P_a039_motPos1MagnetMia: 0
EPAS3P_a040_motPos1LogicError: 0
EPAS3P_a041_motPos1tempError: 0
EPAS3P_a042_motPos2ParityError: 0
EPAS3P_a043_motPos2Uv: 0
EPAS3P_a044_motPos2MagnetMia: 0
EPAS3P_a045_motPos2LogicError: 0
EPAS3P_a046_motPos2tempError: 0
EPAS3P_a047_motPosCorrError: 0
EPAS3P_a048_motPosCalError: 0
EPAS3P_a049_piCtrlError: 0
EPAS3P_a050_mcuSmuError: 0
EPAS3P_a051_mcuSupError: 0
EPAS3P_a052_intWatchdogError: 0
EPAS3P_a053_extWatchdogError: 0
EPAS3P_a054_memoryProtectError: 0
EPAS3P_a055_floatPointError: 0
EPAS3P_a056_battUv: 0
EPAS3P_a057_battUvReduced: 0
EPAS3P_a058_battOv: 0
EPAS3P_a059_battOvReduced: 0
EPAS3P_a060_battBridgeDiff: 0
EPAS3P_a061_bridgeUv: 0
EPAS3P_a062_assistCorrError: 0
EPAS3P_a063_dampCorrError: 0
EPAS3P_a064_phaseCompCorrError: 0
EPAS3P_a065_trqTarCorrError: 0
EPAS3P_a066_returnCorrError: 0
EPAS3P_a067_yawDampCorrError: 1
EPAS3P_a068_hystCorrError: 1
EPAS3P_a069_eacCorrError: 1
EPAS3P_a070_hodCorrError: 0
EPAS3P_a071_vehSpdCorrError: 0
EPAS3P_a072_motFeedFwdError: 0
EPAS3P_a073_motParEstError: 1
EPAS3P_a074_overHeatProtect: 0
EPAS3P_a075_fspPwrCut: 0
EPAS3P_a076_tempSensOutofRange: 1
EPAS3P_a077_highSideFetError: 0
EPAS3P_a078_phaseDisconnectError: 1
EPAS3P_a079_backupCurrentPlaus: 0
EPAS3P_a080_ecuInitArbError: 1
EPAS3P_a081_coggCompError: 1
EPAS3P_a082_polarityCalError: 1
EPAS3P_a083_crcMismatch: 1
EPAS3P_a084_eacCancelled: 0
EPAS3P_a085_canBusOff: 0
EPAS3P_a086_dasMia: 1
EPAS3P_a087_dasCntError: 1
EPAS3P_a088_dasCsError: 0
EPAS3P_a089_espWsMia: 0
EPAS3P_a090_espWsCntError: 0
EPAS3P_a091_espWsCsError: 0
EPAS3P_a092_espWrMia: 0
EPAS3P_a093_espWrCntError: 1
EPAS3P_a094_espWrCsError: 0
EPAS3P_a095_espWsStatus: 0
EPAS3P_a096_rcmMia: 0
EPAS3P_a097_rcmCntError: 1
EPAS3P_a098_rcmCsError: 1
EPAS3P_a099_yawRateStatus: 1
EPAS3P_a100_diMia: 0
EPAS3P_a101_diCntError: 0
EPAS3P_a102_diCsError: 1
EPAS3P_a103_vcFrontMia: 0
EPAS3P_a104_vcFrontCntError: 0
EPAS3P_a105_vcFrontCsError: 0
EPAS3P_a106_vcFrontTempMia: 1
EPAS3P_a107_uiTuneReqMia: 0
EPAS3P_a108_uiTuneReqCntError: 0
EPAS3P_a109_uiTuneReqCsError: 0
EPAS3P_a110_sasMia: 0
EPAS3P_a111_sasCntError: 0
EPAS3P_a112_sasCsError: 0
EPAS3P_a113_sasStatusError: 0
EPAS3P_a114_gtwConfigMia: 0
EPAS3P_a115_ecuStatMia: 0
EPAS3P_a116_ecuStatCntError: 0
EPAS3P_a117_ecuStatCrcError: 0
EPAS3P_a118_privateBusOff: 0
EPAS3P_a119_pvtEcuStatMia: 0
EPAS3P_a120_pvtEcuStatCntError: 0
EPAS3P_currentTuneMode: DM_COMFORT
EPAS3P_eacErrorCode: EAC_ERROR_HIGH_MMOT_SAFETY
EPAS3P_eacStatus: EAC_INHIBITED
EPAS3P_handsOnLevel: 0
EPAS3P_internalSAS: -108.70000000000005 deg
EPAS3P_internalSASQF: UNDEFINABLE_ACCURACY
EPAS3P_matrixIndex: AlertMatrix0
EPAS3P_steeringFault: FAULT
EPAS3P_steeringRackForce: -18625 N
EPAS3P_steeringReduced: NORMAL_ASSIST
EPAS3P_sysStatusChecksum: 31
EPAS3P_sysStatusCounter: 10
EPAS3P_torsionBarTorque: -0.019999999999999574 Nm
EPAS3S_currentTuneMode: DM_COMFORT
EPAS3S_eacErrorCode: EAC_ERROR_IDLE
EPAS3S_eacStatus: EAC_INHIBITED
EPAS3S_handsOnLevel: 0
EPAS3S_infoIndex: END
EPAS3S_internalSAS: -819.2 deg
EPAS3S_internalSASQF: UNDEFINABLE_ACCURACY
EPAS3S_steeringFault: FAULT
EPAS3S_steeringRackForce: 25 N
EPAS3S_steeringReduced: NORMAL_ASSIST
EPAS3S_sysStatusChecksum: 0
EPAS3S_sysStatusCounter: 0
EPAS3S_torsionBarTorque: -20.5 Nm
EPBL_12VFilt: 11.17043136 V
EPBL_a001_WatchdogReset: 0
EPBL_a002_PowerLossReset: 0
EPBL_a003_SWAssertion: 0
EPBL_a010_ExtSupplyVoltError: 0
EPBL_a012_CPUReset: 0
EPBL_a013_AlertManagerFault: 0
EPBL_a015_NVMMAlert: 0
EPBL_a021_TaskSchedulerError: 0
EPBL_a022_TaskInitError: 0
EPBL_a031_UDSActive: 0
EPBL_a041_HighCPULoad: 0
EPBL_a042_HighStackUsage: 0
EPBL_a043_Task1msError: 0
EPBL_a044_Task10msError: 0
EPBL_a045_Task100msError: 0
EPBL_a046_Task1000msError: 0
EPBL_a059_inputResistanceHigh: 0
EPBL_a060_engineeringBuild: 0
EPBL_a061_XCPConnected: 0
EPBL_a062_XCPWasConnected: 0
EPBL_a063_SwitchFault: 0
EPBL_a064_busSleepReqTimeout: 0
EPBL_a097_CMP_MIA: 0
EPBL_a098_DI_THERMAL_MIA: 0
EPBL_a099_PARK_MIA: 0
EPBL_a100_CANbus_MIA: 0
EPBL_a101_PM_MIA: 0
EPBL_a102_PTC_MIA: 0
EPBL_a103_CP_MIA: 0
EPBL_a104_DAS_MIA: 0
EPBL_a105_TAS_MIA: 0
EPBL_a106_PCS_MIA: 0
EPBL_a107_BMS_MIA: 0
EPBL_a108_DIS_MIA: 0
EPBL_a109_RCM_MIA: 0
EPBL_a110_GTW_MIA: 0
EPBL_a111_EPBR_MIA: 0
EPBL_a112_EPBL_MIA: 0
EPBL_a113_UI_MIA: 0
EPBL_a114_ESP_MIA: 0
EPBL_a115_VCSEC_MIA: 0
EPBL_a116_VCRIGHT_MIA: 0
EPBL_a117_VCLEFT_MIA: 0
EPBL_a118_VCFRONT_MIA: 0
EPBL_a119_SCCM_MIA: 0
EPBL_a120_DI_DRIVE_MIA: 0
EPBL_a121_nDriveFault: 0
EPBL_a122_Oc: 0
EPBL_a123_Uc: 0
EPBL_a124_calOutOfBounds: 0
EPBL_a125_IdleVMismatch: 0
EPBL_a126_MotorNVoltLow: 0
EPBL_a127_MotorNVoltHigh: 0
EPBL_a128_MotorPVoltHigh: 0
EPBL_a134_NvOv: 0
EPBL_a135_NvUv: 0
EPBL_a136_PvOv: 0
EPBL_a137_PvUv: 0
EPBL_a138_NVMWriteTime: 0
EPBL_a141_invalidState: 0
EPBL_a170_12vOv: 0
EPBL_a171_12vUv: 0
EPBL_a172_SPI_MIA: 0
EPBL_a173_hiCurrentMissing: 0
EPBL_a174_csmReleaseFailed: 0
EPBL_a175_csmReleaseRetry: 0
EPBL_a176_csmApplyFailed: 0
EPBL_a177_csmApplyRetry: 0
EPBL_a178_caliperStateUnknown: 0
EPBL_a179_epbProblem: 0
EPBL_a180_dynamicActive: 0
EPBL_a181_TooSteepGradeToPark: 0
EPBL_a182_OneEPBAppliedUnsecEnv: 0
EPBL_a183_cdpNotAvailable: 0
EPBL_a184_dynamicParkAbort: 0
EPBL_a185_summonAborted: 0
EPBL_a186_externalParkAbort: 0
EPBL_a187_cdpDynamic: 0
EPBL_a188_epbDynamic: 0
EPBL_a189_epbDynamicParkCanceled: 0
EPBL_a190_csmApplyDegraded: 0
EPBL_a191_csmReleaseDegraded: 0
EPBL_a195_parkForDriverIsLeaving: 0
EPBL_a200_PmUnparkNotAllowed: 0
EPBL_a201_hwBrakeTypeMismatch: 0
EPBL_a216_SPI_MIA_debugData1: 0
EPBL_a217_SPI_MIA_debugData2: 0
EPBL_a241_diOutputLocked: 0
EPBL_a242_hvOutputLocked: 0
EPBL_a243_bdwUnavailable: 0
EPBL_a244_WinchModeActive: 0
EPBL_a245_serviceModeActive: 0
EPBL_a246_idleFaultApply: 0
EPBL_a247_csmDynamicApplyRetry: 0
EPBL_a248_csmDynamicApplyFailed: 0
EPBL_a249_idleFaultRelease: 0
EPBL_a250_WinchModeCanceled: 0
EPBL_a251_currentVarianceHigh: 0
EPBL_csmFaultReason: NONE
EPBL_disconnected: 0
EPBL_epbmCDPQualified: IDLE
EPBL_esmCaliperRequest: INVALID
EPBL_esmOperationTrigger: USER_CANCEL
EPBL_infoAppCrc: 1496845508
EPBL_infoAppGitHash: 0
EPBL_infoAssemblyId: ASSEMBLY1
EPBL_infoBootCrc: 1929528788
EPBL_infoBootGitHash: 48977123340192348
EPBL_infoBootUdsProtoVersion: 5
EPBL_infoBuildConfigId: 207
EPBL_infoBuildType: PLATFORM_BUILD
EPBL_infoComponentId: 31
EPBL_infoHardwareId: 47
EPBL_infoIndex: UDS_PROTOCOL_BOOTCRC
EPBL_infoPcbaId: 47
EPBL_infoPlatformType: 3
EPBL_infoSubUsageId: 0
EPBL_infoUsageId: 1
EPBL_internalCDPRequest: NOT_REQUESTED
EPBL_internalStatusChecksum: 15
EPBL_internalStatusCounter: 11
EPBL_localServiceModeActive: 0
EPBL_lockoutUnlockCount: 2
EPBL_matrixIndex: AlertMatrix3
EPBL_summonFaultReason: NONE
EPBL_summonState: ARMED
EPBL_unitFaultStatus: NOMINAL
EPBL_unitStatus: PARK
EPBR_12VFilt: 11.17043136 V
EPBR_a001_WatchdogReset: 0
EPBR_a002_PowerLossReset: 0
EPBR_a003_SWAssertion: 0
EPBR_a010_ExtSupplyVoltError: 0
EPBR_a012_CPUReset: 0
EPBR_a013_AlertManagerFault: 0
EPBR_a015_NVMMAlert: 0
EPBR_a021_TaskSchedulerError: 0
EPBR_a022_TaskInitError: 0
EPBR_a031_UDSActive: 0
EPBR_a041_HighCPULoad: 0
EPBR_a042_HighStackUsage: 0
EPBR_a043_Task1msError: 0
EPBR_a044_Task10msError: 0
EPBR_a045_Task100msError: 0
EPBR_a046_Task1000msError: 0
EPBR_a059_inputResistanceHigh: 0
EPBR_a060_engineeringBuild: 0
EPBR_a061_XCPConnected: 0
EPBR_a062_XCPWasConnected: 0
EPBR_a063_SwitchFault: 0
EPBR_a064_busSleepReqTimeout: 0
EPBR_a097_CMP_MIA: 0
EPBR_a098_DI_THERMAL_MIA: 0
EPBR_a099_PARK_MIA: 0
EPBR_a100_CANbus_MIA: 0
EPBR_a101_PM_MIA: 0
EPBR_a102_PTC_MIA: 0
EPBR_a103_CP_MIA: 0
EPBR_a104_DAS_MIA: 0
EPBR_a105_TAS_MIA: 0
EPBR_a106_PCS_MIA: 0
EPBR_a107_BMS_MIA: 0
EPBR_a108_DIS_MIA: 0
EPBR_a109_RCM_MIA: 0
EPBR_a110_GTW_MIA: 0
EPBR_a111_EPBR_MIA: 0
EPBR_a112_EPBL_MIA: 0
EPBR_a113_UI_MIA: 0
EPBR_a114_ESP_MIA: 0
EPBR_a115_VCSEC_MIA: 0
EPBR_a116_VCRIGHT_MIA: 0
EPBR_a117_VCLEFT_MIA: 0
EPBR_a118_VCFRONT_MIA: 0
EPBR_a119_SCCM_MIA: 0
EPBR_a120_DI_DRIVE_MIA: 0
EPBR_a121_nDriveFault: 0
EPBR_a122_Oc: 0
EPBR_a123_Uc: 0
EPBR_a124_calOutOfBounds: 0
EPBR_a125_IdleVMismatch: 0
EPBR_a126_MotorNVoltLow: 0
EPBR_a127_MotorNVoltHigh: 0
EPBR_a128_MotorPVoltHigh: 0
EPBR_a134_NvOv: 0
EPBR_a135_NvUv: 0
EPBR_a136_PvOv: 0
EPBR_a137_PvUv: 0
EPBR_a138_NVMWriteTime: 0
EPBR_a141_invalidState: 0
EPBR_a170_12vOv: 0
EPBR_a171_12vUv: 0
EPBR_a172_SPI_MIA: 0
EPBR_a173_hiCurrentMissing: 0
EPBR_a174_csmReleaseFailed: 0
EPBR_a175_csmReleaseRetry: 0
EPBR_a176_csmApplyFailed: 0
EPBR_a177_csmApplyRetry: 0
EPBR_a178_caliperStateUnknown: 0
EPBR_a179_epbProblem: 0
EPBR_a180_dynamicActive: 0
EPBR_a181_TooSteepGradeToPark: 0
EPBR_a182_OneEPBAppliedUnsecEnv: 0
EPBR_a183_cdpNotAvailable: 0
EPBR_a184_dynamicParkAbort: 0
EPBR_a185_summonAborted: 0
EPBR_a186_externalParkAbort: 0
EPBR_a187_cdpDynamic: 0
EPBR_a188_epbDynamic: 0
EPBR_a189_epbDynamicParkCanceled: 0
EPBR_a190_csmApplyDegraded: 0
EPBR_a191_csmReleaseDegraded: 0
EPBR_a195_parkForDriverIsLeaving: 0
EPBR_a200_PmUnparkNotAllowed: 0
EPBR_a201_hwBrakeTypeMismatch: 0
EPBR_a216_SPI_MIA_debugData1: 0
EPBR_a217_SPI_MIA_debugData2: 0
EPBR_a241_diOutputLocked: 0
EPBR_a242_hvOutputLocked: 0
EPBR_a243_bdwUnavailable: 0
EPBR_a244_WinchModeActive: 0
EPBR_a245_serviceModeActive: 0
EPBR_a246_idleFaultApply: 0
EPBR_a247_csmDynamicApplyRetry: 0
EPBR_a248_csmDynamicApplyFailed: 0
EPBR_a249_idleFaultRelease: 0
EPBR_a250_WinchModeCanceled: 0
EPBR_a251_currentVarianceHigh: 0
EPBR_blockDrive: 0
EPBR_bothDisconnected: 0
EPBR_brakeDiscWipeRequest: NONE
EPBR_brakeHWConfigMismatch: 0
EPBR_brakeLight: 0
EPBR_cdpRequest: NOT_REQUESTED
EPBR_csmFaultReason: NONE
EPBR_disconnected: 0
EPBR_epbmCDPQualified: IDLE
EPBR_esmCaliperRequest: INVALID
EPBR_esmOperationTrigger: USER_CANCEL
EPBR_espPowerRequest: 0
EPBR_hornRequest: 0
EPBR_infoAppCrc: 1053666247
EPBR_infoAppGitHash: 0
EPBR_infoAssemblyId: ASSEMBLY1
EPBR_infoBootCrc: 2251777474
EPBR_infoBootGitHash: 48977123340192348
EPBR_infoBootUdsProtoVersion: 5
EPBR_infoBuildConfigId: 205
EPBR_infoBuildType: PLATFORM_BUILD
EPBR_infoComponentId: 31
EPBR_infoHardwareId: 45
EPBR_infoIndex: VERSION_DEPRECATED
EPBR_infoPcbaId: 45
EPBR_infoPlatformType: 3
EPBR_infoSubUsageId: 1
EPBR_infoUsageId: 1
EPBR_internalCDPRequest: NOT_REQUESTED
EPBR_internalStatusChecksum: 175
EPBR_internalStatusCounter: 11
EPBR_localServiceModeActive: 0
EPBR_lockoutUnlockCount: 2
EPBR_matrixIndex: AlertMatrix3
EPBR_okToPark: 1
EPBR_requestUserConfirmation: 0
EPBR_statusChecksum: 67
EPBR_statusCounter: 12
EPBR_summonEnabled: 0
EPBR_summonFaultReason: NONE
EPBR_summonState: ARMED
EPBR_systemStatus: PARKED
EPBR_telltale: 0
EPBR_uiButtonAvailable: 0
EPBR_unitFaultStatus: NOMINAL
EPBR_unitStatus: PARK
EPBR_updateMode: 0
EPBR_winchModeActive: 0
EPBR_winchModeAvailable: 0
EPBR_winchModeTimer: 6
GTW_CHbusLoadPercent: 0 percent
GTW_CabinBlowerCtrlType: LV8907
GTW_OTAKeepAwake: 0
GTW_PARTYbusLoadPercent: 0 percent
GTW_VEHBusAsleep: 0
GTW_VEHbusLoadPercent: 0 percent
GTW_activeHighBeam: ACTIVE
GTW_airSuspension: NONE
GTW_airbagCutoffSwitch: ENABLED
GTW_audioType: BASE
GTW_autopilot: 4
GTW_autopilotCameraType: 0
GTW_autopilotTrial: 0
GTW_auxParkLamps: 3
GTW_bPillarNFCParam: 0
GTW_birthday: 1621687073
GTW_brakeHWType: 2
GTW_brakeLineSwitchType: VC_ONLY
GTW_cabinPTCHeaterType: 0
GTW_carConfigMultiplexer: 4
GTW_chBusAsleep: 0
GTW_chassisType: 2
GTW_compressorType: 0
GTW_connectivityPackage: 0
GTW_coolantPumpType: 0
GTW_country: 17230
GTW_dasHw: 4
GTW_deliveryStatus: 1
GTW_drivetrainType: AWD
GTW_eBuckConfig: NONE
GTW_eCallEnabled: DISABLED
GTW_efficiencyPackage: 0
GTW_epasType: MANDO_VGR69_GEN3
GTW_espValveType: 2
GTW_exteriorColor: MIDNIGHT_SILVER
GTW_frontFogLamps: NOT_INSTALLED
GTW_frontSeatHeaters: KONGSBERG_LOW_POWER
GTW_frontSeatReclinerHardware: 3
GTW_frontSeatType: BASE
GTW_headlamps: 2
GTW_headlightLevelerType: 0
GTW_heatedWipers: TRUE
GTW_homelinkType: NONE
GTW_hrlIndex: Mux1
GTW_hrlPagesCount: 4
GTW_hrlState: DISABLED
GTW_hrlTriggerBus: VEH
GTW_hrlTriggerDuration: 7 seconds
GTW_hrlTriggerId: 0
GTW_hrlTriggerType: NONE
GTW_hvacPanelVaneType: CONVERGENT_V1
GTW_hvacQuietSnorkelType: DEFAULT
GTW_ibstWakeType: NONE
GTW_immersiveAudio: 0
GTW_interiorLighting: BASE
GTW_intrusionSensorType: NOT_INSTALLED
GTW_loggingVersion: 0
GTW_lumbarECUType: NONE
GTW_m3FrontOverheadConsoleType: VALEO
GTW_mapRegion: 3
GTW_memoryMirrors: SMR
GTW_nmDebugWakeUp: 4194304
GTW_nmGoingToSleep: 0
GTW_nmKeepAwakeReason: NONE_SNA
GTW_nmWakeUpBus: 0
GTW_nmWakeUpReason: NONE
GTW_numberHVILNodes: 4
GTW_offboardUpdateState: WAITING_FOR_CONNECTION
GTW_offboardUpdateStatus: OK
GTW_packEnergy: 50_KWH
GTW_packMassDeviation: NO_DEVIATION
GTW_passengerAirbagType: FULL_SUPPRESSION
GTW_passengerOccupancySensorType: 0
GTW_pedestrianWarningSound: NONE
GTW_performancePackage: 3
GTW_plcSupportType: 0
GTW_powerSteeringColumn: TK
GTW_radarHeaterType: 0
GTW_rearDriveUnitType: 0
GTW_rearFogLamps: INSTALLED
GTW_rearGlassType: NX
GTW_rearLightType: 2
GTW_rearSeatHeaters: NONE
GTW_refrigerantType: 1
GTW_restraintsHardwareType: 123
GTW_rightHandDrive: LEFT
GTW_roofGlassType: 0
GTW_roofType: FIXED_GLASS
GTW_softRange: 0
GTW_spoilerType: NOT_INSTALLED
GTW_steeringColumnUJointType: 1
GTW_superchargingAccess: PAY_AS_YOU_GO
GTW_tireType: 2
GTW_towPackage: 0
GTW_tpmsType: 0
GTW_trackModePackage: 0
GTW_twelveVBatteryType: 0
GTW_updateStarted: 0
GTW_vdcType: TESLA_VDC
GTW_vehicleVersionMatchStatus: 3
GTW_wheelType: 22
GTW_windshieldType: SEKISUI_ACOUSTIC
GTW_xcpESP: FALSE
GTW_xcpIbst: FALSE
HVP_appCrc: 2852188440
HVP_appGitHash: 0
HVP_assemblyId: 2
HVP_auxCurrentMia: 0
HVP_battery12V: 13.0 V
HVP_bootCrc: 2028238663
HVP_bootGitHash: 7572801301116292
HVP_bootUdsProtoVersion: 5
HVP_buildConfigId: 4205
HVP_buildType: PLATFORM_BUILD
HVP_componentId: 135
HVP_currentSenseMia: 0
HVP_dcLinkAllowedToEnergize: 0
HVP_dcLinkNegativeV: -206.10000000000002 V
HVP_dcLinkPositiveV: 142.1 V
HVP_dcLinkVoltage: 348.20000000000005 V
HVP_debugMessageMultiplexer: Mux0
HVP_fcContCoilCurrent: 0.0 A
HVP_fcContNegativeState: OPEN
HVP_fcContPositiveState: OPEN
HVP_fcContVoltage: 1.5 V
HVP_fcContactorSetState: OPEN
HVP_fcCtrsClosingAllowed: 0
HVP_fcCtrsOpenNowRequested: 0
HVP_fcCtrsOpenRequested: 0
HVP_fcCtrsRequestStatus: COMPLETED
HVP_fcCtrsResetRequestRequired: 0
HVP_fcLinkAllowedToEnergizeAc: 0
HVP_fcLinkAllowedToEnergizeDc: 1
HVP_fcLinkNegativeV: 1.9000000000000001 V
HVP_fcLinkPositiveV: -3190.4 V
HVP_fcLinkVoltage: 0.1 V
HVP_gpioBmsEout: 1
HVP_gpioCpFaultIn: 1
HVP_gpioCpFaultOut: 0
HVP_gpioCpLatchEnable: 0
HVP_gpioCrashSignal: 0
HVP_gpioFcContNegAux: 1
HVP_gpioFcContPosAux: 1
HVP_gpioFcContPowerEnable: 0
HVP_gpioHvCablesOk: 1
HVP_gpioHvilEnable: 1
HVP_gpioHvpSelfEnable: 1
HVP_gpioHvpVerEn: 1
HVP_gpioLed: 1
HVP_gpioPackContPowerEn: 1
HVP_gpioPackCoontPosFlywheel: 0
HVP_gpioPassivePyroDepl: 0
HVP_gpioPcsChargePwmEnable: 0
HVP_gpioPcsDcdcPwmEnable: 1
HVP_gpioPcsEnable: 0
HVP_gpioPyroIsoEn: 0
HVP_gpioPyroPor: 1
HVP_gpioSecDrdy: 1
HVP_gpioShuntDataReady: 0
HVP_gpioShuntEn: 1
HVP_hardwareId: 4
HVP_hvilInVoltage: 1.2000000000000002 V
HVP_hvilOutVoltage: 2.6 V
HVP_hvilStatus: STATUS_OK
HVP_hvp1v5Ref: 0.30000000000000004 V
HVP_infoIndex: APP_GITHASH
