channel,id,signal,time_s,value,asc_line,raw_hex
1,0x3c2,VCLEFT_hornSwitchPressed,129.5545,0,366798,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,129.6548,0,367079,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,129.7549,0,367358,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,129.8548,0,367629,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,129.9546,0,367906,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.0548,0,368191,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.1546,0,368470,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.2549,0,368748,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.3546,0,369027,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.4549,0,369307,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.5549,0,369623,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.6551,0,369903,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.7547,0,370180,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.8549,0,370452,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,130.9546,0,370729,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.0549,0,371016,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.1546,0,371294,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.2549,0,371572,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.3547,0,371852,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.4549,0,372134,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.5549,0,372454,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.6549,0,372735,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.7548,0,373015,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.8549,0,373288,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,131.9547,0,373566,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.055,0,373850,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.1547,0,374129,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.255,0,374408,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.3547,0,374689,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.4552,0,374969,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.5547,0,375286,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.655,0,375566,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.7548,0,375844,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.855,0,376117,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,132.9548,0,376393,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.055,0,376678,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.1547,0,376959,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.255,0,377237,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.355,0,377515,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.455,0,377795,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.5548,0,378115,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.6551,0,378396,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.7549,0,378672,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.8551,0,378945,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,133.9548,0,379223,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.0551,0,379508,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.1548,0,379790,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.2553,0,380067,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.3548,0,380343,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.4551,0,380624,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.5549,0,380942,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.6551,0,381223,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.7549,0,381500,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.8551,0,381774,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,134.9549,0,382053,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.0551,0,382340,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.1552,0,382619,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.2551,0,382895,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.3549,0,383173,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.4552,0,383453,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.5549,0,383773,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.6552,0,384053,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.755,0,384331,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.8552,0,384603,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,135.955,0,384880,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.0571,0,385174,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.155,0,385446,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.2552,0,385724,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.355,0,386005,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.4552,0,386287,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.555,0,386606,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.6552,0,386889,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.755,0,387167,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.8553,0,387443,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,136.9553,0,387720,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.0553,0,388005,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.155,0,388287,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.2553,0,388565,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.3551,0,388844,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.4553,0,389122,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.555,0,389444,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.6553,0,389724,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.7551,0,390003,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.8556,0,390275,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,137.9551,0,390550,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.0553,0,390836,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.1551,0,391117,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.2554,0,391394,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.3551,0,391674,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.4554,0,391953,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.5551,0,392272,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.6554,0,392552,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.7554,0,392828,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.8554,0,393100,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,138.9552,0,393378,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.0554,0,393663,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.1552,0,393945,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.2554,0,394221,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.3554,0,394498,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.4554,0,394779,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.5552,0,395099,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.6573,0,395386,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.7551,0,395688,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.8555,0,395967,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,139.9552,0,396242,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.0555,0,396530,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.1552,0,396809,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.2555,0,397087,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.3553,0,397367,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.4555,0,397646,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.5555,0,397965,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.6555,0,398245,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.7553,0,398521,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.8555,0,398793,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,140.9553,0,399069,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.0555,0,399354,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.1553,0,399634,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.2555,0,399911,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.3553,0,400193,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.457,0,400479,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.5553,0,400793,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.6556,0,401076,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.7554,0,401357,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.8556,0,401630,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,141.9553,0,401907,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.0556,0,402191,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.1554,0,402471,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.2556,0,402749,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.3556,0,403032,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.4556,0,403311,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.5554,0,403630,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.6575,0,403917,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.7554,0,404185,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.8557,0,404458,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,142.9554,0,404735,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.0557,0,405020,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.1554,0,405301,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.2571,0,405585,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.3555,0,405860,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.4557,0,406140,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.5555,0,406460,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.6557,0,406739,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.7555,0,407018,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.8557,0,407291,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,143.9555,0,407569,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.0557,0,407854,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.1557,0,408134,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.2557,0,408411,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.3555,0,408692,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.457,0,408978,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.5555,0,409290,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.6558,0,409569,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.7556,0,409849,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.8558,0,410124,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,144.9556,0,410404,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.0574,0,410696,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.1556,0,410968,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.2567,0,411251,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.3556,0,411527,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.4568,0,411812,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.5556,0,412125,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.6575,0,412412,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.7556,0,412683,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.8572,0,412961,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,145.9573,0,413240,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.0573,0,413524,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.1556,0,413796,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.2568,0,414079,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.3556,0,414357,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.4568,0,414643,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.5556,0,414958,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.6575,0,415248,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.7557,0,415521,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.8573,0,415799,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,146.9557,0,416072,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.0573,0,416362,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.1557,0,416636,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.2569,0,416920,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.3557,0,417193,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.4569,0,417477,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.5557,0,417793,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.6576,0,418079,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.7569,0,418356,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.8569,0,418626,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,147.9557,0,418899,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.0574,0,419189,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.1558,0,419462,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.2569,0,419744,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.3558,0,420020,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.457,0,420306,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.5558,0,420618,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.6579,0,420905,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.7558,0,421176,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.857,0,421450,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,148.9558,0,421725,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.0577,0,422016,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.1558,0,422289,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.2575,0,422574,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.3559,0,422846,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.4571,0,423133,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.557,0,423451,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.6578,0,423732,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.7569,0,424010,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.8571,0,424280,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,149.9569,0,424561,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.0575,0,424846,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.1559,0,425119,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.2571,0,425400,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.3571,0,425683,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.4576,0,425965,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.5569,0,426279,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.6578,0,426562,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.7569,0,426837,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.8571,0,427109,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,150.9569,0,427387,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.0576,0,427672,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.1569,0,427949,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.2572,0,428228,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.3576,0,428512,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.4572,0,428791,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.5569,0,429111,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.6579,0,429395,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.757,0,429674,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.8572,0,429946,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,151.957,0,430224,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.0577,0,430511,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.157,0,430787,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.2577,0,431067,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.3572,0,431350,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.4577,0,431633,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.5572,0,431948,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.658,0,432229,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.757,0,432503,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.8573,0,432776,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,152.957,0,433054,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.0577,0,433340,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.1573,0,433618,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.2573,0,433897,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.3573,0,434179,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.4573,0,434459,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.557,0,434776,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.658,0,435057,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.7571,0,435335,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.8573,0,435607,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,153.9571,0,435886,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.058,0,436171,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.1571,0,436449,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.2573,0,436727,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.3574,0,437009,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.4574,0,437289,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.5571,0,437604,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.6581,0,437887,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.7572,0,438165,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.8574,0,438440,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,154.9574,0,438719,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.0579,0,439004,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.1572,0,439282,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.2574,0,439561,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.3574,0,439844,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.4574,0,440121,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.5572,0,440438,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.6584,0,440723,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.7574,0,441000,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.8581,0,441275,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,155.9572,0,441550,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,156.0579,0,441835,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,156.1572,0,442112,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,156.2575,0,442392,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,156.3575,0,442675,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,156.4575,0,442955,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,156.5573,0,443275,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,156.6582,0,443560,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,156.7575,0,443838,00 55 55 55 00 00 59 45
1,0x3c2,VCLEFT_hornSwitchPressed,156.8575,0,444111,00 55 55 55 00 00 59 45
