time_s,raw_hex,raw_rod,rod_mm,apply,internal_state
46.115,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.1552,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.1953,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.2352,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.275,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.315,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.3552,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.3953,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.4352,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.4752,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.5152,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.5552,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.5953,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.6351,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.6751,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.7151,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.7552,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.7953,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.8352,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.8751,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.915,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.9552,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
46.9952,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.0352,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.0752,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.1151,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.1553,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.1951,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.2352,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.2751,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.3152,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.3553,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.3951,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.4352,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.4753,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.5151,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.5552,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.5951,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.6352,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.6752,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.7152,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.7552,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.7955,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.8352,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.8751,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.9151,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.9552,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
47.9952,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.0352,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.0752,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.1151,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.1553,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.1954,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.2353,26 5d 01 28 00,320,0.0,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.2755,47 5e 21 28 00,321,0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.3151,48 5f 21 28 00,321,0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.3554,39 50 21 28 00,321,0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.3954,3a 51 21 28 00,321,0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.4353,3b 52 21 28 00,321,0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.4755,3c 53 21 28 00,321,0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.5151,5d 54 41 28 00,322,0.03125,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.5553,3e 55 21 28 00,321,0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.5954,5f 56 41 28 00,322,0.03125,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.6353,40 57 21 28 00,321,0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.6753,61 58 41 28 00,322,0.03125,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
48.7154,66 69 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
48.7554,67 6a 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
48.7954,68 6b 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
48.8355,69 6c 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
48.8753,6a 6d 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
48.9154,6b 6e 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
48.9554,6c 6f 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
48.9956,5d 60 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.0355,5e 61 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.0753,5f 62 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.1154,60 63 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.1554,61 64 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.1957,62 65 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.2353,43 66 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.2753,64 67 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.3152,65 68 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.3553,66 69 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.3951,67 6a 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.4353,68 6b 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.4754,69 6c 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.5153,4a 6d 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.5553,4b 6e 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.5951,6c 6f 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.6354,3d 60 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.6751,5e 61 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.7152,3f 62 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.7553,40 63 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.7952,41 64 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.8352,42 65 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.8752,63 66 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.9153,44 67 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.9553,65 68 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
49.9952,66 69 35 28 00,321,0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.0354,47 6a 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.0753,48 6b 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.1153,49 6c 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.1553,4a 6d 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.1953,4b 6e 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.2354,4c 6f 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.2752,3d 60 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.3152,3e 61 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.3554,3f 62 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.3953,40 63 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.4354,41 64 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.4754,42 65 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.5151,43 66 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.5553,44 67 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.5952,45 68 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.6354,46 69 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.6752,47 6a 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.7152,48 6b 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.7553,49 6c 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.7953,4a 6d 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.8355,4b 6e 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.8751,4c 6f 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.9152,3d 60 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.9554,3e 61 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
50.9955,3f 62 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.0354,40 63 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.0752,41 64 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.1153,42 65 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.1554,43 66 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.1953,44 67 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.2352,45 68 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.2752,46 69 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.3152,47 6a 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.3554,48 6b 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.3953,49 6c 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.4352,4a 6d 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.4755,4b 6e 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.5152,4c 6f 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.5554,3d 60 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.5952,3e 61 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.6353,3f 62 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.6754,40 63 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.7152,41 64 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.7554,42 65 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.7952,43 66 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.8354,44 67 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.8752,45 68 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.9154,46 69 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.9554,47 6a 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
51.9952,48 6b 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.0355,49 6c 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.0752,4a 6d 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.1152,4b 6e 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.1554,4c 6f 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.1952,3d 60 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.2353,3e 61 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.2754,3f 62 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.3152,40 63 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.3554,41 64 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.3954,42 65 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.4353,43 66 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.4756,44 67 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.5152,45 68 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.5554,46 69 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.5954,47 6a 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.6353,48 6b 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.6754,49 6c 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.7152,4a 6d 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.7556,4b 6e 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.7954,4c 6f 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.8355,3d 60 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.8754,3e 61 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.9152,3f 62 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.9554,40 63 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
52.9955,41 64 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.0354,42 65 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.0752,43 66 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.1152,44 67 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.1554,45 68 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.1954,46 69 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.2354,47 6a 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.2752,48 6b 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.3153,49 6c 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.3554,4a 6d 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.3954,4b 6e 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.4354,4c 6f 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.4755,3d 60 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.5153,3e 61 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.5554,3f 62 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.5954,40 63 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.6354,41 64 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.6752,42 65 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.7153,43 66 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.7555,44 67 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.7954,45 68 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.8355,46 69 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.8754,47 6a 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.9153,48 6b 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.9554,49 6c 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
53.9955,4a 6d 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.0354,4b 6e 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.0754,4c 6f 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.1154,3d 60 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.1554,3e 61 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.1953,3f 62 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.2354,40 63 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.2753,41 64 15 28 00,320,0.0,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.3153,21 65 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.3555,22 66 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.3953,23 67 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.4355,24 68 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.4756,25 69 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.5154,26 6a f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.5555,27 6b f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.5953,28 6c f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.6355,29 6d f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.6754,2a 6e f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.7154,2b 6f f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.7555,1c 60 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.7954,1d 61 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.8354,1e 62 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.8753,1f 63 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.9153,20 64 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.9555,21 65 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
54.9956,22 66 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.0355,23 67 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.0753,24 68 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.1153,25 69 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.1555,26 6a f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.1953,27 6b f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.2355,28 6c f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.2753,29 6d f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.3153,2a 6e f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.3555,2b 6f f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.3955,1c 60 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.4355,1d 61 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.4754,1e 62 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.5153,1f 63 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.5555,20 64 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.5955,21 65 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.6355,22 66 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.6753,23 67 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.7155,24 68 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.7556,25 69 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.7955,26 6a f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.8354,27 6b f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.8753,28 6c f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.9153,29 6d f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.9556,2a 6e f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
55.9955,2b 6f f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
56.0353,1c 60 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
56.0753,1d 61 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
56.1153,1e 62 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
56.1556,1f 63 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
56.1953,20 64 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
56.2353,21 65 f5 27 00,319,-0.015625,BRAKES_NOT_APPLIED,TRANSITION_TO_IDLE
56.2753,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
56.3153,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
56.3556,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
56.3953,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
56.4353,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
56.4755,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
