time_s,can_id,raw_hex,asc_dlc,voltage_raw_u16,voltage_v,smooth_raw_s15,smooth_onyx_a,smooth_raw_s16,smooth_json_a,unfiltered_raw_s16,unfiltered_model3can_a
188.066100,0x132,8f 8e a4 07 77 4f,6,36495,364.95,1956,-195.60000000000002,1956,195.60000000000002,20343,-195.1500000000001
188.076300,0x132,97 8e a5 07 98 4f,6,36503,365.03000000000003,1957,-195.70000000000002,1957,195.70000000000002,20376,-196.80000000000007
188.086100,0x132,8c 8e a4 07 76 4f,6,36492,364.92,1956,-195.60000000000002,1956,195.60000000000002,20342,-195.10000000000002
188.096300,0x132,90 8e a8 07 90 4f,6,36496,364.96,1960,-196.0,1960,196.0,20368,-196.4000000000001
188.106100,0x132,86 8e a6 07 71 4f,6,36486,364.86,1958,-195.8,1958,195.8,20337,-194.85000000000002
188.116100,0x132,90 8e a5 07 87 4f,6,36496,364.96,1957,-195.70000000000002,1957,195.70000000000002,20359,-195.95000000000005
188.126100,0x132,8d 8e a4 07 6d 4f,6,36493,364.93,1956,-195.60000000000002,1956,195.60000000000002,20333,-194.6500000000001
188.136100,0x132,89 8e a2 07 84 4f,6,36489,364.89,1954,-195.4,1954,195.4,20356,-195.80000000000007
188.146200,0x132,88 8e a2 07 71 4f,6,36488,364.88,1954,-195.4,1954,195.4,20337,-194.85000000000002
188.156100,0x132,82 8e a3 07 8e 4f,6,36482,364.82,1955,-195.5,1955,195.5,20366,-196.30000000000007
188.166200,0x132,90 8e a4 07 78 4f,6,36496,364.96,1956,-195.60000000000002,1956,195.60000000000002,20344,-195.20000000000005
188.176300,0x132,97 8e a6 07 96 4f,6,36503,365.03000000000003,1958,-195.8,1958,195.8,20374,-196.70000000000005
188.186100,0x132,81 8e a6 07 76 4f,6,36481,364.81,1958,-195.8,1958,195.8,20342,-195.10000000000002
188.196500,0x132,92 8e a5 07 8a 4f,6,36498,364.98,1957,-195.70000000000002,1957,195.70000000000002,20362,-196.10000000000002
188.206100,0x132,90 8e a4 07 6e 4f,6,36496,364.96,1956,-195.60000000000002,1956,195.60000000000002,20334,-194.70000000000005
188.216100,0x132,9e 8e a3 07 87 4f,6,36510,365.1,1955,-195.5,1955,195.5,20359,-195.95000000000005
188.226100,0x132,90 8e a2 07 6d 4f,6,36496,364.96,1954,-195.4,1954,195.4,20333,-194.6500000000001
188.236100,0x132,89 8e a3 07 8a 4f,6,36489,364.89,1955,-195.5,1955,195.5,20362,-196.10000000000002
188.246200,0x132,87 8e a3 07 7b 4f,6,36487,364.87,1955,-195.5,1955,195.5,20347,-195.35000000000002
188.256300,0x132,94 8e a5 07 94 4f,6,36500,365.0,1957,-195.70000000000002,1957,195.70000000000002,20372,-196.60000000000002
188.266200,0x132,86 8e a5 07 7a 4f,6,36486,364.86,1957,-195.70000000000002,1957,195.70000000000002,20346,-195.30000000000007
188.276300,0x132,90 8e a5 07 86 4f,6,36496,364.96,1957,-195.70000000000002,1957,195.70000000000002,20358,-195.9000000000001
188.286100,0x132,89 8e a4 07 6c 4f,6,36489,364.89,1956,-195.60000000000002,1956,195.60000000000002,20332,-194.60000000000002
188.296400,0x132,99 8e a4 07 87 4f,6,36505,365.05,1956,-195.60000000000002,1956,195.60000000000002,20359,-195.95000000000005
188.306100,0x132,82 8e a2 07 72 4f,6,36482,364.82,1954,-195.4,1954,195.4,20338,-194.9000000000001
188.316100,0x132,87 8e a3 07 87 4f,6,36487,364.87,1955,-195.5,1955,195.5,20359,-195.95000000000005
188.326100,0x132,8c 8e a3 07 7a 4f,6,36492,364.92,1955,-195.5,1955,195.5,20346,-195.30000000000007
188.336100,0x132,93 8e a5 07 99 4f,6,36499,364.99,1957,-195.70000000000002,1957,195.70000000000002,20377,-196.85000000000002
188.346200,0x132,8b 8e a5 07 7b 4f,6,36491,364.91,1957,-195.70000000000002,1957,195.70000000000002,20347,-195.35000000000002
188.356100,0x132,93 8e a3 07 7b 4f,6,36499,364.99,1955,-195.5,1955,195.5,20347,-195.35000000000002
188.366200,0x132,80 8e a2 07 6e 4f,6,36480,364.8,1954,-195.4,1954,195.4,20334,-194.70000000000005
188.376300,0x132,92 8e a4 07 85 4f,6,36498,364.98,1956,-195.60000000000002,1956,195.60000000000002,20357,-195.85000000000002
188.386100,0x132,86 8e a2 07 6e 4f,6,36486,364.86,1954,-195.4,1954,195.4,20334,-194.70000000000005
188.396300,0x132,87 8e a3 07 8e 4f,6,36487,364.87,1955,-195.5,1955,195.5,20366,-196.30000000000007
188.406100,0x132,92 8e a2 07 73 4f,6,36498,364.98,1954,-195.4,1954,195.4,20339,-194.95000000000005
188.416100,0x132,86 8e a4 07 95 4f,6,36486,364.86,1956,-195.60000000000002,1956,195.60000000000002,20373,-196.6500000000001
188.426100,0x132,95 8e a3 07 76 4f,6,36501,365.01,1955,-195.5,1955,195.5,20342,-195.10000000000002
188.436100,0x132,93 8e a6 07 94 4f,6,36499,364.99,1958,-195.8,1958,195.8,20372,-196.60000000000002
188.446200,0x132,82 8e a5 07 72 4f,6,36482,364.82,1957,-195.70000000000002,1957,195.70000000000002,20338,-194.9000000000001
188.456100,0x132,97 8e a2 07 70 4f,6,36503,365.03000000000003,1954,-195.4,1954,195.4,20336,-194.80000000000007
188.466200,0x132,8e 8e a0 07 73 4f,6,36494,364.94,1952,-195.20000000000002,1952,195.20000000000002,20339,-194.95000000000005
188.476300,0x132,8f 8e a3 07 8e 4f,6,36495,364.95,1955,-195.5,1955,195.5,20366,-196.30000000000007
188.486100,0x132,89 8e a2 07 75 4f,6,36489,364.89,1954,-195.4,1954,195.4,20341,-195.05000000000007
188.496300,0x132,95 8e a4 07 90 4f,6,36501,365.01,1956,-195.60000000000002,1956,195.60000000000002,20368,-196.4000000000001
188.506100,0x132,8c 8e a3 07 7b 4f,6,36492,364.92,1955,-195.5,1955,195.5,20347,-195.35000000000002
188.516300,0x132,8f 8e a5 07 8f 4f,6,36495,364.95,1957,-195.70000000000002,1957,195.70000000000002,20367,-196.35000000000002
188.526100,0x132,7f 8e a3 07 72 4f,6,36479,364.79,1955,-195.5,1955,195.5,20338,-194.9000000000001
188.536100,0x132,86 8e a4 07 8a 4f,6,36486,364.86,1956,-195.60000000000002,1956,195.60000000000002,20362,-196.10000000000002
188.546300,0x132,90 8e a1 07 72 4f,6,36496,364.96,1953,-195.3,1953,195.3,20338,-194.9000000000001
188.556300,0x132,93 8e a4 07 8f 4f,6,36499,364.99,1956,-195.60000000000002,1956,195.60000000000002,20367,-196.35000000000002
188.566200,0x132,8f 8e a1 07 73 4f,6,36495,364.95,1953,-195.3,1953,195.3,20339,-194.95000000000005
188.576100,0x132,99 8e a4 07 90 4f,6,36505,365.05,1956,-195.60000000000002,1956,195.60000000000002,20368,-196.4000000000001
188.586100,0x132,91 8e a3 07 7d 4f,6,36497,364.97,1955,-195.5,1955,195.5,20349,-195.45000000000005
188.596400,0x132,8f 8e a5 07 94 4f,6,36495,364.95,1957,-195.70000000000002,1957,195.70000000000002,20372,-196.60000000000002
188.606100,0x132,87 8e a3 07 70 4f,6,36487,364.87,1955,-195.5,1955,195.5,20336,-194.80000000000007
188.616100,0x132,8e 8e a4 07 8a 4f,6,36494,364.94,1956,-195.60000000000002,1956,195.60000000000002,20362,-196.10000000000002
188.626100,0x132,88 8e a1 07 6b 4f,6,36488,364.88,1953,-195.3,1953,195.3,20331,-194.55000000000007
188.636100,0x132,85 8e a2 07 8e 4f,6,36485,364.85,1954,-195.4,1954,195.4,20366,-196.30000000000007
188.646100,0x132,90 8e a1 07 78 4f,6,36496,364.96,1953,-195.3,1953,195.3,20344,-195.20000000000005
188.656100,0x132,81 8e a2 07 78 4f,6,36481,364.81,1954,-195.4,1954,195.4,20344,-195.20000000000005
188.666100,0x132,87 8e a4 07 7d 4f,6,36487,364.87,1956,-195.60000000000002,1956,195.60000000000002,20349,-195.45000000000005
188.676100,0x132,90 8e a6 07 98 4f,6,36496,364.96,1958,-195.8,1958,195.8,20376,-196.80000000000007
188.686100,0x132,99 8e a3 07 73 4f,6,36505,365.05,1955,-195.5,1955,195.5,20339,-194.95000000000005
188.696400,0x132,86 8e a4 07 8a 4f,6,36486,364.86,1956,-195.60000000000002,1956,195.60000000000002,20362,-196.10000000000002
188.706100,0x132,95 8e a1 07 71 4f,6,36501,365.01,1953,-195.3,1953,195.3,20337,-194.85000000000002
188.716100,0x132,7d 8e a2 07 87 4f,6,36477,364.77,1954,-195.4,1954,195.4,20359,-195.95000000000005
188.726100,0x132,92 8e a1 07 77 4f,6,36498,364.98,1953,-195.3,1953,195.3,20343,-195.1500000000001
188.736100,0x132,8b 8e a4 07 93 4f,6,36491,364.91,1956,-195.60000000000002,1956,195.60000000000002,20371,-196.55000000000007
188.746300,0x132,89 8e a2 07 7f 4f,6,36489,364.89,1954,-195.4,1954,195.4,20351,-195.55000000000007
188.756100,0x132,84 8e a4 07 90 4f,6,36484,364.84000000000003,1956,-195.60000000000002,1956,195.60000000000002,20368,-196.4000000000001
188.766200,0x132,7e 8e a4 07 75 4f,6,36478,364.78000000000003,1956,-195.60000000000002,1956,195.60000000000002,20341,-195.05000000000007
188.776100,0x132,82 8e a3 07 8a 4f,6,36482,364.82,1955,-195.5,1955,195.5,20362,-196.10000000000002
188.786100,0x132,87 8e a1 07 75 4f,6,36487,364.87,1953,-195.3,1953,195.3,20341,-195.05000000000007
188.796400,0x132,95 8e a3 07 8f 4f,6,36501,365.01,1955,-195.5,1955,195.5,20367,-196.35000000000002
188.806100,0x132,85 8e a2 07 7f 4f,6,36485,364.85,1954,-195.4,1954,195.4,20351,-195.55000000000007
188.816100,0x132,92 8e a3 07 8f 4f,6,36498,364.98,1955,-195.5,1955,195.5,20367,-196.35000000000002
188.826100,0x132,92 8e a2 07 7a 4f,6,36498,364.98,1954,-195.4,1954,195.4,20346,-195.30000000000007
188.836100,0x132,95 8e a5 07 94 4f,6,36501,365.01,1957,-195.70000000000002,1957,195.70000000000002,20372,-196.60000000000002
188.846300,0x132,97 8e a2 07 70 4f,6,36503,365.03000000000003,1954,-195.4,1954,195.4,20336,-194.80000000000007
188.856300,0x132,93 8e a1 07 70 4f,6,36499,364.99,1953,-195.3,1953,195.3,20336,-194.80000000000007
188.866100,0x132,98 8e a1 07 6d 4f,6,36504,365.04,1953,-195.3,1953,195.3,20333,-194.6500000000001
188.876100,0x132,84 8e a3 07 90 4f,6,36484,364.84000000000003,1955,-195.5,1955,195.5,20368,-196.4000000000001
188.886100,0x132,7b 8e a1 07 7c 4f,6,36475,364.75,1953,-195.3,1953,195.3,20348,-195.4000000000001
188.896400,0x132,90 8e a4 07 9a 4f,6,36496,364.96,1956,-195.60000000000002,1956,195.60000000000002,20378,-196.9000000000001
188.906100,0x132,90 8e a3 07 78 4f,6,36496,364.96,1955,-195.5,1955,195.5,20344,-195.20000000000005
188.916100,0x132,89 8e a5 07 91 4f,6,36489,364.89,1957,-195.70000000000002,1957,195.70000000000002,20369,-196.45000000000005
188.926100,0x132,94 8e a1 07 72 4f,6,36500,365.0,1953,-195.3,1953,195.3,20338,-194.9000000000001
188.936100,0x132,8f 8e a3 07 8a 4f,6,36495,364.95,1955,-195.5,1955,195.5,20362,-196.10000000000002
188.946500,0x132,86 8e a1 07 72 4f,6,36486,364.86,1953,-195.3,1953,195.3,20338,-194.9000000000001
188.956100,0x132,83 8e a1 07 77 4f,6,36483,364.83,1953,-195.3,1953,195.3,20343,-195.1500000000001
188.966100,0x132,95 8e a1 07 7f 4f,6,36501,365.01,1953,-195.3,1953,195.3,20351,-195.55000000000007
188.976100,0x132,87 8e a5 07 9d 4f,6,36487,364.87,1957,-195.70000000000002,1957,195.70000000000002,20381,-197.05000000000007
188.986100,0x132,90 8e a4 07 7a 4f,6,36496,364.96,1956,-195.60000000000002,1956,195.60000000000002,20346,-195.30000000000007
188.996300,0x132,8f 8e a5 07 90 4f,6,36495,364.95,1957,-195.70000000000002,1957,195.70000000000002,20368,-196.4000000000001
189.006100,0x132,7e 8e a1 07 6e 4f,6,36478,364.78000000000003,1953,-195.3,1953,195.3,20334,-194.70000000000005
189.016100,0x132,8f 8e a2 07 91 4f,6,36495,364.95,1954,-195.4,1954,195.4,20369,-196.45000000000005
189.026100,0x132,8b 8e a1 07 7b 4f,6,36491,364.91,1953,-195.3,1953,195.3,20347,-195.35000000000002
189.036100,0x132,92 8e a3 07 9b 4f,6,36498,364.98,1955,-195.5,1955,195.5,20379,-196.95000000000005
189.046200,0x132,87 8e a2 07 7f 4f,6,36487,364.87,1954,-195.4,1954,195.4,20351,-195.55000000000007
189.056100,0x132,9f 8e a5 07 96 4f,6,36511,365.11,1957,-195.70000000000002,1957,195.70000000000002,20374,-196.70000000000005
189.066200,0x132,8a 8e a3 07 78 4f,6,36490,364.90000000000003,1955,-195.5,1955,195.5,20344,-195.20000000000005
189.076100,0x132,81 8e a5 07 90 4f,6,36481,364.81,1957,-195.70000000000002,1957,195.70000000000002,20368,-196.4000000000001
189.086100,0x132,8c 8e a1 07 71 4f,6,36492,364.92,1953,-195.3,1953,195.3,20337,-194.85000000000002
189.096400,0x132,92 8e a3 07 90 4f,6,36498,364.98,1955,-195.5,1955,195.5,20368,-196.4000000000001
189.106100,0x132,92 8e a2 07 7b 4f,6,36498,364.98,1954,-195.4,1954,195.4,20347,-195.35000000000002
189.116100,0x132,84 8e a3 07 96 4f,6,36484,364.84000000000003,1955,-195.5,1955,195.5,20374,-196.70000000000005
189.126100,0x132,95 8e a2 07 7f 4f,6,36501,365.01,1954,-195.4,1954,195.4,20351,-195.55000000000007
189.136100,0x132,8d 8e a5 07 95 4f,6,36493,364.93,1957,-195.70000000000002,1957,195.70000000000002,20373,-196.6500000000001
189.146400,0x132,93 8e a2 07 76 4f,6,36499,364.99,1954,-195.4,1954,195.4,20342,-195.10000000000002
189.156100,0x132,8e 8e a3 07 93 4f,6,36494,364.94,1955,-195.5,1955,195.5,20371,-196.55000000000007
189.166100,0x132,88 8e 9e 07 56 4f,6,36488,364.88,1950,-195.0,1950,195.0,20310,-193.5
189.176100,0x132,88 8e a3 07 98 4f,6,36488,364.88,1955,-195.5,1955,195.5,20376,-196.80000000000007
189.186100,0x132,8b 8e a1 07 80 4f,6,36491,364.91,1953,-195.3,1953,195.3,20352,-195.60000000000002
189.196500,0x132,81 8e a4 07 9b 4f,6,36481,364.81,1956,-195.60000000000002,1956,195.60000000000002,20379,-196.95000000000005
189.206100,0x132,86 8e a3 07 77 4f,6,36486,364.86,1955,-195.5,1955,195.5,20343,-195.1500000000001
189.216100,0x132,95 8e a4 07 94 4f,6,36501,365.01,1956,-195.60000000000002,1956,195.60000000000002,20372,-196.60000000000002
189.226100,0x132,93 8e a1 07 78 4f,6,36499,364.99,1953,-195.3,1953,195.3,20344,-195.20000000000005
189.236100,0x132,92 8e a3 07 8c 4f,6,36498,364.98,1955,-195.5,1955,195.5,20364,-196.20000000000005
189.246300,0x132,8c 8e a0 07 75 4f,6,36492,364.92,1952,-195.20000000000002,1952,195.20000000000002,20341,-195.05000000000007
189.256100,0x132,89 8e 9f 07 71 4f,6,36489,364.89,1951,-195.10000000000002,1951,195.10000000000002,20337,-194.85000000000002
189.266100,0x132,8f 8e a2 07 7f 4f,6,36495,364.95,1954,-195.4,1954,195.4,20351,-195.55000000000007
189.276100,0x132,86 8e a4 07 9f 4f,6,36486,364.86,1956,-195.60000000000002,1956,195.60000000000002,20383,-197.1500000000001
189.286100,0x132,7d 8e a2 07 80 4f,6,36477,364.77,1954,-195.4,1954,195.4,20352,-195.60000000000002
189.296400,0x132,89 8e a4 07 90 4f,6,36489,364.89,1956,-195.60000000000002,1956,195.60000000000002,20368,-196.4000000000001
189.306100,0x132,90 8e a2 07 73 4f,6,36496,364.96,1954,-195.4,1954,195.4,20339,-194.95000000000005
189.316100,0x132,88 8e a2 07 93 4f,6,36488,364.88,1954,-195.4,1954,195.4,20371,-196.55000000000007
189.326100,0x132,87 8e a1 07 7b 4f,6,36487,364.87,1953,-195.3,1953,195.3,20347,-195.35000000000002
189.336100,0x132,93 8e a3 07 9b 4f,6,36499,364.99,1955,-195.5,1955,195.5,20379,-196.95000000000005
189.346300,0x132,9f 8e a2 07 7d 4f,6,36511,365.11,1954,-195.4,1954,195.4,20349,-195.45000000000005
189.356100,0x132,84 8e a2 07 7b 4f,6,36484,364.84000000000003,1954,-195.4,1954,195.4,20347,-195.35000000000002
189.366100,0x132,84 8e a2 07 77 4f,6,36484,364.84000000000003,1954,-195.4,1954,195.4,20343,-195.1500000000001
189.376100,0x132,7e 8e a2 07 91 4f,6,36478,364.78000000000003,1954,-195.4,1954,195.4,20369,-196.45000000000005
189.386100,0x132,94 8e 9f 07 6e 4f,6,36500,365.0,1951,-195.10000000000002,1951,195.10000000000002,20334,-194.70000000000005
189.396500,0x132,98 8e a2 07 96 4f,6,36504,365.04,1954,-195.4,1954,195.4,20374,-196.70000000000005
189.406100,0x132,8a 8e a0 07 7d 4f,6,36490,364.90000000000003,1952,-195.20000000000002,1952,195.20000000000002,20349,-195.45000000000005
189.416100,0x132,8a 8e a3 07 9e 4f,6,36490,364.90000000000003,1955,-195.5,1955,195.5,20382,-197.10000000000002
189.426100,0x132,8a 8e a1 07 7c 4f,6,36490,364.90000000000003,1953,-195.3,1953,195.3,20348,-195.4000000000001
189.436100,0x132,8b 8e a4 07 8e 4f,6,36491,364.91,1956,-195.60000000000002,1956,195.60000000000002,20366,-196.30000000000007
189.446200,0x132,92 8e a0 07 77 4f,6,36498,364.98,1952,-195.20000000000002,1952,195.20000000000002,20343,-195.1500000000001
189.456100,0x132,93 8e a0 07 70 4f,6,36499,364.99,1952,-195.20000000000002,1952,195.20000000000002,20336,-194.80000000000007
189.466100,0x132,8b 8e a5 07 7c 4f,6,36491,364.91,1957,-195.70000000000002,1957,195.70000000000002,20348,-195.4000000000001
189.476100,0x132,94 8e a2 07 9b 4f,6,36500,365.0,1954,-195.4,1954,195.4,20379,-196.95000000000005
189.486100,0x132,82 8e a1 07 81 4f,6,36482,364.82,1953,-195.3,1953,195.3,20353,-195.6500000000001
189.496400,0x132,82 8e a5 07 a0 4f,6,36482,364.82,1957,-195.70000000000002,1957,195.70000000000002,20384,-197.20000000000005
189.506100,0x132,96 8e a2 07 78 4f,6,36502,365.02,1954,-195.4,1954,195.4,20344,-195.20000000000005
189.516300,0x132,90 8e a2 07 8f 4f,6,36496,364.96,1954,-195.4,1954,195.4,20367,-196.35000000000002
189.526100,0x132,95 8e a0 07 78 4f,6,36501,365.01,1952,-195.20000000000002,1952,195.20000000000002,20344,-195.20000000000005
189.536100,0x132,92 8e a1 07 99 4f,6,36498,364.98,1953,-195.3,1953,195.3,20377,-196.85000000000002
189.546300,0x132,88 8e 9f 07 7f 4f,6,36488,364.88,1951,-195.10000000000002,1951,195.10000000000002,20351,-195.55000000000007
189.556300,0x132,8a 8e a0 07 78 4f,6,36490,364.90000000000003,1952,-195.20000000000002,1952,195.20000000000002,20344,-195.20000000000005
189.566300,0x132,9d 8e a4 07 7f 4f,6,36509,365.09000000000003,1956,-195.60000000000002,1956,195.60000000000002,20351,-195.55000000000007
189.576100,0x132,8d 8e a4 07 90 4f,6,36493,364.93,1956,-195.60000000000002,1956,195.60000000000002,20368,-196.4000000000001
189.586100,0x132,7b 8e a0 07 76 4f,6,36475,364.75,1952,-195.20000000000002,1952,195.20000000000002,20342,-195.10000000000002
189.596400,0x132,90 8e a1 07 93 4f,6,36496,364.96,1953,-195.3,1953,195.3,20371,-196.55000000000007
189.606100,0x132,8b 8e 9e 07 73 4f,6,36491,364.91,1950,-195.0,1950,195.0,20339,-194.95000000000005
189.616100,0x132,8b 8e a1 07 9e 4f,6,36491,364.91,1953,-195.3,1953,195.3,20382,-197.10000000000002
189.626100,0x132,83 8e a1 07 85 4f,6,36483,364.83,1953,-195.3,1953,195.3,20357,-195.85000000000002
189.636100,0x132,9a 8e a4 07 9f 4f,6,36506,365.06,1956,-195.60000000000002,1956,195.60000000000002,20383,-197.1500000000001
189.646100,0x132,92 8e a0 07 77 4f,6,36498,364.98,1952,-195.20000000000002,1952,195.20000000000002,20343,-195.1500000000001
189.656200,0x132,83 8e a2 07 96 4f,6,36483,364.83,1954,-195.4,1954,195.4,20374,-196.70000000000005
189.666100,0x132,9b 8e a2 07 75 4f,6,36507,365.07,1954,-195.4,1954,195.4,20341,-195.05000000000007
189.676100,0x132,8c 8e a1 07 95 4f,6,36492,364.92,1953,-195.3,1953,195.3,20373,-196.6500000000001
189.686100,0x132,88 8e 9f 07 7d 4f,6,36488,364.88,1951,-195.10000000000002,1951,195.10000000000002,20349,-195.45000000000005
189.696400,0x132,92 8e a3 07 a3 4f,6,36498,364.98,1955,-195.5,1955,195.5,20387,-197.35000000000002
189.706100,0x132,9a 8e a1 07 7d 4f,6,36506,365.06,1953,-195.3,1953,195.3,20349,-195.45000000000005
189.716100,0x132,88 8e a3 07 95 4f,6,36488,364.88,1955,-195.5,1955,195.5,20373,-196.6500000000001
189.726100,0x132,81 8e 9f 07 75 4f,6,36481,364.81,1951,-195.10000000000002,1951,195.10000000000002,20341,-195.05000000000007
189.736100,0x132,98 8e a2 07 94 4f,6,36504,365.04,1954,-195.4,1954,195.4,20372,-196.60000000000002
189.746300,0x132,87 8e 9e 07 7d 4f,6,36487,364.87,1950,-195.0,1950,195.0,20349,-195.45000000000005
189.756100,0x132,86 8e a1 07 9f 4f,6,36486,364.86,1953,-195.3,1953,195.3,20383,-197.1500000000001
189.766200,0x132,9b 8e a5 07 87 4f,6,36507,365.07,1957,-195.70000000000002,1957,195.70000000000002,20359,-195.95000000000005
189.776100,0x132,8b 8e a5 07 9a 4f,6,36491,364.91,1957,-195.70000000000002,1957,195.70000000000002,20378,-196.9000000000001
189.786100,0x132,81 8e a1 07 78 4f,6,36481,364.81,1953,-195.3,1953,195.3,20344,-195.20000000000005
189.796500,0x132,8d 8e a2 07 93 4f,6,36493,364.93,1954,-195.4,1954,195.4,20371,-196.55000000000007
189.806100,0x132,86 8e 9e 07 77 4f,6,36486,364.86,1950,-195.0,1950,195.0,20343,-195.1500000000001
189.816100,0x132,93 8e a0 07 96 4f,6,36499,364.99,1952,-195.20000000000002,1952,195.20000000000002,20374,-196.70000000000005
189.826100,0x132,90 8e 9f 07 80 4f,6,36496,364.96,1951,-195.10000000000002,1951,195.10000000000002,20352,-195.60000000000002
189.836100,0x132,86 8e a4 07 9f 4f,6,36486,364.86,1956,-195.60000000000002,1956,195.60000000000002,20383,-197.1500000000001
189.846300,0x132,90 8e a2 07 81 4f,6,36496,364.96,1954,-195.4,1954,195.4,20353,-195.6500000000001
189.856400,0x132,94 8e a7 07 9b 4f,6,36500,365.0,1959,-195.9,1959,195.9,20379,-196.95000000000005
189.866200,0x132,84 8e a2 07 76 4f,6,36484,364.84000000000003,1954,-195.4,1954,195.4,20342,-195.10000000000002
189.876100,0x132,7d 8e a1 07 91 4f,6,36477,364.77,1953,-195.3,1953,195.3,20369,-196.45000000000005
189.886100,0x132,91 8e 9e 07 7f 4f,6,36497,364.97,1950,-195.0,1950,195.0,20351,-195.55000000000007
189.896500,0x132,8d 8e a3 07 9f 4f,6,36493,364.93,1955,-195.5,1955,195.5,20383,-197.1500000000001
189.906300,0x132,8a 8e a1 07 85 4f,6,36490,364.90000000000003,1953,-195.3,1953,195.3,20357,-195.85000000000002
189.916100,0x132,93 8e a3 07 a0 4f,6,36499,364.99,1955,-195.5,1955,195.5,20384,-197.20000000000005
189.926100,0x132,91 8e 9f 07 76 4f,6,36497,364.97,1951,-195.10000000000002,1951,195.10000000000002,20342,-195.10000000000002
189.936100,0x132,8d 8e a2 07 96 4f,6,36493,364.93,1954,-195.4,1954,195.4,20374,-196.70000000000005
189.946200,0x132,82 8e 9e 07 7c 4f,6,36482,364.82,1950,-195.0,1950,195.0,20348,-195.4000000000001
189.956200,0x132,92 8e a6 07 9e 4f,6,36498,364.98,1958,-195.8,1958,195.8,20382,-197.10000000000002
189.966200,0x132,8c 8e 9e 07 86 4f,6,36492,364.92,1950,-195.0,1950,195.0,20358,-195.9000000000001
189.976100,0x132,91 8e a3 07 a0 4f,6,36497,364.97,1955,-195.5,1955,195.5,20384,-197.20000000000005
189.986100,0x132,90 8e a0 07 7c 4f,6,36496,364.96,1952,-195.20000000000002,1952,195.20000000000002,20348,-195.4000000000001
189.996300,0x132,95 8e a2 07 91 4f,6,36501,365.01,1954,-195.4,1954,195.4,20369,-196.45000000000005
190.006100,0x132,82 8e 9e 07 76 4f,6,36482,364.82,1950,-195.0,1950,195.0,20342,-195.10000000000002
190.016100,0x132,98 8e a1 07 96 4f,6,36504,365.04,1953,-195.3,1953,195.3,20374,-196.70000000000005
190.026100,0x132,8c 8e 9f 07 82 4f,6,36492,364.92,1951,-195.10000000000002,1951,195.10000000000002,20354,-195.70000000000005
190.036100,0x132,91 8e a3 07 a7 4f,6,36497,364.97,1955,-195.5,1955,195.5,20391,-197.55000000000007
190.046300,0x132,7d 8e a0 07 80 4f,6,36477,364.77,1952,-195.20000000000002,1952,195.20000000000002,20352,-195.60000000000002
190.056200,0x132,8c 8e a7 07 98 4f,6,36492,364.92,1959,-195.9,1959,195.9,20376,-196.80000000000007
190.066200,0x132,84 8e a2 07 78 4f,6,36484,364.84000000000003,1954,-195.4,1954,195.4,20344,-195.20000000000005
190.076100,0x132,8f 8e a1 07 94 4f,6,36495,364.95,1953,-195.3,1953,195.3,20372,-196.60000000000002
190.086100,0x132,85 8e 9e 07 81 4f,6,36485,364.85,1950,-195.0,1950,195.0,20353,-195.6500000000001
190.096400,0x132,8f 8e a2 07 a7 4f,6,36495,364.95,1954,-195.4,1954,195.4,20391,-197.55000000000007
190.106100,0x132,89 8e a1 07 84 4f,6,36489,364.89,1953,-195.3,1953,195.3,20356,-195.80000000000007
190.116100,0x132,8d 8e a2 07 99 4f,6,36493,364.93,1954,-195.4,1954,195.4,20377,-196.85000000000002
190.126100,0x132,99 8e 9f 07 7f 4f,6,36505,365.05,1951,-195.10000000000002,1951,195.10000000000002,20351,-195.55000000000007
190.136100,0x132,93 8e a1 07 95 4f,6,36499,364.99,1953,-195.3,1953,195.3,20373,-196.6500000000001
190.146300,0x132,77 8e 9e 07 7c 4f,6,36471,364.71,1950,-195.0,1950,195.0,20348,-195.4000000000001
190.156200,0x132,87 8e a4 07 9d 4f,6,36487,364.87,1956,-195.60000000000002,1956,195.60000000000002,20381,-197.05000000000007
190.166200,0x132,98 8e a0 07 86 4f,6,36504,365.04,1952,-195.20000000000002,1952,195.20000000000002,20358,-195.9000000000001
190.176100,0x132,7a 8e a4 07 a2 4f,6,36474,364.74,1956,-195.60000000000002,1956,195.60000000000002,20386,-197.30000000000007
190.186100,0x132,8e 8e 9f 07 7b 4f,6,36494,364.94,1951,-195.10000000000002,1951,195.10000000000002,20347,-195.35000000000002
190.196400,0x132,7c 8e a0 07 91 4f,6,36476,364.76,1952,-195.20000000000002,1952,195.20000000000002,20369,-196.45000000000005
190.206100,0x132,8b 8e 9d 07 7b 4f,6,36491,364.91,1949,-194.9,1949,194.9,20347,-195.35000000000002
190.216100,0x132,94 8e a1 07 9b 4f,6,36500,365.0,1953,-195.3,1953,195.3,20379,-196.95000000000005
190.226100,0x132,8d 8e 9f 07 89 4f,6,36493,364.93,1951,-195.10000000000002,1951,195.10000000000002,20361,-196.05000000000007
190.236300,0x132,8f 8e a3 07 a2 4f,6,36495,364.95,1955,-195.5,1955,195.5,20386,-197.30000000000007
190.246200,0x132,91 8e a0 07 82 4f,6,36497,364.97,1952,-195.20000000000002,1952,195.20000000000002,20354,-195.70000000000005
190.256200,0x132,95 8e a1 07 73 4f,6,36501,365.01,1953,-195.3,1953,195.3,20339,-194.95000000000005
