time_s,can_id,raw_hex,asc_dlc,current_raw_s15,current_onyx_a,current_factor_0_1_a,current_factor_0_125_a,voltage_raw_u13,voltage_onyx_v,fifth_byte
199.732600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
199.830500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
199.930500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.030300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.131000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.230300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.330300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.430300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.530200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.630400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.732600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.830500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
200.931100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.030800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.130300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.230400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.330300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.430400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.530100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.630400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.732000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.830900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
201.930200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.030900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.130200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.230400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.330200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.430200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.530100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.630500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.732500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.831000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
202.930500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.031000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.130500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.230400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.330200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.430500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.530400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.630400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.732200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.830900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
203.930500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.031300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.130500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.230700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.330600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.430400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.530500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.630500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.732700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.831400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
204.930600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.031600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.130600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.230500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.330600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.430600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.530500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.630600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.732400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.831400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
205.931400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.031400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.131200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.230400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.330400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.430400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.530600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.630400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.732200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.831200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
206.931200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.031500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.131400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.230400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.330500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.430400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.530400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.631000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.732900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.831200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
207.931500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
208.031200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
208.131300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
208.231300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
208.330600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
208.430500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
208.531200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
208.631100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
208.732900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
208.831400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
208.931400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.031300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.130600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.230500,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.331100,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.430600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.531100,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.631200,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.733000,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.831400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
209.930900,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.031400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.131200,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.230900,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.331100,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.431300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.531000,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.631100,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.732600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.831800,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
210.931200,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
211.031700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
211.131300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
211.231200,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
211.331200,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
211.431000,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
211.531200,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
211.631200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
211.732500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
211.831500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
211.931200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.031500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.131200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.231200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.331200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.430900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.531300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.631200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.732700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.831400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
212.931800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.031500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.131200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.231200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.331200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.431200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.531100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.631500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.732800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.832000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
213.931400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.032000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.131500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.231300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.331300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.431000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.531400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.631500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.732900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.831600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
214.931100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.031800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.131300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.231500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.331300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.431600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.531300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.631300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.732900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.832100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
215.931600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.031900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.131300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.231300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.331400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.431300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.531300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.631300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.733200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.831900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
216.931500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.031900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.131400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.231700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.331500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.431500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.531400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.631500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.733400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.832200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
217.931800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.032200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.131800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.231800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.331800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.431600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.531700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.631800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.733400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.832300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
218.931800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.032300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.131800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.231900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.331600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.431900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.531800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.631900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.733700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.832300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
219.931900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.032400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.131900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.231900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.331900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.431900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.531800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.631900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.733200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.832400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
220.932000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.032400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.132600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.232000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.332000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.432000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.532100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.632100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.733300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.832300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
221.932300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.032600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.132600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.232300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.332000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.431900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.532000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.631900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.733600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.832200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
222.931900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.032400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.132100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.231700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.331800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.431900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.531800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.631800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.733800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.832200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
223.932200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.032200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.132500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.232200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.331900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.431700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.531700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.632000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.733700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.832500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
224.932200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
225.032700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
225.132300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
225.232200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
225.331700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
225.432100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
