session_id,group_id,can_id,byte,event_id,expected_direction,event_s,transition_s,delay_s,direction_match,full_session_masked_transitions
S0023,G06,0x253,B7,E05,0x00->0x00,110.05716,,,False,2
S0023,G06,0x253,B7,E07,0x00->0x00,160.006123,,,False,2
S0023,G06,0x253,B7,E09,0x00->0x00,220.008617,,,False,2
S0023,G06,0x253,B7,E11,0x00->0x10,270.099843,270.8156,0.715757,True,2
S0023,G07,0x282,B0,E03,0x00->0x44,60.040562,,,False,6
S0023,G07,0x282,B0,E05,0x44->0x04,110.05716,114.9977,4.94054,True,6
S0023,G07,0x282,B0,E07,0x04->0x04,160.006123,,,False,6
S0023,G07,0x282,B0,E09,0x04->0x04,220.008617,,,False,6
S0023,G07,0x282,B0,E11,0x04->0x00,270.099843,270.9079,0.808057,True,6
S0023,G08,0x282,B1,E03,0x00->0x04,60.040562,60.7937,0.753138,True,2
S0023,G08,0x282,B1,E05,0x04->0x04,110.05716,,,False,2
S0023,G08,0x282,B1,E07,0x04->0x04,160.006123,,,False,2
S0023,G08,0x282,B1,E09,0x04->0x04,220.008617,,,False,2
S0023,G08,0x282,B1,E11,0x04->0x00,270.099843,270.9079,0.808057,True,2
S0023,G09,0x282,B2,E03,0x00->0x00,60.040562,,,False,2
S0023,G09,0x282,B2,E05,0x00->0x02,110.05716,112.8975,2.84034,True,2
S0023,G09,0x282,B2,E07,0x02->0x02,160.006123,,,False,2
S0023,G09,0x282,B2,E09,0x02->0x02,220.008617,,,False,2
S0023,G09,0x282,B2,E11,0x02->0x00,270.099843,270.9079,0.808057,True,2
S0023,G10,0x282,B3,E03,0x00->0x00,60.040562,,,False,2
S0023,G10,0x282,B3,E05,0x00->0x08,110.05716,113.1977,3.14054,True,2
S0023,G10,0x282,B3,E07,0x08->0x08,160.006123,,,False,2
S0023,G10,0x282,B3,E09,0x08->0x08,220.008617,,,False,2
S0023,G10,0x282,B3,E11,0x08->0x00,270.099843,271.308,1.208157,True,2
S0023,G11,0x2A1,B5,E03,0x00->0x00,60.040562,,,False,2
S0023,G11,0x2A1,B5,E05,0x00->0x00,110.05716,,,False,2
S0023,G11,0x2A1,B5,E07,0x00->0x01,160.006123,161.7465,1.740377,True,2
S0023,G11,0x2A1,B5,E09,0x01->0x00,220.008617,223.7481,3.739483,True,2
S0023,G11,0x2A1,B5,E11,0x00->0x00,270.099843,,,False,2
S0023,G12,0x2A7,B7,E03,0x04->0x04,60.040562,,,False,2
S0023,G12,0x2A7,B7,E05,0x04->0x04,110.05716,,,False,2
S0023,G12,0x2A7,B7,E07,0x04->0x01,160.006123,162.2511,2.244977,True,2
S0023,G12,0x2A7,B7,E09,0x01->0x04,220.008617,223.8517,3.843083,True,2
S0023,G12,0x2A7,B7,E11,0x04->0x04,270.099843,,,False,2
S0023,G13,0x2BF,B5,E03,0x00->0x00,60.040562,,,False,2
S0023,G13,0x2BF,B5,E05,0x00->0x00,110.05716,,,False,2
S0023,G13,0x2BF,B5,E07,0x00->0x18,160.006123,161.8344,1.828277,True,2
S0023,G13,0x2BF,B5,E09,0x18->0x00,220.008617,221.8386,1.829983,True,2
S0023,G13,0x2BF,B5,E11,0x00->0x00,270.099843,,,False,2
S0023,G14,0x2F3,B3,E03,0x00->0x04,60.040562,60.134,0.093438,True,2
S0023,G14,0x2F3,B3,E05,0x04->0x04,110.05716,,,False,2
S0023,G14,0x2F3,B3,E07,0x04->0x04,160.006123,,,False,2
S0023,G14,0x2F3,B3,E09,0x04->0x04,220.008617,,,False,2
S0023,G14,0x2F3,B3,E11,0x04->0x00,270.099843,270.5711,0.471257,True,2
S0023,G15,0x323,B4,E03,0x02->0x04,60.040562,61.714,1.673438,True,2
S0023,G15,0x323,B4,E05,0x04->0x04,110.05716,,,False,2
S0023,G15,0x323,B4,E07,0x04->0x04,160.006123,,,False,2
S0023,G15,0x323,B4,E09,0x04->0x04,220.008617,,,False,2
S0023,G15,0x323,B4,E11,0x04->0x02,270.099843,272.7278,2.627957,True,2
S0023,G16,0x361,B3,E03,0x02->0x02,60.040562,,,False,2
S0023,G16,0x361,B3,E05,0x02->0x02,110.05716,,,False,2
S0023,G16,0x361,B3,E07,0x02->0x04,160.006123,162.6359,2.629777,True,2
S0023,G16,0x361,B3,E09,0x04->0x02,220.008617,221.6367,1.628083,True,2
S0023,G16,0x361,B3,E11,0x02->0x02,270.099843,,,False,2
