dbc_source,source_format,vehicle_family,bus_name,message_id_dec,message_id_hex,message_name,message_sender,message_length,message_cycle_time,message_send_type,signal_name,signal_name_cn,business_domain,signal_role,signal_receivers,start_bit,signal_length,byte_order,signedness,factor,offset,minimum,maximum,unit,enum_values,is_multiplexed,multiplexer_value,comment
json/ModelY/ModelY_ETH.compact.json,JSON,ModelY,eth,280,0x118,DI_systemStatus,gtw,8,10,Cyclic,DI_gear,,,,adsp|odin|sui|ui,21,3,LITTLE,UNSIGNED,1,0,0,7,,DI_GEAR_D=4|DI_GEAR_INVALID=0|DI_GEAR_N=3|DI_GEAR_P=1|DI_GEAR_R=2|DI_GEAR_SNA=7,false,,
json/ModelY/ModelY_ETH.compact.json,JSON,ModelY,eth,280,0x118,DI_systemStatus,gtw,8,10,Cyclic,DI_hvilSystemStatus,,,,odin,27,2,LITTLE,UNSIGNED,1,0,0,3,,CLOSED=2|DISABLED=0|OPEN=1|SNA=3,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torqueEstimate,,,,NEO,0,12,little_endian,signed,0.5,0,-750,750,Nm,-2048=SNA,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_gear,,,,NEO,12,3,little_endian,unsigned,1,0,,,,0=DI_GEAR_INVALID|1=DI_GEAR_P|2=DI_GEAR_R|3=DI_GEAR_N|4=DI_GEAR_D|7=DI_GEAR_SNA,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_brakePedal,,,,NEO,15,1,little_endian,unsigned,1,0,,,,0=Not_applied|1=Applied,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_vehicleSpeed,,,,NEO,16,12,little_endian,unsigned,0.05,-25,-25,179.75,MPH,4095=SNA,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_gearRequest,,,,NEO,28,3,little_endian,unsigned,1,0,,,,0=DI_GEAR_INVALID|1=DI_GEAR_P|2=DI_GEAR_R|3=DI_GEAR_N|4=DI_GEAR_D|7=DI_GEAR_SNA,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torqueInterfaceFailure,,,,NEO,31,1,little_endian,unsigned,1,0,,,,0=TORQUE_INTERFACE_NORMAL|1=TORQUE_INTERFACE_FAILED,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torque2Counter,,,,NEO,32,4,little_endian,unsigned,1,0,,,,,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_brakePedalState,,,,NEO,36,2,little_endian,unsigned,1,0,,,,0=OFF|1=ON|2=INVALID|3=SNA,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_epbParkRequest,,,,NEO,38,1,little_endian,unsigned,1,0,,,,0=No_request|1=Park_requested,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_epbInterfaceReady,,,,NEO,39,1,little_endian,unsigned,1,0,,,,0=EPB_INTERFACE_NOT_READY|1=EPB_INTERFACE_READY,false,,
tesla_can (1).dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torque2Checksum,,,,NEO,40,8,little_endian,unsigned,1,0,,,,,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torqueEstimate,,,,NEO,0,12,little_endian,signed,0.5,0,-750,750,Nm,-2048=SNA,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_gear,,,,NEO,12,3,little_endian,unsigned,1,0,,,,0=DI_GEAR_INVALID|1=DI_GEAR_P|2=DI_GEAR_R|3=DI_GEAR_N|4=DI_GEAR_D|7=DI_GEAR_SNA,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_brakePedal,,,,NEO,15,1,little_endian,unsigned,1,0,,,,0=Not_applied|1=Applied,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_vehicleSpeed,,,,NEO,16,12,little_endian,unsigned,0.05,-25,-25,179.75,MPH,4095=SNA,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_gearRequest,,,,NEO,28,3,little_endian,unsigned,1,0,,,,0=DI_GEAR_INVALID|1=DI_GEAR_P|2=DI_GEAR_R|3=DI_GEAR_N|4=DI_GEAR_D|7=DI_GEAR_SNA,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torqueInterfaceFailure,,,,NEO,31,1,little_endian,unsigned,1,0,,,,0=TORQUE_INTERFACE_NORMAL|1=TORQUE_INTERFACE_FAILED,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torque2Counter,,,,NEO,32,4,little_endian,unsigned,1,0,,,,,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_brakePedalState,,,,NEO,36,2,little_endian,unsigned,1,0,,,,0=OFF|1=ON|2=INVALID|3=SNA,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_epbParkRequest,,,,NEO,38,1,little_endian,unsigned,1,0,,,,0=No_request|1=Park_requested,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_epbInterfaceReady,,,,NEO,39,1,little_endian,unsigned,1,0,,,,0=EPB_INTERFACE_NOT_READY|1=EPB_INTERFACE_READY,false,,
tesla_can.dbc,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torque2Checksum,,,,NEO,40,8,little_endian,unsigned,1,0,,,,,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torqueEstimate,,,,NEO,0,12,little_endian,signed,0.5,0,-750,750,Nm,-2048=SNA,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_gear,,,,NEO,12,3,little_endian,unsigned,1,0,,,,0=DI_GEAR_INVALID|1=DI_GEAR_P|2=DI_GEAR_R|3=DI_GEAR_N|4=DI_GEAR_D|7=DI_GEAR_SNA,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_brakePedal,,,,NEO,15,1,little_endian,unsigned,1,0,,,,0=Not_applied|1=Applied,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_vehicleSpeed,,,,NEO,16,12,little_endian,unsigned,0.05,-25,-25,179.75,MPH,4095=SNA,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_gearRequest,,,,NEO,28,3,little_endian,unsigned,1,0,,,,0=DI_GEAR_INVALID|1=DI_GEAR_P|2=DI_GEAR_R|3=DI_GEAR_N|4=DI_GEAR_D|7=DI_GEAR_SNA,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torqueInterfaceFailure,,,,NEO,31,1,little_endian,unsigned,1,0,,,,0=TORQUE_INTERFACE_NORMAL|1=TORQUE_INTERFACE_FAILED,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torque2Counter,,,,NEO,32,4,little_endian,unsigned,1,0,,,,,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_brakePedalState,,,,NEO,36,2,little_endian,unsigned,1,0,,,,0=OFF|1=ON|2=INVALID|3=SNA,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_epbParkRequest,,,,NEO,38,1,little_endian,unsigned,1,0,,,,0=No_request|1=Park_requested,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_epbInterfaceReady,,,,NEO,39,1,little_endian,unsigned,1,0,,,,0=EPB_INTERFACE_NOT_READY|1=EPB_INTERFACE_READY,false,,
tesla_can.dbc.txt,DBC,,,280,0x118,DI_torque2,DI,6,,,DI_torque2Checksum,,,,NEO,40,8,little_endian,unsigned,1,0,,,,,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_systemStatusChecksum,,,,X,0,8,little_endian,unsigned,1,0,,,,,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_systemStatusCounter,,,,X,8,4,little_endian,unsigned,1,0,,,,,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_systemState,,,,X,16,3,little_endian,unsigned,1,0,,,,0=UNAVAILABLE|1=IDLE|2=STANDBY|3=FAULT|4=ABORT|5=ENABLE,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_brakePedalState,,,,X,19,2,little_endian,unsigned,1,0,,,,0=OFF|1=ON|2=INVALID,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_gear,,,,X,21,3,little_endian,unsigned,1,0,,,,0=INVALID|1=P|2=R|3=N|4=D|7=SNA,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_regenLight,,,,X,26,1,little_endian,unsigned,1,0,,,,,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_immobilizerState,,,,X,27,3,little_endian,unsigned,1,0,,,,0=INIT_SNA|1=REQUEST|2=AUTHENTICATING|3=DISARMED|4=IDLE|5=RESET|6=FAULT,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_accelPedalPos,,,,X,32,8,little_endian,unsigned,0.4,0,,,%,255=SNA,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_tractionControlMode,,,,X,40,3,little_endian,unsigned,1,0,,,,0=NORMAL|1=SLIP_START|2=DEV_MODE_1|3=DEV_MODE_2|4=ROLLS_MODE|5=DYNO_MODE,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_epbRequest,,,,X,44,2,little_endian,unsigned,1,0,,,,0=NO_REQUEST|1=PARK|2=UNPARK,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_proximity,,,,X,46,1,little_endian,unsigned,1,0,,,,,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_keepAliveRequest,,,,X,47,1,little_endian,unsigned,1,0,,,,0=NO_REQUEST|1=KEEP_ALIVE,false,,
tesla_model3.dbc,DBC,,,280,0x118,DI_systemStatus,ETH,8,10,Cyclic,DI_trackModeState,,,,X,48,2,little_endian,unsigned,1,0,,,,0=UNAVAILABLE|1=AVAILABLE|2=ON,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_systemStatusChecksum,,,,X,0,8,little_endian,unsigned,1,0,,,,,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_systemStatusCounter,,,,X,8,4,little_endian,unsigned,1,0,,,,,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_driveBlocked,,,,X,12,2,little_endian,unsigned,1,0,0,2,,,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_systemState,,,,X,16,3,little_endian,unsigned,1,0,,,,0=UNAVAILABLE|1=IDLE|2=STANDBY|3=FAULT|4=ABORT|5=ENABLE,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_brakePedalState,,,,X,19,2,little_endian,unsigned,1,0,,,,0=OFF|1=ON|2=INVALID,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_gear,,,,X,21,3,little_endian,unsigned,1,0,,,,0=INVALID|1=P|2=R|3=N|4=D|7=SNA,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_regenLight,,,,X,26,1,little_endian,unsigned,1,0,,,,,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_immobilizerState,,,,X,27,3,little_endian,unsigned,1,0,,,,0=INIT_SNA|1=REQUEST|2=AUTHENTICATING|3=DISARMED|4=IDLE|5=RESET|6=FAULT,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_accelPedalPos,,,,X,32,8,little_endian,unsigned,0.4,0,,,%,255=SNA,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_tractionControlMode,,,,X,40,3,little_endian,unsigned,1,0,,,,0=NORMAL|1=SLIP_START|2=DEV_MODE_1|3=DEV_MODE_2|4=ROLLS_MODE|5=DYNO_MODE,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_epbRequest,,,,X,44,2,little_endian,unsigned,1,0,,,,0=NO_REQUEST|1=PARK|2=UNPARK,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_proximity,,,,X,46,1,little_endian,unsigned,1,0,,,,,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_keepAliveRequest,,,,X,47,1,little_endian,unsigned,1,0,,,,0=NO_REQUEST|1=KEEP_ALIVE,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,280,0x118,DI_systemStatus,VEH,8,10,Cyclic,DI_trackModeState,,,,X,48,2,little_endian,unsigned,1,0,,,,0=UNAVAILABLE|1=AVAILABLE|2=ON,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_systemStatusChecksum,,,,X,0,8,little_endian,unsigned,1,0,0,255,,,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_systemStatusCounter,,,,X,8,4,little_endian,unsigned,1,0,0,15,,,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_systemState,,,,X,16,3,little_endian,unsigned,1,0,0,5,,0=DI_SYS_UNAVAILABLE|1=DI_SYS_IDLE|2=DI_SYS_STANDBY|3=DI_SYS_FAULT|4=DI_SYS_ABORT|5=DI_SYS_ENABLE,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_brakePedalState,,,,X,19,2,little_endian,unsigned,1,0,0,2,,0=OFF|1=ON|2=INVALID,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_gear,,,,park,21,3,little_endian,unsigned,1,0,0,7,,0=DI_GEAR_INVALID|1=DI_GEAR_P|2=DI_GEAR_R|3=DI_GEAR_N|4=DI_GEAR_D|7=DI_GEAR_SNA,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_regenLight,,,,X,26,1,little_endian,unsigned,1,0,0,1,,,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_immobilizerState,,,,X,27,3,little_endian,unsigned,1,0,0,6,,0=DI_IMM_STATE_INIT_SNA|1=DI_IMM_STATE_REQUEST|2=DI_IMM_STATE_AUTHENTICATING|3=DI_IMM_STATE_DISARMED|4=DI_IMM_STATE_IDLE|5=DI_IMM_STATE_RESET|6=DI_IMM_STATE_FAULT,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_accelPedalPos,,,,X,32,8,little_endian,unsigned,0.4,0,0,100,%,255=SNA,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_tractionControlMode,,,,X,40,3,little_endian,unsigned,1,0,0,5,,0=TC_NORMAL|1=TC_SLIP_START|2=TC_DEV_MODE_1|3=TC_DEV_MODE_2|4=TC_ROLLS_MODE|5=TC_DYNO_MODE,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_epbRequest,,,,X,44,2,little_endian,unsigned,1,0,0,2,,0=DI_EPBREQUEST_NO_REQUEST|1=DI_EPBREQUEST_PARK|2=DI_EPBREQUEST_UNPARK,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_proximity,,,,X,46,1,little_endian,unsigned,1,0,0,1,,,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_keepAliveRequest,,,,X,47,1,little_endian,unsigned,1,0,0,1,,0=NO_REQUEST|1=KEEP_ALIVE,false,,
tesla_model3_party.dbc,DBC,,,280,0x118,DI_systemStatus,PARTY,8,,,DI_trackModeState,,,,X,48,2,little_endian,unsigned,1,0,0,2,,0=TRACK_MODE_UNAVAILABLE|1=TRACK_MODE_AVAILABLE|2=TRACK_MODE_ON,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_systemStatusChecksum,,,,X,0,8,little_endian,unsigned,1,0,0,255,,,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_systemStatusCounter,,,,X,8,4,little_endian,unsigned,1,0,0,15,,,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_systemState,,,,epbl,16,3,little_endian,unsigned,1,0,0,5,,0=DI_SYS_UNAVAILABLE|1=DI_SYS_IDLE|2=DI_SYS_STANDBY|3=DI_SYS_FAULT|4=DI_SYS_ABORT|5=DI_SYS_ENABLE,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_brakePedalState,,,,vcleft,19,2,little_endian,unsigned,1,0,0,2,,0=OFF|1=ON|2=INVALID,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_gear,,,,gtw,21,3,little_endian,unsigned,1,0,0,7,,0=DI_GEAR_INVALID|1=DI_GEAR_P|2=DI_GEAR_R|3=DI_GEAR_N|4=DI_GEAR_D|7=DI_GEAR_SNA,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_regenLight,,,,vcleft,26,1,little_endian,unsigned,1,0,0,1,,,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_immobilizerState,,,,X,27,3,little_endian,unsigned,1,0,0,6,,0=DI_IMM_STATE_INIT_SNA|1=DI_IMM_STATE_REQUEST|2=DI_IMM_STATE_AUTHENTICATING|3=DI_IMM_STATE_DISARMED|4=DI_IMM_STATE_IDLE|5=DI_IMM_STATE_RESET|6=DI_IMM_STATE_FAULT,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_accelPedalPos,,,,vcfront,32,8,little_endian,unsigned,0.4,0,0,100,%,255=SNA,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_tractionControlMode,,,,X,40,3,little_endian,unsigned,1,0,0,5,,0=TC_NORMAL|1=TC_SLIP_START|2=TC_DEV_MODE_1|3=TC_DEV_MODE_2|4=TC_ROLLS_MODE|5=TC_DYNO_MODE,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_epbRequest,,,,epbl,44,2,little_endian,unsigned,1,0,0,2,,0=DI_EPBREQUEST_NO_REQUEST|1=DI_EPBREQUEST_PARK|2=DI_EPBREQUEST_UNPARK,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_proximity,,,,bms,46,1,little_endian,unsigned,1,0,0,1,,,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_keepAliveRequest,,,,bms,47,1,little_endian,unsigned,1,0,0,1,,0=NO_REQUEST|1=KEEP_ALIVE,false,,
tesla_model3_vehicle.dbc,DBC,,,280,0x118,DI_systemStatus,VEH,8,,,DI_trackModeState,,,,gtw,48,2,little_endian,unsigned,1,0,0,2,,0=TRACK_MODE_UNAVAILABLE|1=TRACK_MODE_AVAILABLE|2=TRACK_MODE_ON,false,,
Model3CAN.dbc,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestLF,,,,Receiver,0,1,little_endian,unsigned,1,0,0,1,,,false,,
Model3CAN.dbc,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestLR,,,,Receiver,1,1,little_endian,unsigned,1,0,0,1,,,false,,
Model3CAN.dbc,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestRF,,,,Receiver,2,1,little_endian,unsigned,1,0,0,1,,,false,,
Model3CAN.dbc,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestRR,,,,Receiver,3,1,little_endian,unsigned,1,0,0,1,,,false,,
Model3CAN.dbc,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestType,,,,Receiver,4,2,little_endian,unsigned,1,0,0,3,,0=WINDOW_REQUEST_IDLE|1=WINDOW_REQUEST_GOTO_PERCENT|2=WINDOW_REQUEST_GOTO_CRACKED|3=WINDOW_REQUEST_GOTO_CLOSED,false,,
Model3CAN.dbc,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestPercent,,,,Receiver,8,7,little_endian,unsigned,1,0,0,127,,127=SNA,false,,
Model3CAN.dbc,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_hvacRunScreenProtectOnly,,,,Receiver,15,1,little_endian,unsigned,1,0,0,1,,,false,,
Model3CAN.dbc.txt,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestLF,,,,Receiver,0,1,little_endian,unsigned,1,0,0,1,,,false,,
Model3CAN.dbc.txt,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestLR,,,,Receiver,1,1,little_endian,unsigned,1,0,0,1,,,false,,
Model3CAN.dbc.txt,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestRF,,,,Receiver,2,1,little_endian,unsigned,1,0,0,1,,,false,,
Model3CAN.dbc.txt,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestRR,,,,Receiver,3,1,little_endian,unsigned,1,0,0,1,,,false,,
Model3CAN.dbc.txt,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestType,,,,Receiver,4,2,little_endian,unsigned,1,0,0,3,,0=WINDOW_REQUEST_IDLE|1=WINDOW_REQUEST_GOTO_PERCENT|2=WINDOW_REQUEST_GOTO_CRACKED|3=WINDOW_REQUEST_GOTO_CLOSED,false,,
Model3CAN.dbc.txt,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_windowRequestPercent,,,,Receiver,8,7,little_endian,unsigned,1,0,0,127,,127=SNA,false,,
Model3CAN.dbc.txt,DBC,,,281,0x119,ID119VCSEC_windowRequests,VehicleBus,2,,,VCSEC_hvacRunScreenProtectOnly,,,,Receiver,15,1,little_endian,unsigned,1,0,0,1,,,false,,
tesla_model3.dbc,DBC,,,281,0x119,GTW_busLoadInfo,ETH,3,2000,Cyclic,GTW_VEHbusLoadPercent,,,,X,0,7,little_endian,unsigned,1,0,,,percent,,false,,
tesla_model3.dbc,DBC,,,281,0x119,GTW_busLoadInfo,ETH,3,2000,Cyclic,GTW_PARTYbusLoadPercent,,,,X,8,7,little_endian,unsigned,1,0,,,percent,,false,,
tesla_model3.dbc,DBC,,,281,0x119,GTW_busLoadInfo,ETH,3,2000,Cyclic,GTW_CHbusLoadPercent,,,,X,16,7,little_endian,unsigned,1,0,,,percent,,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,281,0x119,GTW_busLoadInfo,VEH,3,2000,Cyclic,GTW_VEHbusLoadPercent,,,,X,0,7,little_endian,unsigned,1,0,,,percent,,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,281,0x119,GTW_busLoadInfo,VEH,3,2000,Cyclic,GTW_PARTYbusLoadPercent,,,,X,8,7,little_endian,unsigned,1,0,,,percent,,false,,
tesla_model3_ONYX.dbc.txt,DBC,,,281,0x119,GTW_busLoadInfo,VEH,3,2000,Cyclic,GTW_CHbusLoadPercent,,,,X,16,7,little_endian,unsigned,1,0,,,percent,,false,,
json/ModelS/ModelS_ETH.compact.json.json,JSON,ModelS,ETH,283,0x11B,ASD_A2,gtw,5,100,NoMsgSendType,CompRun,,,,MCU,4,1,LITTLE,UNSIGNED,1,0,0,1,,,false,,
json/ModelS/ModelS_ETH.compact.json.json,JSON,ModelS,ETH,283,0x11B,ASD_A2,gtw,5,100,NoMsgSendType,LC_LimpHomeMode,,,,MCU,5,3,LITTLE,SIGNED,1,0,0,7,,LIMP_HOME_MODE_10=1|LIMP_HOME_MODE_20=2|LIMP_HOME_MODE_30=3|LIMP_HOME_MODE_40=4|LIMP_HOME_MODE_50=5|LIMP_HOME_MODE_60=6|LIMP_HOME_MODE_70=7|NO_LIMP_HOME_MODE=0,false,,
json/ModelS/ModelS_ETH.compact.json.json,JSON,ModelS,ETH,283,0x11B,ASD_A2,gtw,5,100,NoMsgSendType,TargetLevel,,,,MCU,12,3,LITTLE,UNSIGNED,1,0,0,7,,HIGH_LEVEL=5|LOW_LEVEL=3|NORMAL_LEVEL=4|NOT_DEFINED_0=0|NOT_DEFINED_1=1|NOT_DEFINED_2=2|VERY_HIGH_LEVEL=6|VERY_LOW_LEVEL=7,false,,
json/ModelS/ModelS_ETH.compact.json.json,JSON,ModelS,ETH,283,0x11B,ASD_A2,gtw,5,100,NoMsgSendType,CurrentLevel,,,,MCU,16,3,LITTLE,UNSIGNED,1,0,0,7,,HIGH_LEVEL=5|LOW_LEVEL=3|NORMAL_LEVEL=4|VERY_HIGH_LEVEL=6,false,,
json/ModelS/ModelS_ETH.compact.json.json,JSON,ModelS,ETH,283,0x11B,ASD_A2,gtw,5,100,NoMsgSendType,EAS_JackModeLamp,,,,MCU,27,1,LITTLE,UNSIGNED,1,0,0,0,,,false,,
json/ModelX/ModelS_ETH.compact.json.json,JSON,ModelX,ETH,283,0x11B,ASD_A2,gtw,5,100,NoMsgSendType,CompRun,,,,MCU,4,1,LITTLE,UNSIGNED,1,0,0,1,,,false,,
json/ModelX/ModelS_ETH.compact.json.json,JSON,ModelX,ETH,283,0x11B,ASD_A2,gtw,5,100,NoMsgSendType,LC_LimpHomeMode,,,,MCU,5,3,LITTLE,SIGNED,1,0,0,7,,LIMP_HOME_MODE_10=1|LIMP_HOME_MODE_20=2|LIMP_HOME_MODE_30=3|LIMP_HOME_MODE_40=4|LIMP_HOME_MODE_50=5|LIMP_HOME_MODE_60=6|LIMP_HOME_MODE_70=7|NO_LIMP_HOME_MODE=0,false,,
