message,can_id,signal,json_start_position,dbc_start_bit,json_endianness,dbc_byte_order,bit_length,conversion_policy,reference_source,mux_id
UDS_pcsRequest,0x628,UDS_pcsRequestData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_plgRequest,0x662,UDS_plgRequestData,7,7,BIG,big_endian,64,JSON_BIG_ENDIAN_UNVERIFIED_START,,
UDS_pmRequest,0x620,UDS_pmRequestData,7,7,BIG,big_endian,64,JSON_BIG_ENDIAN_UNVERIFIED_START,,
UDS_pmfRequest,0x644,UDS_pmfRequestData,7,7,BIG,big_endian,64,JSON_BIG_ENDIAN_UNVERIFIED_START,,
UDS_pmrRequest,0x604,UDS_pmrRequestData,7,7,BIG,big_endian,64,JSON_BIG_ENDIAN_UNVERIFIED_START,,
UDS_ptcRequest,0x6C6,UDS_ptcRequestData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_radcRequest,0x671,UDS_radcRequestData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_rcmRequest,0x641,UDS_rcmRequestData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_sccmRequest,0x680,UDS_sccmRequestData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_sdcrRequest,0x6BB,UDS_sdcrRequestData,7,7,BIG,big_endian,64,JSON_BIG_ENDIAN_UNVERIFIED_START,,
UDS_tasRequest,0x64B,UDS_tasRequestData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_thcRequest,0x60F,UDS_thcRequestData_H,7,0,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_thcRequest,0x60F,UDS_thcRequestData_L,39,32,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_tpmsRequest,0x64F,UDS_tpmsRequestData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_vcfrontRequest,0x600,UDS_vcfrontRequestData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_vcleftRequest,0x622,UDS_vcleftRequestData_H,7,0,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_vcleftRequest,0x622,UDS_vcleftRequestData_L,39,32,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_vcrightRequest,0x608,UDS_vcrightRequestData_H,7,0,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_vcrightRequest,0x608,UDS_vcrightRequestData_L,39,32,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UDS_vcsecRequest,0x60A,UDS_vcsecRequestData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
UIS_log,0x420,UIS_amdSocPkgPower,32,32,LITTLE,little_endian,32,JSON_DIRECT,,246
UIS_log,0x420,UIS_logMux,0,0,LITTLE,little_endian,32,JSON_DIRECT,,
UIS_log,0x420,UIS_odinAuthCount,32,32,LITTLE,little_endian,32,JSON_DIRECT,,95
UIS_log,0x420,UIS_odinAuthFailCount,32,32,LITTLE,little_endian,32,JSON_DIRECT,,94
UIS_log,0x420,UIS_odinCPUUsage,32,32,LITTLE,little_endian,32,JSON_DIRECT,,93
UIS_log,0x420,UIS_odinGatewayConnectionState,32,32,LITTLE,little_endian,32,JSON_DIRECT,,92
UIS_log,0x420,UIS_odinHermesConnectionState,32,32,LITTLE,little_endian,32,JSON_DIRECT,,91
UIS_log,0x420,UIS_odinListTasksCmdDurationMs,32,32,LITTLE,little_endian,32,JSON_DIRECT,,90
UIS_log,0x420,UIS_odinListTasksCmdResult,32,32,LITTLE,little_endian,32,JSON_DIRECT,,89
UIS_log,0x420,UIS_odinMemUsage,32,32,LITTLE,little_endian,32,JSON_DIRECT,,88
UIS_log,0x420,UIS_odinNetworkFailCount,32,32,LITTLE,little_endian,32,JSON_DIRECT,,87
UIS_log,0x420,UIS_odinNetworkStartCount,32,32,LITTLE,little_endian,32,JSON_DIRECT,,86
UIS_log,0x420,UIS_odinOrchestratorFailCount,32,32,LITTLE,little_endian,32,JSON_DIRECT,,85
UIS_log,0x420,UIS_odinOrchestratorStartCount,32,32,LITTLE,little_endian,32,JSON_DIRECT,,84
UIS_log,0x420,UIS_odinProcessState,32,32,LITTLE,little_endian,32,JSON_DIRECT,,83
UIS_log,0x420,UIS_odinStatusCmdDurationMs,32,32,LITTLE,little_endian,32,JSON_DIRECT,,82
UIS_log,0x420,UIS_odinStatusCmdResult,32,32,LITTLE,little_endian,32,JSON_DIRECT,,81
UIS_log,0x420,UIS_odincefCPUUsage,32,32,LITTLE,little_endian,32,JSON_DIRECT,,80
UIS_log,0x420,UIS_odincefMemUsage,32,32,LITTLE,little_endian,32,JSON_DIRECT,,79
VCFRONT_LVPowerState,0x221,VCFRONT_LVPowerStateIndex,0,0,LITTLE,little_endian,5,JSON_DIRECT,,
VCFRONT_LVPowerState,0x221,VCFRONT_dirLVRequest,34,34,LITTLE,little_endian,2,JSON_DIRECT,,0
VCFRONT_LVPowerState,0x221,VCFRONT_vehiclePowerState,5,5,LITTLE,little_endian,2,JSON_DIRECT,,
VCFRONT_alertMatrix,0x340,VCFRONT_a127_vcleftEFuseTrip,10,10,LITTLE,little_endian,1,JSON_DIRECT,,2
VCFRONT_alertMatrix,0x340,VCFRONT_a128_vcrightEFuseTrip,11,11,LITTLE,little_endian,1,JSON_DIRECT,,2
VCFRONT_alertMatrix,0x340,VCFRONT_a199_PRVCANUndertrminate,22,22,LITTLE,little_endian,1,JSON_DIRECT,,3
VCFRONT_alertMatrix,0x340,VCFRONT_a208_brakeFluidLow,31,31,LITTLE,little_endian,1,JSON_DIRECT,,3
VCFRONT_alertMatrix,0x340,VCFRONT_a355_coolantSysLockout,58,58,LITTLE,little_endian,1,JSON_DIRECT,,5
VCFRONT_alertMatrix,0x340,VCFRONT_a356_refrigSysLockout,59,59,LITTLE,little_endian,1,JSON_DIRECT,,5
VCFRONT_alertMatrix,0x340,VCFRONT_matrixIndex,0,0,LITTLE,little_endian,4,JSON_DIRECT,,
VCFRONT_lightStatus,0x3F6,VCFRONT_turnSignalLeftStatus,22,22,LITTLE,little_endian,2,JSON_DIRECT,,
VCFRONT_lightStatus,0x3F6,VCFRONT_turnSignalRightStatus,24,24,LITTLE,little_endian,2,JSON_DIRECT,,
VCFRONT_logging1Hz,0x381,VCFRONT_currentHorizPositionHCML,26,26,LITTLE,little_endian,10,JSON_DIRECT,,19
VCFRONT_logging1Hz,0x381,VCFRONT_currentHorizPositionHCMR,36,36,LITTLE,little_endian,10,JSON_DIRECT,,19
VCFRONT_logging1Hz,0x381,VCFRONT_logging1HzIndex,0,0,LITTLE,little_endian,5,JSON_DIRECT,,
VCFRONT_logging1Hz,0x381,VCFRONT_pumpPowertrainRPMTarget,35,35,LITTLE,little_endian,8,JSON_DIRECT,,25
VCFRONT_logging1Hz,0x381,VCFRONT_radiatorFanRPMTarget,51,51,LITTLE,little_endian,8,JSON_DIRECT,,25
VCFRONT_loggingAndVitals10Hz,0x201,VCFRONT_activeLouverOpenPos,47,47,LITTLE,little_endian,7,JSON_DIRECT,,0
VCFRONT_loggingAndVitals10Hz,0x201,VCFRONT_coolantValveMode,32,32,LITTLE,little_endian,2,JSON_DIRECT,,1
VCFRONT_loggingAndVitals10Hz,0x201,VCFRONT_loggingAndVitals10HzIndex,0,0,LITTLE,little_endian,3,JSON_DIRECT,,
VCFRONT_loggingAndVitals10Hz,0x201,VCFRONT_pumpPowertrainRPMActual,16,16,LITTLE,little_endian,8,JSON_DIRECT,,0
VCFRONT_loggingAndVitals10Hz,0x201,VCFRONT_radiatorFanRPMActual,24,24,LITTLE,little_endian,8,JSON_DIRECT,,0
VCFRONT_sensors,0x321,VCFRONT_tempCoolantBatInlet,0,0,LITTLE,little_endian,10,JSON_DIRECT,,
VCFRONT_sensors,0x321,VCFRONT_tempCoolantPTInlet,10,10,LITTLE,little_endian,11,JSON_DIRECT,,
VCFRONT_status,0x2E1,VCFRONT_anyClosureOpen,49,49,LITTLE,little_endian,1,JSON_DIRECT,,0
VCFRONT_status,0x2E1,VCFRONT_coolantFillRoutineStatus,52,52,LITTLE,little_endian,2,JSON_DIRECT,,3
VCFRONT_status,0x2E1,VCFRONT_frunkLatchStatus,3,3,LITTLE,little_endian,4,JSON_DIRECT,,0
VCFRONT_status,0x2E1,VCFRONT_refrigFillRoutineStatus,54,54,LITTLE,little_endian,2,JSON_DIRECT,,3
VCFRONT_status,0x2E1,VCFRONT_statusIndex,0,0,LITTLE,little_endian,3,JSON_DIRECT,,
VCFRONT_udsResponse,0x601,VCFRONT_udsResponseData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
VCLEFT_alertMatrix,0x360,VCLEFT_a251_seatUncalTrack,14,14,LITTLE,little_endian,1,JSON_DIRECT,,4
VCLEFT_alertMatrix,0x360,VCLEFT_a252_seatUncalBack,15,15,LITTLE,little_endian,1,JSON_DIRECT,,4
VCLEFT_alertMatrix,0x360,VCLEFT_a253_seatUncalTilt,16,16,LITTLE,little_endian,1,JSON_DIRECT,,4
VCLEFT_alertMatrix,0x360,VCLEFT_a254_seatUncalLift,17,17,LITTLE,little_endian,1,JSON_DIRECT,,4
VCLEFT_alertMatrix,0x360,VCLEFT_a306_handleDisconnectedF,9,9,LITTLE,little_endian,1,JSON_DIRECT,,5
VCLEFT_alertMatrix,0x360,VCLEFT_a307_handleDisconnectedR,10,10,LITTLE,little_endian,1,JSON_DIRECT,,5
VCLEFT_alertMatrix,0x360,VCLEFT_matrixIndex,0,0,LITTLE,little_endian,4,JSON_DIRECT,,
VCLEFT_doorStatus,0x102,VCLEFT_frontLatchStatus,14,14,LITTLE,little_endian,4,JSON_DIRECT,,
VCLEFT_doorStatus,0x102,VCLEFT_rearLatchStatus,18,18,LITTLE,little_endian,4,JSON_DIRECT,,
VCLEFT_liftgateStatus,0x142,VCLEFT_liftgateState,3,3,LITTLE,little_endian,4,JSON_DIRECT,,0
VCLEFT_liftgateStatus,0x142,VCLEFT_liftgateStatusIndex,0,0,LITTLE,little_endian,2,JSON_DIRECT,,
VCLEFT_pitchEstimation,0x2D7,VCLEFT_pitchEstimate,27,27,LITTLE,little_endian,10,JSON_DIRECT,,
VCLEFT_pitchEstimation,0x2D7,VCLEFT_pitchEstimateArbitratedState,8,8,LITTLE,little_endian,3,JSON_DIRECT,,
VCLEFT_pitchEstimation,0x2D7,VCLEFT_pitchEstimateOKForAiming,7,7,LITTLE,little_endian,1,JSON_DIRECT,,
VCLEFT_restraintStatus,0x30A,VCLEFT_frontBuckleStatus,3,3,LITTLE,little_endian,2,JSON_DIRECT,,
VCLEFT_restraintStatus,0x30A,VCLEFT_frontOccupancyStatus,0,0,LITTLE,little_endian,3,JSON_DIRECT,,
VCLEFT_restraintStatus,0x30A,VCLEFT_rearCenterOccupancyStatus,8,8,LITTLE,little_endian,2,JSON_DIRECT,,
VCLEFT_restraintStatus,0x30A,VCLEFT_rearLeftOccupancyStatus,5,5,LITTLE,little_endian,2,JSON_DIRECT,,
VCLEFT_restraintStatus,0x30A,VCLEFT_rearRightOccupancyStatus,10,10,LITTLE,little_endian,2,JSON_DIRECT,,
VCLEFT_seatStatus,0x4E2,VCLEFT_frontSeatBackPos,8,8,LITTLE,little_endian,16,JSON_DIRECT,,1
VCLEFT_seatStatus,0x4E2,VCLEFT_frontSeatLiftPos,8,8,LITTLE,little_endian,16,JSON_DIRECT,,2
VCLEFT_seatStatus,0x4E2,VCLEFT_frontSeatTiltPos,8,8,LITTLE,little_endian,16,JSON_DIRECT,,3
VCLEFT_seatStatus,0x4E2,VCLEFT_frontSeatTrackPos,8,8,LITTLE,little_endian,16,JSON_DIRECT,,0
VCLEFT_seatStatus,0x4E2,VCLEFT_seatStatusIndex,0,0,LITTLE,little_endian,3,JSON_DIRECT,,
VCLEFT_switchStatus,0x3C2,VCLEFT_frontBuckleSwitch,48,48,LITTLE,little_endian,2,JSON_DIRECT,,0
VCLEFT_switchStatus,0x3C2,VCLEFT_hornSwitchPressed,2,2,LITTLE,little_endian,1,JSON_DIRECT,,0
VCLEFT_switchStatus,0x3C2,VCLEFT_rearCenterBuckleSwitch,62,62,LITTLE,little_endian,2,JSON_DIRECT,,0
VCLEFT_switchStatus,0x3C2,VCLEFT_rearCenterOccupancySwitch,54,54,LITTLE,little_endian,2,JSON_DIRECT,,0
VCLEFT_switchStatus,0x3C2,VCLEFT_rearLeftBuckleSwitch,52,52,LITTLE,little_endian,2,JSON_DIRECT,,0
VCLEFT_switchStatus,0x3C2,VCLEFT_rearLeftOccupancySwitch,56,56,LITTLE,little_endian,2,JSON_DIRECT,,0
VCLEFT_switchStatus,0x3C2,VCLEFT_rearRightOccupancySwitch,58,58,LITTLE,little_endian,2,JSON_DIRECT,,0
VCLEFT_switchStatus,0x3C2,VCLEFT_switchStatusIndex,0,0,LITTLE,little_endian,1,JSON_DIRECT,,
VCLEFT_udsResponse,0x623,VCLEFT_udsResponseData_H,7,0,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
VCLEFT_udsResponse,0x623,VCLEFT_udsResponseData_L,39,32,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
VCLEFT_windowStatus,0x2C2,VCLEFT_windowCalibratedLF,32,32,LITTLE,little_endian,1,JSON_DIRECT,,0
VCLEFT_windowStatus,0x2C2,VCLEFT_windowCalibratedLR,63,63,LITTLE,little_endian,1,JSON_DIRECT,,0
VCLEFT_windowStatus,0x2C2,VCLEFT_windowPositionLF,22,22,LITTLE,little_endian,9,JSON_DIRECT,,0
VCLEFT_windowStatus,0x2C2,VCLEFT_windowPositionLR,54,54,LITTLE,little_endian,9,JSON_DIRECT,,0
VCLEFT_windowStatus,0x2C2,VCLEFT_windowStatusIndex,0,0,LITTLE,little_endian,1,JSON_DIRECT,,
VCRIGHT_alertMatrix,0x3C0,VCRIGHT_a196_VEHCANOverterminate,19,19,LITTLE,little_endian,1,JSON_DIRECT,,3
VCRIGHT_alertMatrix,0x3C0,VCRIGHT_a198_PRVCANOverterminate,21,21,LITTLE,little_endian,1,JSON_DIRECT,,3
VCRIGHT_alertMatrix,0x3C0,VCRIGHT_a251_seatUncalTrack,14,14,LITTLE,little_endian,1,JSON_DIRECT,,4
VCRIGHT_alertMatrix,0x3C0,VCRIGHT_a252_seatUncalBack,15,15,LITTLE,little_endian,1,JSON_DIRECT,,4
VCRIGHT_alertMatrix,0x3C0,VCRIGHT_a253_seatUncalTilt,16,16,LITTLE,little_endian,1,JSON_DIRECT,,4
VCRIGHT_alertMatrix,0x3C0,VCRIGHT_a254_seatUncalLift,17,17,LITTLE,little_endian,1,JSON_DIRECT,,4
VCRIGHT_alertMatrix,0x3C0,VCRIGHT_a306_handleDisconnectedF,9,9,LITTLE,little_endian,1,JSON_DIRECT,,5
VCRIGHT_alertMatrix,0x3C0,VCRIGHT_a307_handleDisconnectedR,10,10,LITTLE,little_endian,1,JSON_DIRECT,,5
VCRIGHT_alertMatrix,0x3C0,VCRIGHT_matrixIndex,0,0,LITTLE,little_endian,4,JSON_DIRECT,,
VCRIGHT_doorStatus,0x103,VCRIGHT_frontLatchStatus,14,14,LITTLE,little_endian,4,JSON_DIRECT,,
VCRIGHT_doorStatus,0x103,VCRIGHT_rearLatchStatus,18,18,LITTLE,little_endian,4,JSON_DIRECT,,
VCRIGHT_doorStatus,0x103,VCRIGHT_trunkLatchStatus,56,56,LITTLE,little_endian,4,JSON_DIRECT,,
VCRIGHT_seatStatus,0x4E3,VCRIGHT_frontSeatBackPos,8,8,LITTLE,little_endian,16,JSON_DIRECT,,1
VCRIGHT_seatStatus,0x4E3,VCRIGHT_frontSeatLiftPos,8,8,LITTLE,little_endian,16,JSON_DIRECT,,2
VCRIGHT_seatStatus,0x4E3,VCRIGHT_frontSeatTiltPos,8,8,LITTLE,little_endian,16,JSON_DIRECT,,3
VCRIGHT_seatStatus,0x4E3,VCRIGHT_frontSeatTrackPos,8,8,LITTLE,little_endian,16,JSON_DIRECT,,0
VCRIGHT_seatStatus,0x4E3,VCRIGHT_seatStatusIndex,0,0,LITTLE,little_endian,3,JSON_DIRECT,,
VCRIGHT_switchStatus,0x3C3,VCRIGHT_frontBuckleSwitch,40,40,LITTLE,little_endian,2,JSON_DIRECT,,0
VCRIGHT_switchStatus,0x3C3,VCRIGHT_rearCenterBuckleSwitch,44,44,LITTLE,little_endian,2,JSON_DIRECT,,0
VCRIGHT_switchStatus,0x3C3,VCRIGHT_rearRightBuckleSwitch,46,46,LITTLE,little_endian,2,JSON_DIRECT,,0
VCRIGHT_switchStatus,0x3C3,VCRIGHT_switchStatusIndex,0,0,LITTLE,little_endian,1,JSON_DIRECT,,
VCRIGHT_thsStatus,0x383,VCRIGHT_thsDetected,16,16,LITTLE,little_endian,1,JSON_DIRECT,,
VCRIGHT_thsStatus,0x383,VCRIGHT_thsHumidity,17,17,LITTLE,little_endian,7,JSON_DIRECT,,
VCRIGHT_thsStatus,0x383,VCRIGHT_thsSolarLoadInfrared,33,33,LITTLE,little_endian,10,JSON_DIRECT,,
VCRIGHT_thsStatus,0x383,VCRIGHT_thsSolarLoadVisible,43,43,LITTLE,little_endian,10,JSON_DIRECT,,
VCRIGHT_thsStatus,0x383,VCRIGHT_thsTemperature,1,1,LITTLE,little_endian,8,JSON_DIRECT,,
VCRIGHT_udsResponse,0x609,VCRIGHT_udsResponseData_H,7,0,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
VCRIGHT_udsResponse,0x609,VCRIGHT_udsResponseData_L,39,32,BIG,big_endian,32,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
VCRIGHT_windowStatus,0x2C3,VCRIGHT_windowCalibratedRF,32,32,LITTLE,little_endian,1,JSON_DIRECT,,0
VCRIGHT_windowStatus,0x2C3,VCRIGHT_windowCalibratedRR,63,63,LITTLE,little_endian,1,JSON_DIRECT,,0
VCRIGHT_windowStatus,0x2C3,VCRIGHT_windowPositionRF,22,22,LITTLE,little_endian,9,JSON_DIRECT,,0
VCRIGHT_windowStatus,0x2C3,VCRIGHT_windowPositionRR,54,54,LITTLE,little_endian,9,JSON_DIRECT,,0
VCRIGHT_windowStatus,0x2C3,VCRIGHT_windowStatusIndex,0,0,LITTLE,little_endian,1,JSON_DIRECT,,
VCSEC_IsoTpPipeODIN,0x3B9,VCSEC_IsoTpPipeODIN0,0,0,LITTLE,little_endian,8,JSON_DIRECT,,
VCSEC_IsoTpPipeODIN,0x3B9,VCSEC_IsoTpPipeODIN1,8,8,LITTLE,little_endian,8,JSON_DIRECT,,
VCSEC_IsoTpPipeODIN,0x3B9,VCSEC_IsoTpPipeODIN2,16,16,LITTLE,little_endian,8,JSON_DIRECT,,
VCSEC_IsoTpPipeODIN,0x3B9,VCSEC_IsoTpPipeODIN3,24,24,LITTLE,little_endian,8,JSON_DIRECT,,
VCSEC_IsoTpPipeODIN,0x3B9,VCSEC_IsoTpPipeODIN4,32,32,LITTLE,little_endian,8,JSON_DIRECT,,
VCSEC_IsoTpPipeODIN,0x3B9,VCSEC_IsoTpPipeODIN5,40,40,LITTLE,little_endian,8,JSON_DIRECT,,
VCSEC_IsoTpPipeODIN,0x3B9,VCSEC_IsoTpPipeODIN6,48,48,LITTLE,little_endian,8,JSON_DIRECT,,
VCSEC_IsoTpPipeODIN,0x3B9,VCSEC_IsoTpPipeODIN7,56,56,LITTLE,little_endian,8,JSON_DIRECT,,
VCSEC_TPMSConnectionData,0x42A,VCSEC_TPMSSensorState0,0,0,LITTLE,little_endian,3,JSON_DIRECT,,
VCSEC_TPMSConnectionData,0x42A,VCSEC_TPMSSensorState1,14,14,LITTLE,little_endian,3,JSON_DIRECT,,
VCSEC_TPMSConnectionData,0x42A,VCSEC_TPMSSensorState2,28,28,LITTLE,little_endian,3,JSON_DIRECT,,
VCSEC_TPMSConnectionData,0x42A,VCSEC_TPMSSensorState3,42,42,LITTLE,little_endian,3,JSON_DIRECT,,
VCSEC_TPMSStatus,0x23A,VCSEC_TPMSSensorMACAddress0,8,8,LITTLE,little_endian,48,JSON_DIRECT,,0
VCSEC_TPMSStatus,0x23A,VCSEC_TPMSSensorMACAddress1,8,8,LITTLE,little_endian,48,JSON_DIRECT,,1
VCSEC_TPMSStatus,0x23A,VCSEC_TPMSSensorMACAddress2,8,8,LITTLE,little_endian,48,JSON_DIRECT,,2
VCSEC_TPMSStatus,0x23A,VCSEC_TPMSSensorMACAddress3,8,8,LITTLE,little_endian,48,JSON_DIRECT,,3
VCSEC_TPMSStatus,0x23A,VCSEC_TPMSStatusIndex,0,0,LITTLE,little_endian,5,JSON_DIRECT,,
VCSEC_udsResponse,0x60B,VCSEC_udsResponseData,7,0,BIG,big_endian,64,LOCAL_DBC_START_BIT_ADAPTATION,dbc/tesla_model3.dbc,
VC_LVBMS_statusHigh,0x677,VC_LVBMS_MOSState,10,10,LITTLE,little_endian,2,JSON_DIRECT,,4
VC_LVBMS_statusHigh,0x677,VC_LVBMS_packCurrent,3,3,LITTLE,little_endian,22,JSON_DIRECT,,0
VC_LVBMS_statusHigh,0x677,VC_LVBMS_packVoltage,25,25,LITTLE,little_endian,16,JSON_DIRECT,,0
VC_LVBMS_statusHigh,0x677,VC_lvbmsStatusHighIndex,0,0,LITTLE,little_endian,3,JSON_DIRECT,,
VC_LVBMS_statusLow,0x718,VC_LVBMS_SOC,8,8,LITTLE,little_endian,7,JSON_DIRECT,,0
VC_LVBMS_statusLow,0x718,VC_lvbmsStatusLowIndex,0,0,LITTLE,little_endian,3,JSON_DIRECT,,
