can_id,dlc,start_byte,width_bytes,endian,signed,unique_values,range,charge_contrast_score,smoothness,connected_idle_median,charging_median,stopped_connected_median,unplugged_median,unplug_contrast
0x77A,8,1,2,little,True,15,37225,0.488623,0.582888,400.0,9494.5,400.0,400.0,0.0
0x312,8,4,2,little,False,9,39890,0.487754,0.513437,26419.5,37172.0,28468.0,28468.0,0.0
0x312,8,5,2,big,False,8,39931,0.487541,0.513285,26378.5,37136.5,28426.5,28426.5,0.0
0x45A,8,6,2,little,False,20,22012,0.482396,0.011766,21248,10756.5,10883.5,10883.5,0.0
0x45A,8,6,2,little,True,20,22012,0.482396,0.011766,21248,10756.5,10883.5,10883.5,0.0
0x7B8,8,0,2,big,True,109,64059,0.481384,0.639301,-14653.0,-22057.0,1376.0,1344.0,32.0
0x2A4,8,4,2,little,False,116,61460,0.467068,0.999967,24373.0,34652.0,53079,57161,4082
0x243,8,3,2,big,False,16,65466,0.466822,0.564919,19632.0,4352.0,19633.0,32834.0,13201.0
0x2A4,8,5,1,little,False,16,240,0.466667,1.0,95.0,135.0,207,223,16
0x243,8,2,2,little,False,18,65521,0.46611,0.566689,19663.0,4393.0,19663.0,32768.0,13105.0
0x2A4,8,5,2,big,False,50,61569,0.465721,1.0,24573.0,34685.5,53247,57343,4096
0x243,8,3,1,little,False,8,255,0.462745,0.564706,76.0,17.0,76.0,128.0,52.0
0x32A,5,0,2,big,False,44,40448,0.462075,0.987342,20350.0,20350.0,1660,2686,1026
0x32A,5,0,1,little,False,40,158,0.462025,0.987342,79.0,79.0,6,10,4
0x782,8,1,2,little,False,85,1291,0.444229,0.90395,17062.5,17279,16922,17118.0,196.0
0x782,8,1,2,little,True,85,1291,0.444229,0.90395,17062.5,17279,16922,17118.0,196.0
0x301,8,4,2,little,False,8,65535,0.44065,0.885817,29174,29174.0,58052,29174,28878
0x3A1,8,5,2,big,False,24,11474,0.435855,0.105979,5241.0,5241.0,10242,5241.0,5001.0
0x3A1,8,5,2,big,True,24,11474,0.435855,0.105979,5241.0,5241.0,10242,5241.0,5001.0
0x2A4,8,1,2,big,False,113,63680,0.420069,0.998995,51132.0,42942.0,24382,22397,1985
0x2A4,8,1,1,little,False,35,248,0.419355,1.0,199.0,167.0,95,87,8
0x2A4,8,0,2,little,False,152,63522,0.417887,0.999984,51095.0,42975.5,24550,22453,2097
0x2C4,8,4,2,little,False,184,65535,0.417433,0.85861,4097.0,18287.5,5121.5,4097.0,1024.5
0x2C4,8,5,1,little,False,88,255,0.415686,0.858824,16.0,71.0,20.0,16.0,4.0
0x782,8,0,2,little,False,96,62458,0.414759,0.739729,36917.0,27680,44348,39135.5,5212.5
0x782,8,1,1,little,False,76,244,0.413934,0.739754,144.0,108,173,152.5,20.5
0x782,8,1,2,big,False,85,62465,0.413864,0.739758,36931.0,27716,44353,39105.0,5248.0
0x2C4,8,5,2,big,False,218,65471,0.411083,0.855768,4224.0,18177.0,5216.0,4224.0,992.0
0x312,8,5,2,big,True,8,50197,0.408311,0.081599,-6389.5,4882.5,-4341.5,-4341.5,0.0
0x312,8,4,2,little,True,9,50224,0.407763,0.081575,-6348.5,4915.5,-4300.0,-4300.0,0.0
0x2A4,8,0,2,big,False,152,65287,0.406697,0.999877,38855.0,60879.0,56351,46423,9928
0x2A4,8,0,1,little,False,84,255,0.403922,1.0,151.0,237.0,220,181,39
0x39A,8,0,2,little,False,286,64576,0.401953,0.164628,65021.0,65021,39064.5,65020.5,25956.0
0x39A,8,1,1,little,False,27,252,0.400794,0.166667,253.0,253,152.0,253.0,101.0
0x39A,8,1,2,big,False,225,64551,0.400536,0.167201,65021.0,65021,39166.0,65021.0,25855.0
0x364,4,1,2,little,True,60,64512,0.396825,1.0,22146.0,19064.0,-3454,-2942,512
0x364,4,2,2,big,True,52,64512,0.396825,1.0,22047.0,18975.0,-3553,-3041,512
0x798,8,1,1,little,False,33,244,0.393443,0.782787,148.0,116.0,52.0,162.0,110.0
0x798,8,1,2,big,False,34,62544,0.392939,0.783161,37968.0,29776.0,13392.0,41480.0,28088.0
0x798,8,0,2,little,False,111,62630,0.392528,0.781047,38051.0,29851.0,13467.0,41528.0,28061.0
0x348,8,4,2,big,True,230,65280,0.390196,0.996078,-11384.0,-17528.0,1800,24584,22784
0x348,8,3,2,little,True,352,65281,0.39019,0.996078,-11388.0,-17531.0,1798,24582,22784
0x201,8,1,2,big,True,12,35073,0.384797,0.62253,-12288,-5540.0,-12288.0,-12288,0.0
0x201,8,0,2,little,True,25,34920,0.381157,0.632503,-12285,-5630.0,-12285.0,-12285,0.0
0x22B,8,5,1,little,False,26,255,0.376471,1.0,159.0,255.0,255,255.0,0.0
0x2C4,8,2,1,little,False,93,255,0.376471,0.882353,3.0,65.0,31.0,3.0,28.0
0x22B,8,4,2,little,False,70,65535,0.375006,1.0,40959.0,65535.0,65535,65535.0,0.0
0x22B,8,5,2,big,False,50,65535,0.375006,1.0,40959.0,65535.0,65535,65535.0,0.0
0x2C4,8,1,2,little,False,178,65535,0.374533,0.882887,768.0,16686.0,8059.0,769.0,7290.0
0x2C4,8,2,2,big,False,320,65535,0.373724,0.881987,978.0,16736.0,8002.0,978.0,7024.0
0x38B,8,5,2,big,False,9,49152,0.333435,1.0,32810.0,32805.0,16421,16421,0
0x38B,8,4,2,little,False,115,49400,0.332692,0.999838,32885.0,32904.0,16488,16480,8
0x32A,5,0,2,big,True,44,56832,0.328864,0.990991,20350.0,18302.0,1660,2686,1026
0x2F1,8,3,1,little,False,15,208,0.326923,0.653846,72.0,34.0,64.0,34.0,30.0
0x332,6,3,2,little,False,9,32385,0.326092,0.450579,27206.5,25798.5,34951,34951,0
0x2C4,8,6,1,little,False,70,255,0.32549,0.74902,11.0,53.0,12.0,12.0,0.0
0x332,6,4,1,little,False,9,126,0.325397,0.452381,106.0,100.5,136,136,0
0x2C4,8,6,2,big,False,82,65343,0.325207,0.749262,2816.0,13569.0,3072.0,3072.0,0.0
0x332,6,0,2,little,False,17,6477,0.324919,0.363749,4632.5,4660.5,2584,2584,0
0x332,6,0,2,little,True,17,6477,0.324919,0.363749,4632.5,4660.5,2584,2584,0
0x2F1,8,2,2,little,False,45,53248,0.324519,0.653846,18432.0,8768.0,16384.0,8768.0,7616.0
0x3A1,8,3,2,big,False,50,51006,0.324315,0.351331,19103.0,13727.5,2561,15263.5,12702.5
0x3A1,8,2,2,little,False,49,50995,0.324296,0.351407,19110.5,13734.5,2573,15270.5,12697.5
0x3A1,8,3,1,little,False,49,199,0.324121,0.351759,74.5,53.5,10,59.5,49.5
0x332,6,4,2,big,False,21,32242,0.324096,0.454779,27176.5,25771.5,34816,34816,0
0x2A4,8,0,2,little,True,152,63506,0.323544,0.999984,-14441.0,-11.0,6106,22453,16347
0x2C4,8,5,2,little,False,218,65519,0.323387,0.74963,2928.0,13662.0,3208.0,3192.0,16.0
0x2E3,7,1,2,little,False,20,25170,0.323202,0.219925,0,4067.5,8135,0,8135
0x2E3,7,1,2,little,True,20,25170,0.323202,0.219925,0,4067.5,8135,0,8135
0x332,6,1,2,big,False,14,6413,0.320989,0.36083,4742.5,4748.5,2696,2696,0
0x332,6,1,2,big,True,14,6413,0.320989,0.36083,4742.5,4748.5,2696,2696,0
0x264,6,0,2,big,True,171,65280,0.320772,1.0,14080.0,5914.0,18688.0,14592.0,4096.0
0x2A4,8,1,2,big,True,113,63552,0.320273,0.998993,-14404.0,-130.0,5950,22397,16447
0x2F1,8,3,2,big,False,24,53249,0.318504,0.653778,18436.0,8932.0,16388.0,8916.0,7472.0
0x2E3,7,2,1,little,False,10,98,0.316327,0.22449,0,15.5,31,0,31
0x38B,8,4,2,big,False,115,64768,0.313241,0.968379,35200.0,41088.0,26688,24640,2048
0x2E3,7,2,2,big,False,25,25088,0.312659,0.22441,92,4017.0,7936,102,7834
0x2E3,7,2,2,big,True,25,25088,0.312659,0.22441,92,4017.0,7936,102,7834
0x38B,8,4,1,little,False,88,253,0.312253,0.968379,137.0,160.0,104,96,8
0x38B,8,3,2,little,False,88,64768,0.312253,0.968379,35087.0,40975.0,26639,24591,2048
0x38B,8,3,2,big,False,88,253,0.312253,0.968379,3977.0,4000.0,3944,3936,8
0x38B,8,3,2,big,True,88,253,0.312253,0.968379,3977.0,4000.0,3944,3936,8
0x3DD,8,2,1,little,False,32,234,0.307692,0.34188,92.0,20.0,20,31,11
0x343,8,3,2,big,True,8,53249,0.307687,0.769216,20127.0,3743.0,3743.0,3743.0,0.0
0x343,8,2,2,little,True,26,53264,0.307525,0.769225,20056.0,3680.0,3676.0,3676.0,0.0
0x3DD,8,2,2,big,False,50,60097,0.306821,0.341814,23713.0,5277.0,5280,7984,2704
0x3DD,8,1,2,little,False,50,60114,0.306784,0.341035,23721.0,5283.0,5287,7938,2651
0x77A,8,1,2,little,False,15,50590,0.305999,0.011484,33459.0,41162.5,33385.5,31923.0,1462.5
0x77A,8,2,1,little,False,10,198,0.305556,0.010101,130.5,160.5,130.0,124.5,5.5
0x77A,8,2,2,big,False,10,50781,0.304996,0.010083,33454.5,41134.5,33326.5,31918.5,1408.0
0x3D2,8,0,1,little,False,14,28,0.285714,1.0,62.0,68.0,70,78,8
0x3D2,8,0,2,little,False,14,28,0.285714,1.0,14142.0,14148.0,14150,14158,8
0x3D2,8,0,2,little,True,14,28,0.285714,1.0,14142.0,14148.0,14150,14158,8
0x3D2,8,0,2,big,False,14,7168,0.285714,1.0,15927.0,17463.0,17975,20023,2048
0x3D2,8,0,2,big,True,14,7168,0.285714,1.0,15927.0,17463.0,17975,20023,2048
0x383,8,6,2,big,True,37,57348,0.285712,1.0,-8095.0,96.0,-8098,8286.0,16384.0
0x383,8,5,2,little,True,47,57376,0.285555,1.0,-8080.0,112.0,-8080,8320.0,16400.0
0x77A,8,0,2,big,False,15,57612,0.285236,0.284975,20713.5,28930.0,20713.5,20713.5,0.0
0x3A2,8,0,2,big,True,18,61440,0.27347,0.659863,-24443.0,-11737.0,-7641,-3545,4096
0x39A,8,0,2,big,True,286,29462,0.265902,0.530446,1918.0,-515,4886.0,-515.0,5401.0
0x37D,8,5,2,big,True,14,8065,0.261872,0.746063,0.0,0.0,2112,2048,64
0x261,8,4,2,little,False,21,7296,0.255757,0.743832,18916,17982.0,17050.0,17050,0.0
0x261,8,4,2,little,True,21,7296,0.255757,0.743832,18916,17982.0,17050.0,17050,0.0
0x3F2,8,0,2,little,True,93,64256,0.251136,0.597625,4098.0,3842.0,19723,2052,17671
0x324,8,0,2,little,False,351,65443,0.250821,0.984826,39705.5,35403.5,47516,27479,20037
0x3A2,8,2,2,big,True,8,32775,0.249947,0.648207,8192.0,8192.0,0,0,0
0x37D,8,4,2,little,True,8,8194,0.249939,0.750061,0.0,0.0,2048,2048,0
0x324,8,1,1,little,False,237,255,0.24902,0.984314,154.5,138.0,185,107,78
0x324,8,1,2,big,False,352,65276,0.249012,0.984313,39801.5,35580.5,47614,27392,20222
0x3F2,8,1,2,big,True,93,64256,0.248592,0.598279,4267.5,4012.0,19730,2210,17520
0x3A2,8,1,2,little,True,12,32896,0.248328,0.64558,8208.0,8208.0,39,40,1
0x252,8,0,2,big,True,29,8449,0.24784,1.0,0.0,1047.0,0.0,0.0,0.0
0x712,8,1,2,little,True,56,22742,0.247648,0.842406,-17366.0,-13782.0,-11734.0,-10198.0,1536.0
0x712,8,2,2,big,True,56,22774,0.2473,0.842628,-17398.0,-13814.0,-11766.0,-10230.0,1536.0
0x324,8,0,2,big,True,351,65299,0.237576,0.874608,-3710.5,-4767.5,9689,-1205,10894
0x318,8,2,1,little,False,60,59,0.237288,1.0,38.0,29.5,24.0,32.0,8.0
0x318,8,1,2,little,False,60,15104,0.237288,1.0,9737.0,7561.0,6153.0,8201.0,2048.0
0x318,8,1,2,little,True,60,15104,0.237288,1.0,9737.0,7561.0,6153.0,8201.0,2048.0
0x318,8,1,2,big,False,60,59,0.237288,1.0,2342.0,2333.5,2328.0,2336.0,8.0
0x318,8,1,2,big,True,60,59,0.237288,1.0,2342.0,2333.5,2328.0,2336.0,8.0
0x318,8,2,2,little,False,60,59,0.237288,1.0,1318.0,1309.5,1304.0,1312.0,8.0
0x318,8,2,2,little,True,60,59,0.237288,1.0,1318.0,1309.5,1304.0,1312.0,8.0
0x318,8,2,2,big,False,60,15104,0.237288,1.0,9733.0,7557.0,6149.0,8197.0,2048.0
0x318,8,2,2,big,True,60,15104,0.237288,1.0,9733.0,7557.0,6149.0,8197.0,2048.0
0x23E,8,3,2,big,False,111,20976,0.231884,1.0,54266.0,49402.0,49402,57338,7936
0x23E,8,3,2,big,True,111,20976,0.231884,1.0,-11270.0,-16134.0,-16134,-8198,7936
0x23E,8,3,1,little,False,30,82,0.231707,1.0,211.0,192.0,192,223,31
0x23E,8,2,2,little,False,45,21034,0.231245,1.0,54074.0,49210.0,49210,57146,7936
0x23E,8,2,2,little,True,45,21034,0.231245,1.0,-11462.0,-16326.0,-16326,-8390,7936
0x2B4,6,2,2,big,False,28,65279,0.227454,1.0,55053.0,64525.0,59149.0,57613.0,1536.0
0x2B4,6,2,1,little,False,28,255,0.227451,1.0,215.0,252.0,231.0,225.0,6.0
0x2B4,6,1,2,little,False,28,65280,0.227451,1.0,55045.0,64517.0,59141.0,57605.0,1536.0
0x2B4,6,1,2,big,False,28,255,0.227451,1.0,1495.0,1532.0,1511.0,1505.0,6.0
0x2B4,6,1,2,big,True,28,255,0.227451,1.0,1495.0,1532.0,1511.0,1505.0,6.0
0x359,8,0,1,little,False,26,199,0.226131,0.994975,16.0,16.0,61.0,16.0,45.0
0x359,8,0,2,big,False,26,51007,0.224146,0.994903,4183.0,4183.0,15616.0,4183.0,11433.0
0x38B,8,3,2,little,True,88,64768,0.221344,0.968379,-5873.0,-7025.0,6159,14351,8192
0x38B,8,4,2,big,True,115,64832,0.219151,0.968411,-5888.0,-6944.0,6208,14400,8192
0x352,8,3,2,little,False,21,22477,0.216399,0.148396,19712.0,22020.5,24576,24576,0
0x352,8,3,2,little,True,21,22477,0.216399,0.148396,19712.0,22020.5,24576,24576,0
0x261,8,5,2,big,False,48,7390,0.213532,0.769147,18714,17925.0,17136.0,17136,0.0
0x261,8,5,2,big,True,48,7390,0.213532,0.769147,18714,17925.0,17136.0,17136,0.0
0x3F2,8,5,2,little,False,27,62659,0.208166,0.719817,32035.5,32038.0,18997,45084,26087
0x264,6,0,1,little,False,159,255,0.207843,1.0,55.0,38.0,74.0,57.0,17.0
0x264,6,0,2,big,False,171,65279,0.20705,1.0,14080.0,9754.0,18944.0,14592.0,4352.0
0x3F2,8,4,2,big,False,50,61520,0.20317,0.931567,4144.0,12464.0,8285,12464,4179
0x3F2,8,4,1,little,False,16,240,0.2,0.933333,16.0,48.0,32,48,16
0x2C4,8,3,1,little,False,107,255,0.2,0.921569,47.0,66.0,34.0,34.0,0.0
0x3F2,8,3,2,little,False,36,61446,0.199492,0.932884,4152.0,12312.0,8214,12312,4098
0x2E1,8,4,2,little,True,59,46446,0.198564,0.450609,1048.5,10271,10271,1048.5,9222.5
0x2E1,8,5,2,big,True,35,46429,0.198087,0.447996,1043.0,10240,10240,1043.0,9197.0
0x712,8,5,2,little,True,94,20726,0.197626,0.740616,-9462.0,-6902.0,-5366.0,-4086.0,1280.0
0x712,8,6,2,big,True,74,20726,0.197626,0.740616,-9462.0,-6902.0,-5366.0,-4086.0,1280.0
0x234,8,0,2,little,False,21,20769,0.197337,0.591844,49320.0,53418.0,53417.5,53417.5,0.0
0x234,8,0,2,little,True,21,20769,0.197337,0.591844,-16216.0,-12118.0,-12118.5,-12118.5,0.0
0x2C4,8,2,2,little,False,320,65535,0.196765,0.920775,12037.0,16927.0,8922.0,8857.0,65.0
0x2C4,8,3,2,big,False,251,65535,0.19472,0.921813,12201.0,16898.0,8834.0,8834.0,0.0
0x201,8,5,2,little,False,9,53268,0.192235,0.73087,32768,43008.0,43008.0,47104,4096.0
0x201,8,4,2,big,False,8,6691,0.191302,0.617397,4096,2816.0,2816.0,1536,1280.0
0x201,8,4,2,big,True,8,6691,0.191302,0.617397,4096,2816.0,2816.0,1536,1280.0
0x712,8,3,2,little,True,79,20224,0.189873,0.797963,-4342.0,-2294.0,-502.0,0.0,502.0
0x712,8,4,2,big,True,79,20225,0.189864,0.797973,-4342.0,-2294.0,-502.0,0.0,502.0
0x261,8,0,2,little,True,29,24719,0.186618,0.554958,4096,6402.5,8709.0,8709,0.0
0x798,8,0,2,big,False,111,64387,0.185426,0.526209,51671.0,39764.0,39732.0,37876.0,1856.0
0x798,8,0,1,little,False,50,252,0.18254,0.527778,201.0,155.0,155.0,147.0,8.0
0x343,8,3,2,little,False,8,352,0.181818,0.863636,40782.0,40718.0,40718.0,40718.0,0.0
0x343,8,3,2,little,True,8,352,0.181818,0.863636,-24754.0,-24818.0,-24818.0,-24818.0,0.0
0x261,8,1,2,big,True,321,24835,0.179062,0.564808,4257,6480.0,8704.0,8958,254.0
0x3DD,8,0,1,little,False,37,242,0.173554,0.409091,72.0,65.0,100,100,0
0x3DD,8,0,2,big,False,54,61964,0.173028,0.405897,18602.5,16826.0,25771,25771,0
0x798,8,1,2,big,True,34,61658,0.170197,0.780045,-10494.0,0.0,0.0,-2993.0,2993.0
0x798,8,0,2,little,True,111,61625,0.16714,0.777606,-10295.0,5.0,5.0,-2925.0,2930.0
0x52F,8,6,2,little,True,352,49398,0.166403,0.666991,-8066.0,-8065.0,154,78,76
0x52F,8,6,2,little,False,352,49405,0.16386,0.667038,24726.5,24705.0,16631,16636,5
0x7B8,8,1,2,big,False,41,64788,0.16253,0.739072,28479.0,30817.0,22625.0,30817.0,8192.0
0x7B8,8,1,1,little,False,30,253,0.162055,0.73913,111.0,120.0,88.0,120.0,32.0
0x7B8,8,0,2,little,False,109,64916,0.161455,0.738339,28603.0,30876.0,22668.0,30868.0,8200.0
0x319,8,0,2,big,False,21,7935,0.14518,0.967738,7040.0,8064.0,8192,8192,0
0x319,8,0,2,big,True,21,7935,0.14518,0.967738,7040.0,8064.0,8192,8192,0
0x319,8,0,1,little,False,21,31,0.145161,0.967742,27.5,31.5,32,32,0
0x324,8,0,2,big,False,351,65145,0.140456,0.874311,37296.0,37529.5,28613,34655,6042
0x70B,8,5,2,little,False,8,61956,0.140188,0.313836,10740.5,10740.5,2055,2055,0
0x324,8,0,1,little,False,194,255,0.139216,0.87451,145.5,146.0,111,135,24
0x372,8,0,2,little,False,187,64770,0.134538,0.723313,12813.0,4099.0,4099,4099,0
0x372,8,1,1,little,False,161,253,0.134387,0.72332,50.0,16.0,16,16,0
0x372,8,1,2,big,False,354,64882,0.134105,0.725178,12800.0,4103.0,4107,4107,0
0x261,8,4,2,big,True,21,32740,0.13288,0.234301,-7095,-11317.5,-11189.5,-7351,3838.5
0x261,8,3,2,little,True,33,32844,0.132505,0.236208,-7168,-11392.0,-11264.0,-7424,3840.0
0x752,8,5,2,big,False,44,49417,0.130643,0.668454,5120.0,8348.0,5120,5120,0
0x45A,8,6,1,little,False,17,23,0.130435,0.73913,0,2.0,3.0,3.5,0.5
0x752,8,5,1,little,False,37,193,0.129534,0.668394,20.0,32.5,20,20,0
0x752,8,4,2,little,False,48,49476,0.129497,0.66891,5120.0,8323.5,5120,5120,0
0x324,8,1,2,big,True,352,65282,0.129438,0.984314,-7431.0,-2435.5,-5890,5376,11266
0x324,8,0,2,little,True,351,65264,0.129313,0.984785,-7652.5,-2572.0,-5931,5464,11395
0x45A,8,5,2,little,False,21,5816,0.12543,0.748453,75,549.0,804.5,933.0,128.5
0x45A,8,5,2,little,True,21,5816,0.12543,0.748453,75,549.0,804.5,933.0,128.5
0x45A,8,6,2,big,False,20,5805,0.125151,0.749699,84,554.5,810.5,939.0,128.5
0x45A,8,6,2,big,True,20,5805,0.125151,0.749699,84,554.5,810.5,939.0,128.5
0x22B,8,0,2,little,False,71,65535,0.125032,1.0,57344.0,65535.0,65532,65520.0,12.0
0x22B,8,0,2,little,True,71,65535,0.124987,1.0,-8192.0,-1.0,-1,-1.0,0.0
0x39A,8,3,2,big,True,52,64768,0.122545,0.711432,-515.0,-515,7422.0,-515.0,7937.0
0x22B,8,1,2,big,True,77,65265,0.121597,1.0,-7937.0,-1.0,-1,-1.0,0.0
0x22B,8,1,1,little,False,16,255,0.121569,1.0,224.0,255.0,255,255.0,0.0
0x3C4,8,3,2,little,True,11,46592,0.121416,0.637298,5916.0,5916.0,11573.0,11573,0.0
0x3C4,8,4,2,big,True,11,46698,0.121301,0.640413,5920.5,5920.5,11585.0,11585,0.0
0x22B,8,1,2,big,False,77,65535,0.121096,1.0,57599.0,65535.0,65535,65535.0,0.0
0x39A,8,2,2,little,True,312,64536,0.121033,0.710394,-515.0,-515,7296.0,-515.0,7811.0
0x2E1,8,2,2,big,False,116,61897,0.115046,0.721344,8145.0,15266,15266,8145.0,7121.0
0x2E1,8,1,2,little,False,22,61721,0.114912,0.718443,8149.5,15242,15242,8149.5,7092.5
0x2E1,8,2,1,little,False,19,241,0.114108,0.717842,31.5,59,59,31.5,27.5
0x3A1,8,2,2,little,True,49,65024,0.111813,0.540154,-4697.5,2573.0,2573,2573.0,0.0
0x3A1,8,3,2,big,True,50,65024,0.111743,0.540308,-4705.0,2561.0,2561,2561.0,0.0
0x261,8,3,2,little,False,33,61952,0.11065,0.595074,39625,36197.5,32770.0,32770,0.0
0x2C4,8,0,2,big,False,153,63487,0.110479,0.866933,6016.0,9341.0,5652.0,6016.0,364.0
0x252,8,0,2,big,False,29,65302,0.110471,1.0,0.0,3607.0,0.0,0.0,0.0
0x2F9,8,3,2,big,False,8,9319,0.109883,0.780234,6144.0,5120.0,5120.0,5120.0,0.0
0x2F9,8,3,2,big,True,8,9319,0.109883,0.780234,6144.0,5120.0,5120.0,5120.0,0.0
0x252,8,0,1,little,False,28,255,0.109804,1.0,0.0,14.0,0.0,0.0,0.0
0x2C4,8,0,1,little,False,77,247,0.109312,0.866397,23.0,36.0,22.0,23.0,1.0
0x372,8,4,2,little,False,59,63488,0.108241,0.617188,64.0,3500.0,64,64,0
0x261,8,4,1,little,False,21,242,0.107438,0.595041,154,141.0,128.0,128,0.0
0x726,3,0,1,little,False,15,14,0.107143,0.928571,7.5,7.0,8,6,2
0x726,3,0,2,little,False,15,14,0.107143,0.928571,7.5,7.0,8,6,2
0x726,3,0,2,little,True,15,14,0.107143,0.928571,7.5,7.0,8,6,2
0x726,3,0,2,big,False,15,3584,0.107143,0.928571,1920.0,1792.0,2048,1536,512
0x726,3,0,2,big,True,15,3584,0.107143,0.928571,1920.0,1792.0,2048,1536,512
0x37D,8,3,2,little,True,10,1028,0.107004,0.893969,108.0,109.0,218,218,0
0x261,8,4,2,big,False,21,61961,0.107003,0.595407,39490,36175.0,32860.0,32860,0.0
0x3B2,8,2,2,little,False,164,65535,0.106775,0.702419,12639.5,6916.0,8190.0,7685,505.0
0x261,8,0,2,big,True,29,61024,0.106343,0.827412,12544,12544.0,6054.5,10795,4740.5
0x3B2,8,3,2,big,False,221,65535,0.105356,0.699458,12628.0,6971.0,8218.5,7808,410.5
0x372,8,5,1,little,False,16,248,0.104839,0.620968,0.0,13.0,0,0,0
0x3B2,8,3,1,little,False,103,255,0.103922,0.701961,49.0,27.0,31.5,30,1.5
0x3F2,8,0,2,big,False,93,3067,0.101402,0.907727,1353.0,1548.5,1433,1674,241
0x3F2,8,0,2,big,True,93,3067,0.101402,0.907727,1353.0,1548.5,1433,1674,241
0x682,8,6,2,little,False,16,61424,0.100417,0.933055,32600.0,30544,34656,30544.0,4112.0
0x682,8,6,2,little,True,16,61424,0.100417,0.933055,-40.0,2016,-2096,2016.0,4112.0
0x682,8,6,2,big,False,16,61424,0.100417,0.933055,30879.0,28823,32935,28823.0,4112.0
0x682,8,6,2,big,True,16,61424,0.100417,0.933055,-2017.0,39,-4073,39.0,4112.0
0x789,4,2,2,big,False,16,61424,0.100417,0.933055,30943.0,28887,32999.0,28887.0,4112.0
0x789,4,2,2,big,True,16,61424,0.100417,0.933055,-1953.0,103,-4009.0,103.0,4112.0
0x129,8,1,1,little,False,16,15,0.1,0.933333,39.5,39,40.0,40.0,0.0
0x38B,8,2,1,little,False,16,120,0.1,0.933333,67.0,63.0,71,71,0
0x38B,8,1,2,little,False,16,30720,0.1,0.933333,17406.0,16382.0,18430,18430,0
0x38B,8,1,2,little,True,16,30720,0.1,0.933333,17406.0,16382.0,18430,18430,0
0x38B,8,1,2,big,False,16,120,0.1,0.933333,65091.0,65087.0,65095,65095,0
0x38B,8,1,2,big,True,16,120,0.1,0.933333,-445.0,-449.0,-441,-441,0
0x38B,8,2,2,little,False,16,120,0.1,0.933333,3907.0,3903.0,3911,3911,0
0x38B,8,2,2,little,True,16,120,0.1,0.933333,3907.0,3903.0,3911,3911,0
0x38B,8,2,2,big,False,16,30720,0.1,0.933333,17167.0,16143.0,18191,18191,0
0x38B,8,2,2,big,True,16,30720,0.1,0.933333,17167.0,16143.0,18191,18191,0
0x39D,5,1,1,little,False,16,15,0.1,0.933333,87.5,87.0,88,88,0
0x39D,5,0,2,little,False,24,3855,0.1,0.933333,22623.5,22495.0,22752,22752,0
0x39D,5,0,2,little,True,24,3855,0.1,0.933333,22623.5,22495.0,22752,22752,0
0x39D,5,1,2,big,False,24,3840,0.1,0.933333,22593.0,22465.0,22721,22721,0
0x39D,5,1,2,big,True,24,3840,0.1,0.933333,22593.0,22465.0,22721,22721,0
0x682,8,6,1,little,False,16,240,0.1,0.933333,120.0,112,128,112.0,16.0
0x682,8,7,1,little,False,16,240,0.1,0.933333,127.0,119,135,119.0,16.0
0x682,8,5,2,little,False,16,61440,0.1,0.933333,30722.0,28674,32770,28674.0,4096.0
0x682,8,5,2,little,True,16,61440,0.1,0.933333,-2046.0,2,-4094,2.0,4096.0
0x682,8,5,2,big,False,16,240,0.1,0.933333,632.0,624,640,624.0,16.0
0x682,8,5,2,big,True,16,240,0.1,0.933333,632.0,624,640,624.0,16.0
0x789,4,2,1,little,False,16,240,0.1,0.933333,120.0,112,128.0,112.0,16.0
0x789,4,1,2,little,False,16,61440,0.1,0.933333,30737.0,28689,32785.0,28689.0,4096.0
0x789,4,1,2,little,True,16,61440,0.1,0.933333,-2031.0,17,-4079.0,17.0,4096.0
0x789,4,1,2,big,False,16,240,0.1,0.933333,4472.0,4464,4480.0,4464.0,16.0
0x789,4,1,2,big,True,16,240,0.1,0.933333,4472.0,4464,4480.0,4464.0,16.0
0x330,8,0,1,little,False,8,10,0.1,0.8,15.0,15.0,16.0,16.0,0.0
