case,contrast,can_id,field,a_value,b_value,a_purity,b_purity,a_samples,b_samples,score
ac_charge,charging_vs_unplugged_pre,0x228,B7.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x22A,B2.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x22A,B2.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x232,B0.b6,0,1,1.0,1.0,104,25,100.0
ac_charge,charging_vs_unplugged_pre,0x232,B1.b1,1,0,1.0,1.0,104,25,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B0.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B1.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B2.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B2.b3,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B2.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B3.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B4.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B4.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B5.b1,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x241,B5.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x24A,B0.b1,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B1.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B1.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B1.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B2.b2,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B2.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B3.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B3.b1,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B4.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B4.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B4.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B4.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B4.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B5.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B6.b1,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B6.b2,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x252,B6.b3,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B0.b2,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B0.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B1.b6,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B1.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B2.b3,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B2.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B3.b1,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B3.b3,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B3.b4,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B3.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B3.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x25D,B5.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x262,B5.b6,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x262,B6.b6,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B1.b3,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B1.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B2.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B2.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B2.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B3.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B4.b5,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B4.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B4.b7,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x264,B5.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x282,B5.b4,1,0,1.0,1.0,1049,250,100.0
ac_charge,charging_vs_unplugged_pre,0x288,B3.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x288,B3.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x288,B5.b7,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x288,B7.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x288,B7.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x292,B6.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2A4,B2.b1,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x2A4,B4.b6,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x2A7,B5.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2A8,B5.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2AA,B0.b3,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2AA,B0.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2AA,B2.b3,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2C7,B6.b0,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2C7,B6.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B0.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B2.b0,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B2.b1,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B2.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B2.b3,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B4.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B4.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B5.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B5.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B6.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B6.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B6.b3,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B6.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D2,B6.b7,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2D3,B0.b1,0,1,1.0,1.0,211,50,100.0
ac_charge,charging_vs_unplugged_pre,0x2D3,B0.b2,1,0,1.0,1.0,211,50,100.0
ac_charge,charging_vs_unplugged_pre,0x2D3,B5.b1,1,0,1.0,1.0,211,50,100.0
ac_charge,charging_vs_unplugged_pre,0x2D3,B7.b0,0,1,1.0,1.0,211,50,100.0
ac_charge,charging_vs_unplugged_pre,0x2E8,B5.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2EC,B0.b3,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2EC,B0.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2EC,B2.b3,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2F2,B0.b4,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2F2,B0.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x2F2,B0.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x318,B5.b2,0,1,1.0,1.0,1049,250,100.0
ac_charge,charging_vs_unplugged_pre,0x318,B5.b3,1,0,1.0,1.0,1049,250,100.0
ac_charge,charging_vs_unplugged_pre,0x324,B2.b2,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x32A,B2.b7,0,1,1.0,1.0,21,5,100.0
ac_charge,charging_vs_unplugged_pre,0x32A,B3.b0,0,1,1.0,1.0,21,5,100.0
ac_charge,charging_vs_unplugged_pre,0x32A,B3.b1,0,1,1.0,1.0,21,5,100.0
ac_charge,charging_vs_unplugged_pre,0x32A,B3.b2,0,1,1.0,1.0,21,5,100.0
ac_charge,charging_vs_unplugged_pre,0x32A,B3.b3,0,1,1.0,1.0,21,5,100.0
ac_charge,charging_vs_unplugged_pre,0x333,B1.b4,0,1,1.0,1.0,210,50,100.0
ac_charge,charging_vs_unplugged_pre,0x333,B1.b5,1,0,1.0,1.0,210,50,100.0
ac_charge,charging_vs_unplugged_pre,0x348,B3.b0,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B0.b2,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B0.b3,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B0.b4,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B0.b5,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B1.b1,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B1.b3,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B1.b4,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B1.b5,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B1.b6,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B1.b7,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x364,B2.b1,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x383,B0.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x383,B2.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x383,B2.b3,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x3D2,B0.b4,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x3D2,B0.b5,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x3D2,B0.b6,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x401,B3.b0,1,0,1.0,1.0,3779,900,100.0
ac_charge,charging_vs_unplugged_pre,0x41D,B0.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x43D,B0.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x43D,B0.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x43D,B0.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x43D,B1.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x43D,B5.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x43D,B5.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x472,B4.b4,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x49D,B6.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x528,B2.b1,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x528,B2.b2,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x52F,B4.b5,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x52F,B4.b6,0,1,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x52F,B4.b7,1,0,1.0,1.0,105,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x212,B1.b3,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B0.b3,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B0.b6,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B2.b0,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B2.b1,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B2.b2,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B2.b4,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B2.b5,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B3.b5,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B6.b4,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x228,B3.b0,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x228,B3.b1,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x228,B5.b7,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x228,B7.b0,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x228,B7.b1,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B0.b6,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B1.b6,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B1.b7,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B2.b3,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B2.b4,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B3.b1,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B3.b3,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B3.b4,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B3.b5,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B3.b7,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x288,B3.b0,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x288,B3.b1,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x288,B5.b7,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x288,B7.b0,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x288,B7.b1,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x292,B2.b4,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x292,B2.b5,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x292,B2.b6,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2A4,B5.b7,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2A4,B6.b7,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2A8,B5.b7,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2AA,B0.b3,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2AA,B0.b6,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2AA,B2.b3,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2D3,B0.b0,1,0,1.0,1.0,80,50,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2E8,B5.b7,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2EC,B0.b3,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2EC,B0.b6,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x2EC,B2.b3,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x318,B5.b1,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x324,B2.b1,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x32A,B0.b6,1,0,1.0,1.0,8,5,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x32A,B0.b7,0,1,1.0,1.0,8,5,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x364,B2.b1,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x364,B2.b5,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x383,B2.b1,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x383,B7.b0,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x383,B7.b1,0,1,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x38B,B4.b0,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x38B,B4.b2,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x38B,B6.b0,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x38B,B6.b1,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x38B,B6.b2,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x38B,B6.b3,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x38D,B0.b6,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x38D,B0.b7,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x43D,B0.b0,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x43D,B5.b5,1,0,1.0,1.0,400,250,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x528,B2.b0,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x528,B2.b1,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x528,B2.b2,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x528,B3.b7,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x52F,B4.b3,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x52F,B4.b4,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x52F,B4.b5,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x52F,B4.b6,0,1,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x52F,B4.b7,1,0,1.0,1.0,40,25,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x61D,B0.b1,0,1,1.0,1.0,80,50,100.0
ac_charge,plugged_wait_vs_unplugged_pre,0x61D,B0.b2,1,0,1.0,1.0,80,50,100.0
hvac,on_vs_off_post,0x1FA,B0.b3,1,0,1.0,1.0,2800,1200,100.0
hvac,on_vs_off_post,0x1FA,B0.b4,1,0,1.0,1.0,2800,1200,100.0
hvac,on_vs_off_post,0x20C,B1.b3,1,0,1.0,1.0,2799,1200,100.0
hvac,on_vs_off_post,0x20C,B1.b4,1,0,1.0,1.0,2799,1200,100.0
hvac,on_vs_off_post,0x253,B2.b0,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B2.b2,1,0,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B2.b3,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B3.b1,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B3.b3,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B3.b4,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B3.b5,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B3.b7,1,0,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B5.b0,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B5.b1,1,0,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B5.b4,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B5.b5,1,0,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B5.b6,1,0,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B5.b7,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x253,B6.b2,0,1,1.0,1.0,1122,480,100.0
hvac,on_vs_off_post,0x282,B0.b2,1,0,1.0,1.0,2799,1200,100.0
hvac,on_vs_off_post,0x2A1,B5.b0,1,0,1.0,1.0,2800,1200,100.0
hvac,on_vs_off_post,0x2A6,B0.b6,1,0,1.0,1.0,2800,1200,100.0
hvac,on_vs_off_post,0x2A7,B7.b0,1,0,1.0,1.0,2800,1200,100.0
hvac,on_vs_off_post,0x2A7,B7.b2,0,1,1.0,1.0,2800,1200,100.0
hvac,on_vs_off_post,0x2BF,B5.b3,1,0,1.0,1.0,1400,600,100.0
hvac,on_vs_off_post,0x2BF,B5.b4,1,0,1.0,1.0,1400,600,100.0
hvac,on_vs_off_post,0x2D3,B4.b0,1,0,1.0,1.0,565,242,100.0
hvac,on_vs_off_post,0x2F3,B3.b2,1,0,1.0,1.0,603,240,100.0
hvac,on_vs_off_post,0x2F3,B3.b7,0,1,1.0,1.0,603,240,100.0
hvac,on_vs_off_post,0x318,B5.b3,0,1,1.0,1.0,2799,1199,100.0
hvac,on_vs_off_post,0x323,B4.b1,0,1,1.0,1.0,280,120,100.0
hvac,on_vs_off_post,0x323,B4.b2,1,0,1.0,1.0,280,120,100.0
hvac,on_vs_off_post,0x32A,B1.b1,0,1,1.0,1.0,56,24,100.0
hvac,on_vs_off_post,0x361,B3.b0,0,1,1.0,1.0,280,120,100.0
hvac,on_vs_off_post,0x361,B3.b1,0,1,1.0,1.0,280,120,100.0
hvac,on_vs_off_post,0x361,B3.b2,1,0,1.0,1.0,280,120,100.0
hvac,on_vs_off_post,0x421,B0.b4,1,0,1.0,1.0,2800,1200,100.0
hvac,on_vs_off_post,0x421,B0.b5,1,0,1.0,1.0,2800,1200,100.0
hvac,on_vs_off_post,0x421,B0.b7,1,0,1.0,1.0,2800,1200,100.0
hvac,on_vs_off_post,0x528,B2.b1,1,0,1.0,1.0,280,120,100.0
hvac,on_vs_off_post,0x528,B2.b2,1,0,1.0,1.0,280,120,100.0
hvac,on_vs_off_post,0x528,B2.b3,0,1,1.0,1.0,280,120,100.0
hvac,on_vs_off_post,0x52F,B4.b5,1,0,1.0,1.0,280,120,100.0
hvac,on_vs_off_post,0x52F,B4.b6,0,1,1.0,1.0,280,120,100.0
hvac,on_vs_off_pre,0x1FA,B0.b3,1,0,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x1FA,B0.b4,1,0,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x20C,B1.b3,1,0,1.0,1.0,2799,400,100.0
hvac,on_vs_off_pre,0x20C,B1.b4,1,0,1.0,1.0,2799,400,100.0
hvac,on_vs_off_pre,0x20C,B2.b4,1,0,1.0,1.0,2799,400,100.0
hvac,on_vs_off_pre,0x20C,B2.b5,1,0,1.0,1.0,2799,400,100.0
hvac,on_vs_off_pre,0x20C,B2.b6,0,1,1.0,1.0,2799,400,100.0
hvac,on_vs_off_pre,0x241,B2.b4,1,0,1.0,1.0,2799,400,100.0
hvac,on_vs_off_pre,0x241,B5.b2,1,0,1.0,1.0,2799,400,100.0
hvac,on_vs_off_pre,0x282,B0.b2,1,0,1.0,1.0,2799,400,100.0
hvac,on_vs_off_pre,0x282,B5.b5,1,0,1.0,1.0,2799,400,100.0
hvac,on_vs_off_pre,0x2A1,B5.b0,1,0,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x2A4,B7.b3,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x2A4,B7.b4,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x2A4,B7.b5,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x2A4,B7.b6,1,0,1.0,1.0,280,40,100.0
