case,contrast,can_id,field,a_mode,b_mode,a_purity,b_purity,a_unique,b_unique,a_median,b_median,effect_size,a_samples,b_samples,score
hvac,on_vs_off_pre,0x782,B2,67,65,0.26263,0.35714,7,5,67,66.0,0.70177,99,14,22.098
hvac,on_vs_off_pre,0x241,B0,73,44,0.06217,0.7775,64,5,73,44.0,1.55159,2799,400,22.016
hvac,on_vs_off_post,0x2A4,B6,125,126,0.36786,0.65833,4,2,126.0,126.0,0.25288,280,120,21.291
hvac,on_vs_off_pre,0x2B4,B4,207,198,0.03571,0.0975,60,24,220.0,198.0,1.62235,2800,400,21.262
hvac,on_vs_off_post,0x2B4,B4,207,194,0.03571,0.0975,60,25,220.0,194.0,1.62264,2800,1200,21.233
hvac,on_vs_off_post,0x321,B1,78,18,0.21429,0.39167,17,11,54.0,18.0,0.91717,280,120,21.099
hvac,on_vs_off_post,0x545,B0,2,1,0.33333,0.33333,15,7,2.0,2.0,0.49184,8484,3636,20.43
hvac,on_vs_off_post,0x37D,B3,109,218,0.44643,0.48333,4,4,164.0,164.0,0.00186,280,120,20.231
hvac,on_vs_off_pre,0x2A7,B2,192,0,0.05143,1.0,70,1,128.0,0.0,1.49336,2800,400,20.123
hvac,on_vs_off_post,0x2A7,B0,158,0,0.03286,1.0,216,1,120.0,0.0,1.71402,2800,1200,20.098
hvac,on_vs_off_post,0x2A4,B7,67,66,0.32143,0.65833,5,3,67.0,66.0,0.35936,280,120,19.881
hvac,on_vs_off_pre,0x2A4,B5,63,95,0.18929,0.25,12,5,175.0,63.0,0.85757,280,40,19.837
hvac,on_vs_off_post,0x3A2,B6,0,255,0.33333,0.33333,6,4,68.0,197.0,0.34917,8484,3636,19.79
hvac,on_vs_off_post,0x2B4,B0,102,100,0.26393,0.22417,16,15,102.0,101.0,0.82734,2800,1200,19.6
hvac,on_vs_off_pre,0x2BF,B4,36,72,0.19643,1.0,14,1,60.0,72.0,0.79967,1400,200,19.461
hvac,on_vs_off_post,0x241,B3,146,9,0.12362,0.8849,34,2,25,9,1.12642,2799,1199,19.113
hvac,on_vs_off_post,0x2A7,B2,192,0,0.05143,1.0,70,1,128.0,0.0,1.44154,2800,1200,19.086
hvac,on_vs_off_pre,0x2A7,B1,8,0,0.07036,1.0,64,1,96.0,0.0,1.35617,2800,400,18.776
hvac,on_vs_off_pre,0x712,B3,11,10,0.37679,0.66667,3,2,10.0,10.0,0.0759,1680,240,18.75
hvac,on_vs_off_post,0x2A7,B1,8,0,0.07036,1.0,64,1,96.0,0.0,1.33933,2800,1200,18.439
hvac,on_vs_off_post,0x42F,B0,251,75,0.16786,0.31667,14,7,77.5,75.0,0.87248,280,120,18.248
hvac,on_vs_off_pre,0x241,B3,146,11,0.12362,0.81,34,2,25,11.0,1.07336,2799,400,18.051
hvac,on_vs_off_pre,0x72A,B0,2,1,0.33929,0.375,3,3,1.0,1.0,0.15253,56,8,17.57
hvac,on_vs_off_post,0x343,B3,14,222,0.34571,0.32583,6,6,78.0,174.0,0.27464,2800,1200,17.348
hvac,on_vs_off_pre,0x2A1,B0,1,0,0.05036,1.0,208,1,111.5,0.0,1.50348,2800,400,17.05
hvac,on_vs_off_pre,0x72A,B1,0,57,0.33929,0.375,3,3,57.0,57.0,0.12623,56,8,17.044
hvac,on_vs_off_post,0x201,B2,1,0,0.29797,0.5001,7,3,1,0,0.3147,11199,4799,16.979
hvac,on_vs_off_post,0x303,B5,0,255,0.38214,0.4,4,4,111.0,111.0,0.02834,280,120,16.904
hvac,on_vs_off_post,0x303,B6,0,255,0.38571,0.4,5,5,133.0,133.0,0.02997,280,120,16.548
hvac,on_vs_off_pre,0x303,B5,0,255,0.38214,0.375,4,4,111.0,111.0,0.00766,280,40,16.061
hvac,on_vs_off_pre,0x72A,B4,96,49,0.33929,0.375,3,3,50.0,50.0,0.07195,56,8,15.958
hvac,on_vs_off_post,0x2A1,B0,1,0,0.05036,1.0,208,1,111.5,0.0,1.4488,2800,1200,15.956
hvac,on_vs_off_pre,0x352,B4,8,96,0.33333,0.66667,4,2,89.0,96.0,0.08808,420,60,15.924
hvac,on_vs_off_pre,0x201,B2,1,3,0.29797,0.5,7,3,1,3.0,0.26,11199,1600,15.885
hvac,on_vs_off_pre,0x72A,B3,87,48,0.33929,0.375,3,3,51.0,51.0,0.06302,56,8,15.78
hvac,on_vs_off_pre,0x2A4,B1,255,247,0.12143,0.625,23,3,187.0,247.0,0.91318,280,40,15.662
hvac,on_vs_off_pre,0x72A,B2,222,48,0.33929,0.375,3,3,71.0,71.0,0.05352,56,8,15.59
hvac,on_vs_off_pre,0x72A,B7,0,65,0.33929,0.375,3,3,56.0,56.0,0.0524,56,8,15.567
hvac,on_vs_off_pre,0x303,B6,0,255,0.38571,0.375,5,5,133.0,133.0,0.01245,280,40,15.555
hvac,on_vs_off_post,0x2BF,B4,36,48,0.19643,1.0,14,1,60.0,48.0,0.59302,1400,600,15.328
hvac,on_vs_off_pre,0x37D,B2,221,109,0.5,0.35,3,4,165.5,164.5,0.01887,280,40,15.139
hvac,on_vs_off_post,0x373,B0,12,11,0.21429,0.43333,14,7,13.0,11.0,0.57759,280,120,15.136
hvac,on_vs_off_pre,0x3C9,B4,1,97,0.33571,0.35,3,3,1.0,1.0,0.03781,280,40,15.061
hvac,on_vs_off_pre,0x3C9,B3,5,222,0.33571,0.35,3,3,5.0,5.0,0.03776,280,40,15.06
hvac,on_vs_off_post,0x201,B1,8,208,0.25047,0.5001,63,5,72,208,0.62883,11199,4799,14.902
hvac,on_vs_off_post,0x2A4,B5,63,95,0.18929,0.85,12,3,175.0,95.0,0.58689,280,120,14.777
hvac,on_vs_off_pre,0x72A,B5,0,89,0.33929,0.375,3,3,49.0,49.0,0.01075,56,8,14.734
hvac,on_vs_off_pre,0x72A,B6,0,84,0.33929,0.375,3,3,48.0,48.0,0.0062,56,8,14.643
hvac,on_vs_off_post,0x72A,B5,0,89,0.33929,0.33333,3,3,49.0,49.0,0.02115,56,24,14.585
hvac,on_vs_off_post,0x72A,B6,0,84,0.33929,0.33333,3,3,48.0,48.0,0.02081,56,24,14.578
hvac,on_vs_off_pre,0x3C9,B1,152,129,0.33571,0.35,3,3,129.0,129.0,0.01011,280,40,14.507
hvac,on_vs_off_post,0x72A,B7,0,65,0.33929,0.33333,3,3,56.0,56.0,0.01529,56,24,14.468
hvac,on_vs_off_post,0x72A,B2,222,48,0.33929,0.33333,3,3,71.0,71.0,0.01517,56,24,14.466
hvac,on_vs_off_post,0x72A,B3,87,48,0.33929,0.33333,3,3,51.0,51.0,0.01408,56,24,14.444
hvac,on_vs_off_post,0x72A,B4,96,49,0.33929,0.33333,3,3,50.0,50.0,0.01299,56,24,14.422
hvac,on_vs_off_pre,0x405,B2,0,69,0.33393,0.3375,3,3,50.0,50.0,0.00751,1120,160,14.348
hvac,on_vs_off_pre,0x405,B4,0,70,0.33393,0.3375,3,3,54.0,54.0,0.00721,1120,160,14.342
hvac,on_vs_off_pre,0x405,B3,0,55,0.33393,0.3375,3,3,53.0,53.0,0.00592,1120,160,14.316
hvac,on_vs_off_pre,0x352,B7,106,107,0.33333,0.33333,3,3,8.0,8.0,0.00695,420,60,14.301
hvac,on_vs_off_pre,0x405,B6,82,53,0.33393,0.3375,3,3,53.0,53.0,0.00501,1120,160,14.298
hvac,on_vs_off_pre,0x405,B1,0,51,0.33393,0.3375,3,3,51.0,51.0,0.00378,1120,160,14.274
hvac,on_vs_off_post,0x72A,B1,0,57,0.33929,0.33333,3,3,57.0,57.0,0.00507,56,24,14.264
hvac,on_vs_off_pre,0x788,B3,7,99,0.33357,0.335,3,3,7.0,7.0,0.00375,2800,400,14.252
hvac,on_vs_off_pre,0x788,B1,64,212,0.33357,0.335,3,3,64.0,64.0,0.00349,2800,400,14.246
hvac,on_vs_off_pre,0x7A8,B3,7,99,0.33333,0.335,3,3,7,7.0,0.00353,2799,400,14.233
hvac,on_vs_off_pre,0x405,B5,76,65,0.33393,0.3375,3,3,65.0,65.0,0.00164,1120,160,14.231
hvac,on_vs_off_pre,0x7A8,B1,64,204,0.33333,0.335,3,3,64,64.0,0.00336,2799,400,14.23
hvac,on_vs_off_post,0x3C9,B1,152,129,0.33571,0.33333,3,3,129.0,129.0,0.00312,280,120,14.225
hvac,on_vs_off_pre,0x405,B7,87,77,0.33393,0.3375,3,3,77.0,77.0,0.0013,1120,160,14.224
hvac,on_vs_off_pre,0x405,B0,16,17,0.33393,0.3375,3,3,17.0,17.0,0.00109,1120,160,14.22
hvac,on_vs_off_pre,0x414,B0,16,17,0.33393,0.3375,3,3,17.0,17.0,0.00109,1120,160,14.22
hvac,on_vs_off_post,0x3C9,B4,1,97,0.33571,0.33333,3,3,1.0,1.0,0.00249,280,120,14.212
hvac,on_vs_off_post,0x3C9,B3,5,222,0.33571,0.33333,3,3,5.0,5.0,0.00244,280,120,14.211
hvac,on_vs_off_pre,0x7A8,B5,7,0,0.33333,0.335,3,3,7,7.0,0.00188,2799,400,14.2
hvac,on_vs_off_post,0x2A4,B3,239,238,0.31071,0.50833,7,3,238.0,238.0,0.13703,280,120,14.19
hvac,on_vs_off_post,0x405,B3,0,55,0.33393,0.33333,3,3,53.0,53.0,0.00126,1120,480,14.188
hvac,on_vs_off_post,0x405,B1,0,51,0.33393,0.33333,3,3,51.0,51.0,0.00123,1120,480,14.187
hvac,on_vs_off_post,0x405,B2,0,69,0.33393,0.33333,3,3,50.0,50.0,0.00122,1120,480,14.187
hvac,on_vs_off_post,0x405,B4,0,70,0.33393,0.33333,3,3,54.0,54.0,0.00123,1120,480,14.187
hvac,on_vs_off_post,0x405,B6,82,53,0.33393,0.33333,3,3,53.0,53.0,0.00126,1120,480,14.187
hvac,on_vs_off_post,0x405,B5,76,65,0.33393,0.33333,3,3,65.0,65.0,0.00113,1120,480,14.185
hvac,on_vs_off_post,0x405,B0,16,17,0.33393,0.33333,3,3,17.0,17.0,0.00109,1120,480,14.184
hvac,on_vs_off_post,0x414,B0,16,17,0.33393,0.33333,3,3,17.0,17.0,0.00109,1120,480,14.184
hvac,on_vs_off_pre,0x38A,B0,0,1,0.33357,0.335,3,3,1.0,1.0,0.00029,2800,400,14.182
hvac,on_vs_off_post,0x405,B7,87,77,0.33393,0.33333,3,3,77.0,77.0,0.0009,1120,480,14.18
hvac,on_vs_off_post,0x3FD,B0,1,0,0.33353,0.33333,3,3,1.0,1.0,0.00073,1682,720,14.177
hvac,on_vs_off_pre,0x3FD,B0,1,0,0.33353,0.33333,3,3,1.0,1.0,0.00073,1682,240,14.177
hvac,on_vs_off_post,0x38A,B0,0,1,0.33357,0.33333,3,3,1.0,1.0,0.00038,2800,1200,14.17
hvac,on_vs_off_post,0x3FD,B6,18,1,0.33353,0.33333,3,3,1.0,1.0,0.00038,1682,720,14.17
hvac,on_vs_off_pre,0x3FD,B6,18,1,0.33353,0.33333,3,3,1.0,1.0,0.00038,1682,240,14.17
hvac,on_vs_off_post,0x788,B3,7,99,0.33357,0.33333,3,3,7.0,7.0,0.00022,2800,1200,14.167
hvac,on_vs_off_post,0x788,B1,64,212,0.33357,0.33333,3,3,64.0,64.0,0.00011,2800,1200,14.165
hvac,on_vs_off_post,0x72A,B0,2,1,0.33929,0.33333,3,3,1.0,1.0,0.0,56,24,14.162
hvac,on_vs_off_pre,0x788,B6,0,128,0.33357,0.335,4,4,128.0,128.0,0.03501,2800,400,14.123
hvac,on_vs_off_post,0x352,B4,8,90,0.33333,0.50556,4,3,89.0,90.0,0.01772,420,180,14.116
hvac,on_vs_off_post,0x3A2,B2,0,32,0.33333,0.33333,4,4,32.0,32.0,0.03306,8484,3636,14.07
hvac,on_vs_off_pre,0x352,B3,9,78,0.33333,0.33333,6,3,9.0,9.0,0.03842,420,60,13.861
hvac,on_vs_off_post,0x788,B6,0,128,0.33357,0.33333,4,4,128.0,128.0,0.01388,2800,1200,13.686
hvac,on_vs_off_pre,0x7A8,B6,0,130,0.33333,0.335,4,4,130,130.0,0.0089,2799,400,13.586
hvac,on_vs_off_pre,0x7A8,B0,2,244,0.33333,0.335,5,3,2,2.0,0.00397,2799,400,13.488
hvac,on_vs_off_pre,0x788,B0,2,244,0.33357,0.3325,5,4,2.0,2.0,0.00458,2800,400,13.134
hvac,on_vs_off_post,0x788,B0,2,1,0.33357,0.33333,5,4,2.0,2.0,0.00104,2800,1200,13.113
hvac,on_vs_off_pre,0x373,B0,12,10,0.21429,0.375,14,7,13.0,12.0,0.46738,280,40,12.932
hvac,on_vs_off_post,0x2A4,B1,255,247,0.12143,0.20833,23,8,187.0,223.0,0.76823,280,120,12.253
hvac,on_vs_off_pre,0x201,B0,1,2,0.24993,0.25,31,6,3,2.5,0.36518,11199,1600,11.387
hvac,on_vs_off_pre,0x2E3,B4,2,0,0.33429,0.335,18,8,2.0,2.0,0.04795,1400,200,11.129
hvac,on_vs_off_post,0x2E3,B4,2,0,0.33429,0.33333,18,9,2.0,2.0,0.03605,1400,600,10.724
hvac,on_vs_off_pre,0x441,B0,34,35,0.31059,0.5,10,6,35,67.5,0.00155,5599,800,10.167
hvac,on_vs_off_post,0x201,B0,1,2,0.24993,0.25005,31,6,3,3,0.29967,11199,4799,10.077
hvac,on_vs_off_post,0x798,B5,0,1,0.28571,0.28667,5,5,1.0,1.0,0.00124,2800,1200,9.974
hvac,on_vs_off_post,0x201,B4,6,166,0.25422,0.5001,72,3,32,166,0.35575,11199,4799,9.376
hvac,on_vs_off_post,0x2C1,B1,23,13,0.20001,0.2,40,5,23,23.0,0.41823,13999,6000,8.879
hvac,on_vs_off_post,0x545,B5,0,16,0.33333,0.33333,22,21,16.0,16.0,0.00338,8484,3636,8.715
hvac,on_vs_off_post,0x243,B6,30,0,0.20001,0.2,34,7,30,65.0,0.38546,13999,6000,8.496
hvac,on_vs_off_post,0x31E,B0,2,1,0.25022,0.25,4,4,2,1.5,0.0004,1119,480,8.416
hvac,on_vs_off_post,0x366,B0,20,11,0.25,0.25,4,4,12.0,12.0,0.0,280,120,8.408
hvac,on_vs_off_post,0x366,B6,191,0,0.25,0.25,4,4,183.5,183.5,0.0,280,120,8.408
hvac,on_vs_off_post,0x3CC,B3,25,26,0.25,0.25,4,4,25.5,25.5,0.0,560,240,8.408
hvac,on_vs_off_post,0x52F,B7,192,64,0.25,0.25,4,4,96.0,96.0,0.0,280,120,8.408
hvac,on_vs_off_pre,0x37A,B0,3,0,0.25,0.25,4,4,1.5,1.5,0.0,2800,400,8.408
hvac,on_vs_off_pre,0x3CC,B3,25,27,0.25,0.25,4,4,25.5,25.5,0.0,560,80,8.408
hvac,on_vs_off_pre,0x201,B1,8,40,0.25047,0.25,63,7,72,44.0,0.30546,11199,1600,8.321
hvac,on_vs_off_post,0x352,B6,88,176,0.20476,0.33333,9,4,90.0,90.0,0.18899,420,180,8.148
hvac,on_vs_off_pre,0x348,B4,161,21,0.00714,0.025,256,40,139.5,40.5,1.23288,280,40,8.005
hvac,on_vs_off_pre,0x379,B6,0,18,0.2508,0.255,6,6,18,18.0,0.00223,2799,400,7.398
hvac,on_vs_off_post,0x379,B6,0,18,0.2508,0.25021,6,6,18,18,0.00231,2799,1199,7.364
hvac,on_vs_off_post,0x2C1,B0,27,2,0.20001,0.2,15,5,27,27.0,0.1992,13999,6000,6.851
hvac,on_vs_off_pre,0x243,B4,65,66,0.23902,0.2,57,6,65,98.0,0.36466,13999,2000,6.817
hvac,on_vs_off_post,0x301,B4,0,255,0.23214,0.24167,8,8,196.0,196.0,0.03336,280,120,6.096
hvac,on_vs_off_post,0x263,B0,3,2,0.20001,0.20003,8,5,4,4,0.09231,13999,5999,5.93
hvac,on_vs_off_pre,0x201,B6,129,184,0.24413,0.25,18,4,182,168.0,0.01358,11199,1600,5.513
hvac,on_vs_off_pre,0x232,B2,223,224,0.17857,0.175,16,12,222.0,221.0,0.24718,280,40,5.342
hvac,on_vs_off_post,0x201,B6,129,185,0.24413,0.25005,18,4,182,185,0.00152,11199,4799,5.272
hvac,on_vs_off_pre,0x301,B4,0,255,0.23214,0.225,8,8,196.0,196.0,0.01028,280,40,5.206
hvac,on_vs_off_pre,0x383,B6,0,64,0.14536,0.375,13,4,96.0,96.0,0.25459,2800,400,5.142
hvac,on_vs_off_post,0x32A,B0,144,64,0.03571,0.08333,34,16,131.0,75.0,0.72532,56,24,4.854
hvac,on_vs_off_post,0x243,B0,3,2,0.20001,0.2,5,5,2,2.0,0.0,13999,6000,4.806
hvac,on_vs_off_post,0x2A4,B4,117,129,0.14643,0.24167,22,10,137.0,129.0,0.32528,280,120,4.802
hvac,on_vs_off_post,0x401,B2,85,81,0.0753,0.12202,53,19,85.0,82,0.64994,10080,4319,4.645
hvac,on_vs_off_post,0x243,B4,65,0,0.23902,0.2,57,15,65,88.0,0.27245,13999,6000,4.578
hvac,on_vs_off_post,0x232,B2,223,222,0.17857,0.19167,16,14,222.0,221.0,0.18091,280,120,4.031
hvac,on_vs_off_post,0x32A,B4,183,104,0.03571,0.08333,42,16,169.5,115.0,0.70368,56,24,3.984
hvac,on_vs_off_pre,0x243,B5,100,101,0.30809,0.2,32,8,100,36.0,0.15238,13999,2000,3.907
hvac,on_vs_off_pre,0x2E1,B4,31,18,0.17932,0.16687,71,7,32,48,0.34208,17499,2499,3.745
hvac,on_vs_off_post,0x261,B0,49,67,0.1667,0.16667,13,11,34,34.0,0.16452,17499,7500,3.634
hvac,on_vs_off_pre,0x2E1,B6,16,0,0.1667,0.33373,6,5,16,9,0.04867,17499,2499,3.52
hvac,on_vs_off_post,0x2E1,B6,16,0,0.1667,0.30387,6,6,16,24.0,0.03937,17499,7500,3.094
hvac,on_vs_off_post,0x2C1,B2,19,6,0.20023,0.2,26,5,19,13.0,0.07317,13999,6000,3.066
hvac,on_vs_off_pre,0x300,B6,0,2,0.16786,0.175,6,6,130.0,54.0,0.02804,280,40,2.937
hvac,on_vs_off_pre,0x300,B4,0,5,0.16786,0.175,6,6,66.0,66.0,0.01966,280,40,2.77
hvac,on_vs_off_pre,0x3F2,B3,50,24,0.16786,0.2,8,8,53.0,50.0,0.05283,280,40,2.628
hvac,on_vs_off_pre,0x2E1,B1,25,33,0.17138,0.16687,94,6,128,108,0.31969,17499,2499,2.561
hvac,on_vs_off_post,0x2E1,B1,25,138,0.17138,0.16667,94,6,128,70.5,0.31953,17499,7500,2.545
hvac,on_vs_off_pre,0x300,B0,17,11,0.16786,0.175,6,6,17.0,15.0,0.0077,280,40,2.531
hvac,on_vs_off_post,0x20C,B1,90,160,0.14076,0.185,21,8,123,128.0,0.20983,2799,1200,2.439
hvac,on_vs_off_pre,0x2E1,B0,41,16,0.1667,0.16687,7,6,41,16,0.01658,17499,2499,2.416
hvac,on_vs_off_post,0x300,B6,0,2,0.16786,0.16667,6,6,130.0,92.0,0.0055,280,120,2.415
hvac,on_vs_off_post,0x300,B0,17,11,0.16786,0.16667,6,6,17.0,15.0,0.00544,280,120,2.414
hvac,on_vs_off_pre,0x243,B2,0,97,0.21523,0.2035,63,6,89,97.0,0.14486,13999,2000,2.362
hvac,on_vs_off_pre,0x2F9,B3,24,8,0.16679,0.1675,6,6,24.0,20.0,0.00085,2800,400,2.329
hvac,on_vs_off_pre,0x219,B5,251,249,0.16679,0.1675,6,6,248.0,249.0,0.00073,2800,400,2.327
hvac,on_vs_off_pre,0x219,B0,3,1,0.16679,0.1675,6,6,3.0,2.5,0.00042,2800,400,2.321
hvac,on_vs_off_post,0x300,B4,0,5,0.16786,0.16667,6,6,66.0,66.0,0.00063,280,120,2.318
hvac,on_vs_off_post,0x219,B5,251,249,0.16679,0.16667,6,6,248.0,248.5,0.00048,2800,1200,2.315
hvac,on_vs_off_post,0x2F9,B3,24,8,0.16679,0.16667,6,6,24.0,20.0,0.00047,2800,1200,2.315
hvac,on_vs_off_post,0x219,B0,3,1,0.16679,0.16667,6,6,3.0,2.5,0.00042,2800,1200,2.314
hvac,on_vs_off_pre,0x20C,B1,90,224,0.14076,0.4675,21,3,123,192.0,0.1663,2799,400,2.115
hvac,on_vs_off_pre,0x261,B1,0,16,0.1667,0.1668,8,6,43,38.5,0.00294,17499,2500,1.936
hvac,on_vs_off_pre,0x782,B1,64,173,0.06061,0.14286,78,13,118,176.5,0.58355,99,14,1.742
hvac,on_vs_off_post,0x261,B1,0,43,0.1667,0.16667,8,7,43,38.5,0.0022,17499,7500,1.726
hvac,on_vs_off_pre,0x32A,B0,144,84,0.03571,0.125,34,8,131.0,87.0,0.54154,56,8,1.69
hvac,on_vs_off_pre,0x243,B3,15,0,0.11715,0.4,25,5,74,12.0,0.24801,13999,2000,1.687
hvac,on_vs_off_pre,0x261,B0,49,0,0.1667,0.1668,13,8,34,45.5,0.03669,17499,2500,1.462
hvac,on_vs_off_post,0x201,B5,0,121,0.24725,0.25005,146,22,31,121,0.09917,11199,4799,1.429
hvac,on_vs_off_pre,0x32A,B4,183,124,0.03571,0.125,42,8,169.5,127.0,0.5194,56,8,0.735
hvac,on_vs_off_post,0x7C8,B0,10,20,0.14286,0.15,7,7,17.0,17.0,0.01019,280,120,0.651
hvac,on_vs_off_post,0x7E8,B0,20,19,0.14286,0.15,7,7,17.0,17.0,0.00797,280,120,0.607
hvac,on_vs_off_post,0x7E8,B1,5,3,0.14286,0.15,7,7,5.0,5.0,0.00561,280,120,0.56
hvac,on_vs_off_post,0x7C8,B1,1,5,0.14286,0.15,7,7,5.0,5.0,0.00543,280,120,0.556
hvac,on_vs_off_pre,0x7B8,B2,20,62,0.14286,0.145,19,7,20.0,20.0,0.09075,2800,400,0.499
hvac,on_vs_off_post,0x78A,B2,4,1,0.14286,0.14333,7,7,3.0,3.0,0.00125,2800,1200,0.472
hvac,on_vs_off_post,0x3C8,B0,2,6,0.14286,0.14333,7,7,3.0,3.0,0.00083,2800,1200,0.464
hvac,on_vs_off_post,0x3E8,B0,2,6,0.14291,0.14345,7,7,3,3,0.00036,2799,1199,0.457
hvac,on_vs_off_post,0x2E2,B3,0,104,0.14286,0.29,16,9,92.0,92.0,0.07394,1400,600,0.276
hvac,on_vs_off_post,0x383,B6,0,32,0.14536,0.13333,13,8,96.0,96.0,0.07375,2800,1200,0.202
hvac,on_vs_off_post,0x7B8,B2,20,0,0.14286,0.14333,19,10,20.0,20.0,0.07006,2800,1200,-0.231
hvac,on_vs_off_post,0x2E2,B0,5,0,0.14286,0.14333,9,11,5.0,5.0,0.00532,1400,600,-0.456
hvac,on_vs_off_post,0x798,B1,0,162,0.14286,0.14333,23,17,162.0,170.0,0.10322,2800,1200,-0.505
hvac,on_vs_off_post,0x2E3,B0,3,6,0.16714,0.16667,23,17,32.0,32.0,0.02835,1400,600,-0.574
hvac,on_vs_off_pre,0x2E2,B3,0,108,0.14286,0.22,16,11,92.0,92.0,0.03116,1400,200,-0.802
hvac,on_vs_off_pre,0x2E1,B5,40,0,0.1667,0.16687,72,20,114,68,0.12985,17499,2499,-0.999
hvac,on_vs_off_post,0x20E,B0,23,19,0.125,0.125,8,8,19.5,19.5,0.0,2800,1200,-1.0
hvac,on_vs_off_post,0x20E,B1,7,3,0.125,0.125,8,8,3.5,3.5,0.0,2800,1200,-1.0
hvac,on_vs_off_post,0x3DB,B0,11,4,0.125,0.125,8,8,6.5,6.5,0.0,560,240,-1.0
hvac,on_vs_off_post,0x420,B7,7,1,0.125,0.125,8,8,3.5,3.5,0.0,2800,1200,-1.0
hvac,on_vs_off_post,0x4E2,B0,85,1,0.125,0.125,8,8,5.0,5.0,0.0,2800,1200,-1.0
hvac,on_vs_off_post,0x4E3,B0,205,1,0.125,0.125,8,8,5.0,5.0,0.0,2800,1200,-1.0
hvac,on_vs_off_pre,0x420,B7,7,3,0.125,0.125,8,8,3.5,3.5,0.0,2800,400,-1.0
hvac,on_vs_off_pre,0x4E3,B0,205,6,0.125,0.125,8,8,5.0,5.0,0.0,2800,400,-1.0
hvac,on_vs_off_pre,0x2E3,B0,3,6,0.16714,0.17,23,16,32.0,32.0,0.00079,1400,200,-1.022
hvac,on_vs_off_post,0x2E1,B5,40,68,0.1667,0.2428,72,39,114,68.0,0.13918,17499,7500,-1.37
hvac,on_vs_off_post,0x78A,B6,144,123,0.14464,0.14333,15,15,101.0,101.0,0.00186,2800,1200,-1.665
hvac,on_vs_off_pre,0x75D,B0,3,82,0.14286,0.145,23,19,5.0,5.0,0.05238,1400,200,-1.665
hvac,on_vs_off_post,0x348,B4,161,19,0.00714,0.00833,256,120,139.5,78.5,0.7831,280,120,-1.706
hvac,on_vs_off_post,0x2A4,B0,189,184,0.12143,0.19167,22,9,187.0,185.0,0.06967,280,120,-1.718
hvac,on_vs_off_pre,0x261,B2,10,57,0.16675,0.1672,243,160,117,141.0,0.3116,17499,2500,-1.767
hvac,on_vs_off_pre,0x318,B7,204,190,0.01786,0.025,89,87,209,194.5,0.62647,2799,400,-1.927
hvac,on_vs_off_pre,0x3DD,B0,8,19,0.11429,0.125,29,15,50.0,100.0,0.13064,280,40,-1.95
hvac,on_vs_off_post,0x132,B4,24,39,0.04829,0.33133,68,10,21.0,39.0,0.4122,28000,12000,-1.967
hvac,on_vs_off_pre,0x3F9,B0,4,8,0.11143,0.1125,9,9,4.0,4.0,0.00484,2800,400,-2.051
hvac,on_vs_off_pre,0x7FF,B1,33,0,0.11111,0.1125,9,9,51,51.0,0.00514,2799,400,-2.064
hvac,on_vs_off_post,0x243,B3,15,0,0.11715,0.226,25,8,74,76.0,0.07348,13999,6000,-2.08
hvac,on_vs_off_post,0x78A,B4,168,165,0.14286,0.14333,17,17,157.0,157.0,0.0006,2800,1200,-2.083
hvac,on_vs_off_post,0x3F9,B0,4,5,0.11143,0.11167,9,9,4.0,4.0,0.00194,2800,1200,-2.109
hvac,on_vs_off_post,0x7FF,B0,4,5,0.11111,0.11176,9,9,5,5,0.00032,2799,1199,-2.16
hvac,on_vs_off_post,0x7FF,B1,33,9,0.11111,0.11176,9,9,51,51,0.00027,2799,1199,-2.161
hvac,on_vs_off_pre,0x7FF,B0,4,8,0.11111,0.1125,9,9,5,5.0,0.0,2799,400,-2.167
hvac,on_vs_off_post,0x75D,B0,3,4,0.14286,0.14333,23,22,5.0,5.0,0.03049,1400,600,-2.305
hvac,on_vs_off_post,0x798,B0,5,56,0.14286,0.14333,40,27,139.0,150.0,0.08138,2800,1200,-2.459
hvac,on_vs_off_pre,0x727,B0,8,1,0.08571,0.10256,12,12,6.0,5,0.09424,280,39,-2.629
hvac,on_vs_off_pre,0x3F2,B0,3,7,0.08571,0.1,12,12,5.0,6.0,0.09159,280,40,-2.682
hvac,on_vs_off_pre,0x132,B4,24,39,0.04829,0.32758,68,9,21.0,39,0.37447,28000,3999,-2.684
hvac,on_vs_off_post,0x401,B4,89,81,0.06151,0.14401,56,23,86.0,82,0.3346,10080,4319,-2.764
hvac,on_vs_off_post,0x401,B6,85,82,0.06101,0.10234,55,23,85.0,81,0.33153,10080,4319,-2.817
hvac,on_vs_off_post,0x289,B3,3,64,0.10357,0.3,33,4,70.0,64.0,0.07127,2800,1200,-3.273
hvac,on_vs_off_pre,0x289,B3,3,64,0.10357,0.3,33,4,70.0,64.0,0.07128,2800,400,-3.273
hvac,on_vs_off_pre,0x3C9,B0,10,2,0.08571,0.1,12,12,5.5,5.0,0.05774,280,40,-3.359
hvac,on_vs_off_pre,0x318,B2,15,55,0.01786,0.025,60,41,30,19.5,0.46708,2799,400,-3.461
hvac,on_vs_off_post,0x261,B2,10,59,0.16675,0.1672,243,191,117,119.0,0.22921,17499,7500,-3.637
hvac,on_vs_off_pre,0x360,B0,10,7,0.09107,0.0925,11,11,5.0,5.0,0.01219,2800,400,-3.698
hvac,on_vs_off_post,0x3DD,B0,8,50,0.11429,0.11667,29,22,50.0,88.0,0.0584,280,120,-3.829
