experiment_id,plan_status,scope,signal_key,signal,message,can_id,unit,evidence_requirement,suggested_role,suggested_priority,suggested_report_position,suggested_order,derivation_reason,semantic_status,confidence,uncertainty_flags,review_required,review_decision,effective_role,effective_priority,effective_report_position,effective_order,decision_source,human_reason,reviewer,reviewed_at,chinese_semantic
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_pumpBatteryRPMTarget,VCFRONT_pumpBatteryRPMTarget,VCFRONT_logging10Hz,0x2C1,rpm,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行目标,P2,SPECIAL_TABLE,550,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m0,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行目标,P2,SPECIAL_TABLE,550,HUMAN,接受为P2热管理专项执行目标候选；不进入核心充电时间线,用户,2026-09-01,电池冷却液泵目标转速候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_pumpBatteryRPMActual,VCFRONT_pumpBatteryRPMActual,VCFRONT_logging10Hz2,0x201,rpm,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行反馈,P2,SPECIAL_TABLE,560,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m0,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行反馈,P2,SPECIAL_TABLE,560,HUMAN,接受为P2热管理专项执行反馈候选；不进入核心充电时间线,用户,2026-09-01,电池冷却液泵实际转速候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_chillerDemandActive,VCFRONT_chillerDemandActive,VCFRONT_status,0x2E1,enum,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,热管理决策/请求,P2,SPECIAL_TABLE,570,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m3,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+MULTIPLE_POSSIBLE_ROLES,YES,ACCEPT,热管理决策/请求,P2,SPECIAL_TABLE,570,HUMAN,接受为P2 Chiller专项候选；不进入核心充电时间线,用户,2026-09-01,Chiller制冷需求激活候选状态
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_chillerExvFlowTarget,VCFRONT_chillerExvFlowTarget,VCFRONT_logging10Hz2,0x201,%,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行目标,P2,SPECIAL_TABLE,580,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m5,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行目标,P2,SPECIAL_TABLE,580,HUMAN,接受为P2 Chiller阀目标候选；不进入核心充电时间线,用户,2026-09-01,Chiller电子膨胀阀目标开度候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_chillerExvFlow,VCFRONT_chillerExvFlow,VCFRONT_logging10Hz2,0x201,%,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行反馈,P2,SPECIAL_TABLE,590,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m3,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行反馈,P2,SPECIAL_TABLE,590,HUMAN,接受为P2 Chiller阀反馈候选；不进入核心充电时间线,用户,2026-09-01,Chiller电子膨胀阀实际开度候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_compressorTargetDuty,VCFRONT_compressorTargetDuty,VCFRONT_compressorRequest,0x281,%,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行目标,P2,SPECIAL_TABLE,600,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=无,DBC定义候选,MEDIUM,PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行目标,P2,SPECIAL_TABLE,600,HUMAN,接受为P2压缩机目标候选；不进入核心充电时间线,用户,2026-09-01,压缩机目标占空比候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_compressorEnable,VCFRONT_compressorEnable,VCFRONT_compressorRequest,0x281,enum,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行目标,P2,SPECIAL_TABLE,610,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=无,DBC定义候选,MEDIUM,MULTIPLE_POSSIBLE_ROLES+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行目标,P2,SPECIAL_TABLE,610,HUMAN,接受为P2压缩机使能候选；不进入核心充电时间线,用户,2026-09-01,压缩机使能请求候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_compressorState,VCFRONT_compressorState,VCFRONT_logging10Hz2,0x201,enum,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行反馈,P2,SPECIAL_TABLE,620,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m2,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行反馈,P2,SPECIAL_TABLE,620,HUMAN,接受为P2压缩机状态候选；不进入核心充电时间线,用户,2026-09-01,压缩机运行状态候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_coolantValveAngleTarget,VCFRONT_coolantValveAngleTarget,VCFRONT_logging10Hz,0x2C1,deg,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行目标,P2,SPECIAL_TABLE,630,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m2,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行目标,P2,SPECIAL_TABLE,630,HUMAN,接受为P2多通阀目标候选；不进入核心充电时间线,用户,2026-09-01,冷却液多通阀目标角度候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_coolantValveAngleActual,VCFRONT_coolantValveAngleActual,VCFRONT_logging10Hz,0x2C1,deg,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行反馈,P2,SPECIAL_TABLE,640,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m2,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行反馈,P2,SPECIAL_TABLE,640,HUMAN,接受为P2多通阀反馈候选；不进入核心充电时间线,用户,2026-09-01,冷却液多通阀实际角度候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_hpMode,VCFRONT_hpMode,VCFRONT_logging1Hz,0x381,enum,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,热管理模式,P2,SPECIAL_TABLE,650,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m16,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,热管理模式,P2,SPECIAL_TABLE,650,HUMAN,接受为P2热泵模式候选；不进入核心充电时间线,用户,2026-09-01,热泵系统运行模式候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_hpBatteryCool,VCFRONT_hpBatteryCool,VCFRONT_logging1Hz,0x381,enum,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,热管理模式,P2,SPECIAL_TABLE,660,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m17,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,热管理模式,P2,SPECIAL_TABLE,660,HUMAN,接受为P2电池冷却模式候选；不进入核心充电时间线,用户,2026-09-01,热泵电池冷却模式候选
TM3-015,APPROVED,THIS_EXPERIMENT_ONLY,VCFRONT_isActiveHeatingBattery,VCFRONT_isActiveHeatingBattery,VCFRONT_status,0x2E1,enum,ER-10 Pack热状态—充电能力条件—热管理请求/目标—执行反馈—温度响应,执行反馈,P2,SPECIAL_TABLE,670,人工审核的热管理副线候选；DBC来源=input/tesla_model3_ONYX.dbc；mux=m0,DBC定义候选,LOW,MUX_APPLICABILITY_UNCONFIRMED+PHYSICAL_MEANING_UNCONFIRMED,YES,ACCEPT,执行反馈,P2,SPECIAL_TABLE,670,HUMAN,接受为P2电池主动加热反馈候选；不进入核心充电时间线,用户,2026-09-01,电池主动加热执行状态候选
