time_s,BMS_packVoltage,BMS_packCurrent,derived_packPower_kW,DI_accelPedalPos,DI_gear,DI_systemState,DI_brakePedalState,DI_driveBlocked,DI_tractionControlMode,DI_elecPower,DI_vehicleSpeed,VCLEFT_brakeSwitchPressed,VCLEFT_brakePressed,DI_torqueCommand,DI_torqueActual,DI_axleSpeed,derived_axleMechanicalPower_kW,DI_sysDrivePowerMax,DI_sysRegenPowerMax,BMS_maxDischargeCurrent,BMS_maxChargeCurrent,BMS_socUI,BMS_socMin,BMS_socMax
36.6,346.37,10.200000000000001,3.5329740000000007,14.0,D,ENABLE,INVALID,2.0,NORMAL,3.0,21.28,0.0,0.0,164.0,166.0,169.4,2.944761401866881,246.0,91.0,682.624,250.0,32.5,32.1,34.7
36.7,346.56,10.0,3.4656,14.0,D,ENABLE,INVALID,2.0,NORMAL,3.0,21.36,0.0,0.0,158.0,158.0,170.70000000000002,2.8243546274302957,246.0,91.0,682.624,250.0,32.5,32.1,34.7
36.8,346.56,9.8,3.3962880000000006,14.0,D,ENABLE,INVALID,2.0,NORMAL,3.0,21.439999999999998,0.0,0.0,148.0,144.0,173.10000000000002,2.6102865040146876,246.0,91.0,682.624,250.0,32.5,32.1,34.7
36.9,346.51,9.700000000000001,3.3611470000000003,14.0,D,ENABLE,INVALID,2.0,NORMAL,3.0,21.520000000000003,0.0,0.0,144.0,142.0,173.5,2.5799806068830575,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.0,346.5,9.8,3.3957,14.0,D,ENABLE,INVALID,2.0,NORMAL,3.0,21.6,0.0,0.0,144.0,144.0,173.10000000000002,2.6102865040146876,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.1,346.47,9.600000000000001,3.3261120000000006,14.0,D,ENABLE,INVALID,2.0,NORMAL,3.0,21.6,0.0,0.0,148.0,148.0,172.5,2.6734953482049137,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.2,346.55,9.4,3.2575700000000003,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,21.68,0.0,0.0,148.0,148.0,172.8,2.678144905332227,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.3,346.54,9.5,3.2921300000000002,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,21.68,0.0,0.0,150.0,150.0,173.8,2.73004401596953,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.4,346.45,9.5,3.291275,14.0,D,ENABLE,INVALID,2.0,NORMAL,2.5,21.759999999999998,0.0,0.0,140.0,140.0,176.20000000000002,2.5832269192917674,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.5,346.49,9.3,3.2223570000000006,14.0,D,ENABLE,INVALID,2.0,NORMAL,2.5,21.840000000000003,0.0,0.0,140.0,140.0,175.8,2.5773626130050666,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.6,346.37,9.3,3.2212410000000005,14.0,D,ENABLE,INVALID,2.0,NORMAL,2.5,21.92,0.0,0.0,140.0,140.0,177.3,2.599353761580195,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.7,346.51,9.0,3.11859,14.0,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.0,0.0,0.0,136.0,136.0,176.20000000000002,2.509420435883431,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.8,346.42,9.0,3.11778,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.08,0.0,0.0,128.0,128.0,178.4,2.3912965521084546,246.0,91.0,682.624,250.0,32.5,32.1,34.7
37.9,346.58,8.700000000000001,3.0152460000000003,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.160000000000004,0.0,0.0,132.0,132.0,177.60000000000002,2.4549661632212083,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.0,346.68,8.6,2.981448,14.0,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.160000000000004,0.0,0.0,128.0,128.0,176.70000000000002,2.368509533394417,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.1,346.43,8.6,2.9792979999999996,14.0,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.160000000000004,0.0,0.0,122.0,122.0,178.3,2.277926945215911,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.2,346.57,8.6,2.980502,14.0,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.160000000000004,0.0,0.0,124.0,124.0,179.5,2.330852309453387,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.3,346.53000000000003,8.5,2.9455050000000003,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.160000000000004,0.0,0.0,128.0,128.0,178.70000000000002,2.39531779070505,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.4,346.54,8.5,2.94559,14.0,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.160000000000004,0.0,0.0,126.0,126.0,177.60000000000002,2.3433767921656985,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.5,346.54,8.4,2.910936,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.240000000000002,0.0,0.0,120.0,120.0,178.70000000000002,2.245610428785984,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.6,346.72,8.5,2.9471200000000004,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.240000000000002,0.0,0.0,120.0,118.0,179.0,2.2118906676374537,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.7,346.58,8.6,2.9805879999999996,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.240000000000002,0.0,0.0,126.0,126.0,178.10000000000002,2.349974136738237,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.8,346.63,8.700000000000001,3.0156810000000003,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.240000000000002,0.0,0.0,132.0,134.0,177.5,2.4907593755211073,246.0,91.0,682.624,250.0,32.5,32.1,34.7
38.9,346.45,8.6,2.9794699999999996,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.240000000000002,0.0,0.0,134.0,134.0,177.4,2.4893561308025043,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.0,346.41,8.8,3.0484080000000002,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.240000000000002,0.0,0.0,130.0,130.0,177.3,2.413685635753038,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.1,346.49,9.0,3.11841,14.4,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.240000000000002,0.0,0.0,130.0,130.0,178.3,2.427299203918594,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.2,346.58,9.1,3.1538779999999997,14.8,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.32,0.0,0.0,134.0,134.0,178.70000000000002,2.5075983121443493,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.3,346.5,9.4,3.2571,14.8,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.4,0.0,0.0,134.0,134.0,178.9,2.510404801581556,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.4,346.52,9.600000000000001,3.326592,14.8,D,ENABLE,INVALID,2.0,NORMAL,2.5,22.4,0.0,0.0,138.0,138.0,179.60000000000002,2.595458186689744,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.5,346.47,9.8,3.3954060000000004,14.8,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.480000000000004,0.0,0.0,146.0,146.0,180.10000000000002,2.753564072969406,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.6,346.43,10.0,3.4643,14.8,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.480000000000004,0.0,0.0,152.0,152.0,180.5,2.8730912014629855,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.7,346.33,10.100000000000001,3.4979330000000006,14.8,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.560000000000002,0.0,0.0,150.0,150.0,180.9,2.8415705551719683,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.8,346.38,9.9,3.4291620000000003,14.8,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.64,0.0,0.0,144.0,144.0,181.8,2.741479413228597,246.0,91.0,682.624,250.0,32.5,32.1,34.7
39.9,346.47,10.0,3.4647,14.8,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.64,0.0,0.0,150.0,150.0,180.20000000000002,2.830574980884404,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.0,346.27,9.9,3.428073,14.8,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.64,0.0,0.0,148.0,148.0,182.10000000000002,2.822281176278927,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.1,346.31,9.8,3.393838,14.8,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.72,0.0,0.0,140.0,138.0,182.70000000000002,2.640257297929934,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.2,346.52,9.8,3.395896,14.8,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.72,0.0,0.0,148.0,148.0,181.10000000000002,2.806782652521217,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.3,346.31,9.8,3.393838,15.200000000000001,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.800000000000004,0.0,0.0,140.0,140.0,182.70000000000002,2.678521896450658,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.4,346.34000000000003,10.200000000000001,3.5326680000000006,15.600000000000001,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.800000000000004,0.0,0.0,150.0,150.0,182.3,2.863561703747097,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.5,346.40000000000003,11.0,3.8104000000000005,16.0,D,ENABLE,INVALID,2.0,NORMAL,3.0,22.880000000000003,0.0,0.0,154.0,154.0,185.20000000000002,2.9866911918167927,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.6,346.35,11.4,3.9483900000000003,15.600000000000001,D,ENABLE,INVALID,2.0,NORMAL,3.5,22.96,0.0,0.0,168.0,168.0,184.8,3.2511714053470055,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.7,346.16,11.8,4.084688000000001,15.600000000000001,D,ENABLE,INVALID,2.0,NORMAL,3.5,23.04,0.0,0.0,176.0,176.0,185.60000000000002,3.420733632836759,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.8,346.3,11.600000000000001,4.017080000000001,15.600000000000001,D,ENABLE,INVALID,2.0,NORMAL,3.5,23.120000000000005,0.0,0.0,174.0,174.0,186.3,3.3946165259099153,246.0,91.0,682.624,250.0,32.5,32.1,34.7
40.9,346.32,11.700000000000001,4.051944000000001,16.0,D,ENABLE,INVALID,2.0,NORMAL,3.5,23.200000000000003,0.0,0.0,176.0,178.0,184.8,3.444693512808137,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.0,346.23,11.5,3.9816450000000003,15.600000000000001,D,ENABLE,INVALID,2.0,NORMAL,3.5,23.200000000000003,0.0,0.0,172.0,172.0,186.0,3.3501944057881556,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.1,346.3,11.5,3.9824500000000005,16.0,D,ENABLE,INVALID,2.0,NORMAL,3.5,23.28,0.0,0.0,174.0,176.0,186.5,3.4373212420477124,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.2,346.21,12.100000000000001,4.189141,17.6,D,ENABLE,INVALID,2.0,NORMAL,3.5,23.36,0.0,0.0,170.0,170.0,188.0,3.346843373624326,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.3,346.14,14.3,4.949802,17.6,D,ENABLE,INVALID,2.0,NORMAL,4.5,23.36,0.0,0.0,202.0,200.0,187.70000000000002,3.9311796071920275,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.4,345.98,15.8,5.466484,17.6,D,ENABLE,INVALID,2.0,NORMAL,5.0,23.440000000000005,0.0,0.0,236.0,242.0,187.70000000000002,4.756727324702354,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.5,346.02,16.400000000000002,5.674728,17.6,D,ENABLE,INVALID,2.0,NORMAL,5.0,23.6,0.0,0.0,242.0,242.0,190.60000000000002,4.830219648845332,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.6,345.97,16.7,5.777699,17.6,D,ENABLE,INVALID,2.0,NORMAL,5.0,23.759999999999998,0.0,0.0,250.0,252.0,191.10000000000002,5.04301019124848,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.7,345.95,17.400000000000002,6.0195300000000005,18.0,D,ENABLE,INVALID,2.0,NORMAL,5.5,23.840000000000003,0.0,0.0,262.0,270.0,190.60000000000002,5.389088037967932,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.8,345.77,17.400000000000002,6.016398000000001,18.8,D,ENABLE,INVALID,2.0,NORMAL,5.5,24.0,0.0,0.0,264.0,264.0,191.9,5.305270345970155,246.0,91.0,682.624,250.0,32.5,32.1,34.7
41.9,345.69,19.700000000000003,6.810093000000001,20.0,D,ENABLE,INVALID,2.0,NORMAL,6.0,24.08,0.0,0.0,286.0,286.0,194.70000000000002,5.831235788034158,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.0,345.58,22.3,7.706434,20.0,D,ENABLE,INVALID,2.0,NORMAL,7.0,24.159999999999997,0.0,0.0,326.0,326.0,196.10000000000002,6.694587337142682,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.1,345.39,24.700000000000003,8.531133,20.0,D,ENABLE,INVALID,2.0,NORMAL,8.0,24.320000000000007,0.0,0.0,368.0,368.0,194.0,7.476152757502751,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.2,345.32,25.700000000000003,8.874724,20.0,D,ENABLE,INVALID,2.0,NORMAL,8.0,24.400000000000006,0.0,0.0,374.0,374.0,197.20000000000002,7.723375155389243,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.3,345.1,25.8,8.90358,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,8.0,24.560000000000002,0.0,0.0,388.0,392.0,197.60000000000002,8.111508455764751,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.4,345.16,25.8,8.905128000000001,20.0,D,ENABLE,INVALID,2.0,NORMAL,8.0,24.72,0.0,0.0,386.0,388.0,198.4,8.061242973307314,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.5,345.26,25.6,8.838656,20.0,D,ENABLE,INVALID,2.0,NORMAL,8.0,24.879999999999995,0.0,0.0,380.0,380.0,200.0,7.958701389094142,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.6,345.33,25.0,8.63325,20.0,D,ENABLE,INVALID,2.0,NORMAL,8.0,25.040000000000006,0.0,0.0,366.0,366.0,201.8,7.734475449431927,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.7,345.29,24.400000000000002,8.425076,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,7.5,25.28,0.0,0.0,360.0,362.0,201.8,7.649945663099338,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.8,345.28000000000003,24.8,8.562944000000002,22.0,D,ENABLE,INVALID,2.0,NORMAL,8.0,25.439999999999998,0.0,0.0,344.0,344.0,205.4,7.399246569342872,246.0,91.0,682.624,250.0,32.5,32.1,34.7
42.9,344.97,28.3,9.762651000000002,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,9.0,25.599999999999994,0.0,0.0,382.0,372.0,208.20000000000002,8.110586921919698,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.0,344.86,30.900000000000002,10.656174,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,10.0,25.840000000000003,0.0,0.0,442.0,458.0,207.70000000000002,9.961634257365827,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.1,344.68,31.700000000000003,10.926356000000002,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,10.5,26.0,0.0,0.0,442.0,434.0,210.9,9.585062017955533,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.2,344.72,31.8,10.962096,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,10.0,26.239999999999995,0.0,0.0,450.0,450.0,211.8,9.980839860454772,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.3,344.8,31.5,10.8612,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,10.0,26.480000000000004,0.0,0.0,436.0,436.0,214.4,9.789035156977606,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.4,344.75,30.8,10.618300000000001,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,10.0,26.64,0.0,0.0,424.0,424.0,215.10000000000002,9.550692994325258,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.5,344.86,30.3,10.449258,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,9.5,26.799999999999997,0.0,0.0,428.0,430.0,214.0,9.636311866111093,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.6,344.97,30.0,10.3491,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,9.5,26.960000000000008,0.0,0.0,408.0,408.0,217.20000000000002,9.280013371291963,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.7,344.84000000000003,29.6,10.207264,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,9.5,27.120000000000005,0.0,0.0,396.0,394.0,220.20000000000002,9.085360290475538,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.8,344.78000000000003,29.1,10.033098000000003,22.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,9.0,27.36,0.0,0.0,390.0,390.0,222.0,9.066636398260142,246.0,91.0,682.624,250.0,32.5,32.1,34.7
43.9,344.87,29.200000000000003,10.070204000000002,24.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,9.5,27.519999999999996,0.0,0.0,382.0,376.0,222.60000000000002,8.764792176103237,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.0,344.48,34.6,11.919008000000002,25.6,D,ENABLE,INVALID,2.0,NORMAL,11.0,27.680000000000007,0.0,0.0,440.0,440.0,225.60000000000002,10.394901772197908,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.1,344.24,39.300000000000004,13.528632000000002,25.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,12.5,27.92,0.0,0.0,520.0,520.0,226.10000000000002,12.31211104892864,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.2,344.19,40.5,13.939695,25.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,13.0,28.239999999999995,0.0,0.0,536.0,536.0,228.20000000000002,12.80881779141221,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.3,344.0,40.900000000000006,14.069600000000003,25.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,13.5,28.480000000000004,0.0,0.0,530.0,530.0,229.70000000000002,12.748687708022501,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.4,344.2,40.7,14.00894,25.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,13.0,28.72,0.0,0.0,526.0,526.0,231.3,12.740603342927264,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.5,344.06,40.1,13.796806,25.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,13.0,28.960000000000008,0.0,0.0,520.0,520.0,233.8,12.731408948427758,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.6,344.11,40.300000000000004,13.867633000000001,25.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,13.0,29.120000000000005,0.0,0.0,516.0,516.0,235.20000000000002,12.709124584538294,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.7,344.1,40.6,13.970460000000001,25.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,13.0,29.36,0.0,0.0,514.0,514.0,238.0,12.810577083298218,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.8,343.97,40.400000000000006,13.896388000000004,25.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,13.0,29.60000000000001,0.0,0.0,512.0,512.0,237.9,12.755368828399135,246.0,91.0,682.624,250.0,32.5,32.1,34.7
44.9,344.12,40.400000000000006,13.902448000000001,24.8,D,ENABLE,INVALID,2.0,NORMAL,13.0,29.92,0.0,0.0,506.0,508.0,240.9,12.815310416229629,246.0,91.0,682.624,250.0,32.5,32.1,34.7
45.0,344.19,40.2,13.836438,24.8,D,ENABLE,INVALID,2.0,NORMAL,13.0,30.159999999999997,0.0,0.0,500.0,500.0,242.10000000000002,12.676326357234817,246.0,91.0,682.624,250.0,32.5,32.1,34.7
45.1,344.15000000000003,40.0,13.766000000000002,24.8,D,ENABLE,INVALID,2.0,NORMAL,13.0,30.400000000000006,0.0,0.0,494.0,494.0,245.4,12.694924585744067,246.0,91.0,682.624,250.0,32.5,32.1,34.7
45.2,344.02,39.7,13.657594000000001,24.8,D,ENABLE,INVALID,2.0,NORMAL,13.0,30.64,0.0,0.0,488.0,488.0,246.4,12.591838458804274,246.0,91.0,682.624,250.0,32.5,32.0,34.7
45.3,344.17,39.6,13.629132000000002,24.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,12.5,30.799999999999997,0.0,0.0,480.0,478.0,248.3,12.428915463789108,246.0,91.0,682.624,250.0,32.5,32.0,34.7
45.4,344.07,39.0,13.41873,24.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,12.5,31.040000000000006,0.0,0.0,472.0,472.0,250.8,12.396473283653037,246.0,91.0,682.624,250.0,32.5,32.0,34.7
45.5,344.22,37.800000000000004,13.011516000000004,24.0,D,ENABLE,INVALID,2.0,NORMAL,12.0,31.200000000000003,0.0,0.0,460.0,460.0,249.5,12.018686295083352,246.0,91.0,682.624,250.0,32.5,32.0,34.7
45.6,344.36,35.4,12.190344,21.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,11.0,31.36,0.0,0.0,430.0,430.0,252.0,11.347432664766334,246.0,91.0,682.624,250.0,32.5,32.0,34.7
45.7,344.77,28.700000000000003,9.894899,20.8,D,ENABLE,INVALID,2.0,NORMAL,9.0,31.60000000000001,0.0,0.0,354.0,354.0,252.3,9.352961152708318,246.0,91.0,682.624,250.0,32.5,32.0,34.7
45.8,345.15000000000003,22.8,7.869420000000001,20.8,D,ENABLE,INVALID,2.0,NORMAL,7.5,31.680000000000007,0.0,0.0,280.0,280.0,254.10000000000002,7.450601137253554,246.0,91.0,682.624,250.0,32.5,32.0,34.7
45.9,345.3,19.700000000000003,6.802410000000001,20.8,D,ENABLE,INVALID,2.0,NORMAL,6.0,31.840000000000003,0.0,0.0,238.0,238.0,255.5,6.367903589071391,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.0,345.19,18.6,6.420534000000001,20.8,D,ENABLE,INVALID,2.0,NORMAL,6.0,31.92,0.0,0.0,216.0,216.0,256.40000000000003,5.799631365939046,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.1,345.55,18.3,6.323565,20.8,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.08,0.0,0.0,208.0,208.0,257.5,5.608790084208977,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.2,345.45,18.0,6.2181,20.8,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.16,0.0,0.0,204.0,204.0,257.0,5.490247321413523,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.3,345.44,18.1,6.252464000000001,21.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.239999999999995,0.0,0.0,204.0,204.0,257.8,5.507337585449051,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.4,345.42,18.5,6.39027,21.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.239999999999995,0.0,0.0,208.0,208.0,259.1,5.6436408187128,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.5,345.51,18.8,6.495588,21.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,6.0,32.32000000000001,0.0,0.0,210.0,210.0,259.7,5.711101284960885,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.6,345.47,18.8,6.494836000000001,21.200000000000003,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.400000000000006,0.0,0.0,210.0,210.0,258.5,5.684711906670731,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.7,345.43,18.6,6.424998,20.8,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.480000000000004,0.0,0.0,210.0,210.0,259.8,5.713300399818397,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.8,345.40000000000003,18.5,6.389900000000001,20.8,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.56,0.0,0.0,208.0,206.0,263.0,5.673506892872926,246.0,91.0,682.624,250.0,32.5,32.0,34.7
46.9,345.45,18.3,6.321734999999999,20.8,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.64,0.0,0.0,206.0,206.0,261.6,5.643305715496418,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.0,345.42,18.400000000000002,6.355728000000001,20.8,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.64,0.0,0.0,204.0,204.0,262.5,5.607742886657781,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.1,345.49,18.3,6.3224670000000005,20.8,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.72,0.0,0.0,202.0,202.0,261.8,5.537957641846041,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.2,345.45,18.2,6.28719,20.8,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.879999999999995,0.0,0.0,202.0,202.0,263.0,5.563341710487045,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.3,345.49,18.0,6.21882,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.879999999999995,0.0,0.0,200.0,200.0,263.0,5.508259119294103,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.4,345.64,17.3,5.979572,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.5,32.96000000000001,0.0,0.0,192.0,192.0,263.5,5.2979818510138275,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.5,345.55,16.7,5.770684999999999,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.0,33.040000000000006,0.0,0.0,186.0,188.0,264.0,5.197450886098954,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.6,345.64,16.8,5.806752,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.0,33.120000000000005,0.0,0.0,184.0,184.0,265.40000000000003,5.1138426336114176,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.7,345.56,16.6,5.736296,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.0,33.120000000000005,0.0,0.0,182.0,180.0,266.5,5.023406653090079,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.8,345.62,16.5,5.702730000000001,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.0,33.2,0.0,0.0,180.0,180.0,265.2,4.998902230392079,246.0,91.0,682.624,250.0,32.5,32.0,34.7
47.9,345.61,16.6,5.737126000000001,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.0,33.28,0.0,0.0,180.0,180.0,265.6,5.006442052760695,246.0,91.0,682.624,250.0,32.5,32.0,34.7
48.0,345.65000000000003,16.6,5.737790000000001,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.0,33.28,0.0,0.0,180.0,180.0,265.2,4.998902230392079,246.0,91.0,682.624,250.0,32.5,32.0,34.7
48.1,345.76,16.6,5.739616,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.0,33.28,0.0,0.0,180.0,180.0,266.0,5.01398187512931,246.0,91.0,682.624,250.0,32.5,32.0,34.7
48.2,345.75,16.6,5.739450000000001,20.400000000000002,D,ENABLE,INVALID,2.0,NORMAL,5.0,33.28,0.0,0.0,180.0,180.0,266.40000000000003,5.021521697497926,246.0,91.0,682.624,250.0,32.5,32.0,34.7
