time_s,source_time_s,signal_key,can_id,asc_dlc,raw_hex,decoded_value,decode_source,definition_fingerprint
23.079100,23.079100,PCS_dcdcLvBusVolt,0x2B4,6,0f 05 d3 0d d5 00,12.95,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.079100,23.079100,PCS_dcdcLvOutputCurrent,0x2B4,6,0f 05 d3 0d d5 00,21.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
23.178900,23.178900,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d4 0d d6 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.178900,23.178900,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d4 0d d6 00,21.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
23.279200,23.279200,PCS_dcdcLvBusVolt,0x2B4,6,0d 05 d4 0d d6 00,12.93,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.279200,23.279200,PCS_dcdcLvOutputCurrent,0x2B4,6,0d 05 d4 0d d6 00,21.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
23.379200,23.379200,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d4 0d d6 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.379200,23.379200,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d4 0d d6 00,21.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
23.478900,23.478900,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d d6 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.478900,23.478900,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d d6 00,21.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
23.578700,23.578700,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d d6 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.578700,23.578700,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d d6 00,21.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
23.679400,23.679400,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d da 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.679400,23.679400,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
23.779200,23.779200,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d4 0d d3 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.779200,23.779200,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d4 0d d3 00,21.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
23.878700,23.878700,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d d8 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.878700,23.878700,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d d8 00,21.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
23.979200,23.979200,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d4 0d d7 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
23.979200,23.979200,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d4 0d d7 00,21.5,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.078900,24.078900,PCS_dcdcLvBusVolt,0x2B4,6,0f 05 d4 0d d7 00,12.95,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.078900,24.078900,PCS_dcdcLvOutputCurrent,0x2B4,6,0f 05 d4 0d d7 00,21.5,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.178700,24.178700,PCS_dcdcLvBusVolt,0x2B4,6,14 05 d3 0d d7 00,13,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.178700,24.178700,PCS_dcdcLvOutputCurrent,0x2B4,6,14 05 d3 0d d7 00,21.5,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.278900,24.278900,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d3 0d da 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.278900,24.278900,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d3 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.379000,24.379000,PCS_dcdcLvBusVolt,0x2B4,6,14 05 d4 0d d3 00,13,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.379000,24.379000,PCS_dcdcLvOutputCurrent,0x2B4,6,14 05 d4 0d d3 00,21.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.479000,24.479000,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d d8 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.479000,24.479000,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d d8 00,21.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.578900,24.578900,PCS_dcdcLvBusVolt,0x2B4,6,15 05 d4 0d df 00,13.01,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.578900,24.578900,PCS_dcdcLvOutputCurrent,0x2B4,6,15 05 d4 0d df 00,22.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.678700,24.678700,PCS_dcdcLvBusVolt,0x2B4,6,14 05 d4 0d dc 00,13,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.678700,24.678700,PCS_dcdcLvOutputCurrent,0x2B4,6,14 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.778900,24.778900,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d de 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.778900,24.778900,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.879200,24.879200,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d e2 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.879200,24.879200,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d e2 00,22.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
24.978700,24.978700,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d e2 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
24.978700,24.978700,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d e2 00,22.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.078700,25.078700,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d e0 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.078700,25.078700,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d e0 00,22.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.179100,25.179100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d de 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.179100,25.179100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.279300,25.279300,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d df 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.279300,25.279300,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d df 00,22.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.379100,25.379100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d dc 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.379100,25.379100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.479100,25.479100,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d dc 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.479100,25.479100,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.578800,25.578800,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d de 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.578800,25.578800,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.679300,25.679300,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d dc 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.679300,25.679300,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.779800,25.779800,PCS_dcdcLvBusVolt,0x2B4,6,16 05 d3 0d d9 00,13.02,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.779800,25.779800,PCS_dcdcLvOutputCurrent,0x2B4,6,16 05 d3 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.879100,25.879100,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d de 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.879100,25.879100,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
25.978800,25.978800,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d db 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
25.978800,25.978800,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.079300,26.079300,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d4 0d dd 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.079300,26.079300,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d4 0d dd 00,22.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.178900,26.178900,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d df 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.178900,26.178900,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d df 00,22.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.279200,26.279200,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d da 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.279200,26.279200,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.379200,26.379200,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d db 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.379200,26.379200,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.479100,26.479100,PCS_dcdcLvBusVolt,0x2B4,6,14 05 d4 0d e0 00,13,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.479100,26.479100,PCS_dcdcLvOutputCurrent,0x2B4,6,14 05 d4 0d e0 00,22.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.579200,26.579200,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d4 0d d7 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.579200,26.579200,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d4 0d d7 00,21.5,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.678300,26.678300,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d db 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.678300,26.678300,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.778300,26.778300,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d dd 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.778300,26.778300,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d dd 00,22.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.878900,26.878900,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d da 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.878900,26.878900,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
26.979100,26.979100,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d db 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
26.979100,26.979100,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.078900,27.078900,PCS_dcdcLvBusVolt,0x2B4,6,0f 05 d4 0d dd 00,12.95,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.078900,27.078900,PCS_dcdcLvOutputCurrent,0x2B4,6,0f 05 d4 0d dd 00,22.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.179000,27.179000,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d df 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.179000,27.179000,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d df 00,22.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.279400,27.279400,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d d7 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.279400,27.279400,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d d7 00,21.5,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.379000,27.379000,PCS_dcdcLvBusVolt,0x2B4,6,16 05 d3 0d da 00,13.02,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.379000,27.379000,PCS_dcdcLvOutputCurrent,0x2B4,6,16 05 d3 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.478900,27.478900,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d dd 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.478900,27.478900,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d dd 00,22.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.579200,27.579200,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d d8 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.579200,27.579200,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d d8 00,21.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.679000,27.679000,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d dd 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.679000,27.679000,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d dd 00,22.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.779000,27.779000,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d dc 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.779000,27.779000,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.879000,27.879000,PCS_dcdcLvBusVolt,0x2B4,6,14 05 d4 0d dc 00,13,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.879000,27.879000,PCS_dcdcLvOutputCurrent,0x2B4,6,14 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
27.978700,27.978700,PCS_dcdcLvBusVolt,0x2B4,6,14 05 d3 0d dc 00,13,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
27.978700,27.978700,PCS_dcdcLvOutputCurrent,0x2B4,6,14 05 d3 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.079000,28.079000,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d df 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.079000,28.079000,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d df 00,22.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.179000,28.179000,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d d7 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.179000,28.179000,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d d7 00,21.5,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.278900,28.278900,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d d8 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.278900,28.278900,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d d8 00,21.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.378800,28.378800,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d dc 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.378800,28.378800,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.479200,28.479200,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d db 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.479200,28.479200,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.578700,28.578700,PCS_dcdcLvBusVolt,0x2B4,6,14 05 d4 0d da 00,13,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.578700,28.578700,PCS_dcdcLvOutputCurrent,0x2B4,6,14 05 d4 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.679000,28.679000,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d de 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.679000,28.679000,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.778300,28.778300,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d da 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.778300,28.778300,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.878800,28.878800,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d d7 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.878800,28.878800,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d d7 00,21.5,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
28.978500,28.978500,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d da 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
28.978500,28.978500,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.078300,29.078300,PCS_dcdcLvBusVolt,0x2B4,6,15 05 d4 0d dc 00,13.01,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.078300,29.078300,PCS_dcdcLvOutputCurrent,0x2B4,6,15 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.178300,29.178300,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d d9 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.178300,29.178300,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.278500,29.278500,PCS_dcdcLvBusVolt,0x2B4,6,14 05 d4 0d db 00,13,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.278500,29.278500,PCS_dcdcLvOutputCurrent,0x2B4,6,14 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.378300,29.378300,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d de 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.378300,29.378300,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.478300,29.478300,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d d9 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.478300,29.478300,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.578300,29.578300,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d dc 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.578300,29.578300,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.678500,29.678500,PCS_dcdcLvBusVolt,0x2B4,6,15 05 d3 0d 32 01,13.01,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.678500,29.678500,PCS_dcdcLvOutputCurrent,0x2B4,6,15 05 d3 0d 32 01,30.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.778300,29.778300,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d 21 01,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.778300,29.778300,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d 21 01,28.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.877800,29.877800,PCS_dcdcLvBusVolt,0x2B4,6,14 05 d4 0d 1e 01,13,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.877800,29.877800,PCS_dcdcLvOutputCurrent,0x2B4,6,14 05 d4 0d 1e 01,28.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
29.978300,29.978300,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d3 0d 23 01,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
29.978300,29.978300,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d3 0d 23 01,29.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
