run,time_s,raw_108,request_Nm,actual_Nm,error_Nm,rod_mm,rod_mm_sample_s,apply,apply_sample_s,pedal_pct,pedal_pct_sample_s,speed_kmh,speed_kmh_sample_s,gear,gear_sample_s,brake_switch,brake_switch_sample_s,included_old,included_new
1,40.0624,e8 60 04 2a 02 23 07 25,140.0,138.0,-2.0,-0.015625,40.0349,BRAKES_NOT_APPLIED,40.0349,14.8,40.0614,22.72,40.0422,D,40.0614,0.0,40.0345,True,True
1,40.1625,41 a1 04 52 02 13 07 25,148.0,148.0,0.0,-0.015625,40.1551,BRAKES_NOT_APPLIED,40.1551,14.8,40.1615,22.72,40.1421,D,40.1615,0.0,40.1345,True,True
1,40.263,f2 62 04 32 02 23 07 25,140.0,140.0,0.0,-0.015625,40.2349,BRAKES_NOT_APPLIED,40.2349,15.200000000000001,40.2614,22.72,40.2421,D,40.2614,0.0,40.2345,True,True
1,40.3632,67 b3 04 5a 02 1f 07 25,150.0,150.0,0.0,-0.015625,40.3551,BRAKES_NOT_APPLIED,40.3551,15.600000000000001,40.3615,22.800000000000004,40.3421,D,40.3615,0.0,40.3346,True,True
1,40.4625,b5 d4 04 6a 02 3c 07 25,154.0,154.0,0.0,-0.015625,40.4349,BRAKES_NOT_APPLIED,40.4349,16.0,40.4613,22.880000000000003,40.4623,D,40.4613,0.0,40.4346,True,True
1,40.5631,5b 45 05 a2 02 38 07 25,168.0,168.0,0.0,-0.015625,40.555,BRAKES_NOT_APPLIED,40.555,15.600000000000001,40.5615,22.96,40.5628,D,40.5615,0.0,40.5345,True,True
1,40.6632,c4 86 05 c2 02 40 07 25,176.0,176.0,0.0,-0.015625,40.6349,BRAKES_NOT_APPLIED,40.6349,15.600000000000001,40.6615,23.04,40.6421,D,40.6615,0.0,40.6346,True,True
1,40.7625,b4 77 05 ba 02 47 07 25,174.0,174.0,0.0,-0.015625,40.7549,BRAKES_NOT_APPLIED,40.7549,16.0,40.7616,23.120000000000005,40.742,D,40.7616,0.0,40.7346,True,True
1,40.8625,c6 88 05 ca 02 38 07 25,176.0,178.0,2.0,-0.015625,40.8351,BRAKES_NOT_APPLIED,40.8351,16.0,40.8613,23.200000000000003,40.8424,D,40.8613,0.0,40.8347,True,True
1,40.963,9b 69 05 b2 02 44 07 25,172.0,172.0,0.0,-0.015625,40.9549,BRAKES_NOT_APPLIED,40.9549,16.0,40.9613,23.200000000000003,40.9627,D,40.9613,0.0,40.9346,True,True
1,41.0625,c1 7a 05 c2 02 49 07 25,174.0,176.0,2.0,-0.015625,41.0349,BRAKES_NOT_APPLIED,41.0349,16.0,41.0613,23.28,41.0426,D,41.0613,0.0,41.0346,True,True
1,41.1625,99 5b 05 aa 02 58 07 25,170.0,170.0,0.0,-0.015625,41.1549,BRAKES_NOT_APPLIED,41.1549,17.2,41.1613,23.28,41.142,D,41.1613,0.0,41.1346,True,True
1,41.263,11 5c 06 22 03 55 07 25,202.0,200.0,-2.0,-0.015625,41.2352,BRAKES_NOT_APPLIED,41.2352,17.6,41.2613,23.36,41.2627,D,41.2613,0.0,41.2346,True,True
1,41.363,cb 6d 07 ca 03 55 07 25,236.0,242.0,6.0,-0.015625,41.3551,BRAKES_NOT_APPLIED,41.3551,17.6,41.3614,23.440000000000005,41.3628,D,41.3614,0.0,41.3346,True,True
1,41.4626,19 9e 07 ca 03 72 07 25,242.0,242.0,0.0,-0.015625,41.4349,BRAKES_NOT_APPLIED,41.4349,17.6,41.4614,23.6,41.4623,D,41.4614,0.0,41.4346,True,True
1,41.5625,87 df 07 f2 03 77 07 25,250.0,252.0,2.0,-0.015625,41.5551,BRAKES_NOT_APPLIED,41.5551,17.6,41.5613,23.68,41.5622,D,41.5613,0.0,41.5349,True,True
1,41.6623,1d 30 08 3a 04 72 07 25,262.0,270.0,8.0,-0.015625,41.6352,BRAKES_NOT_APPLIED,41.6352,18.0,41.6614,23.840000000000003,41.6427,D,41.6614,0.0,41.6346,True,True
1,41.7626,23 41 08 22 04 7f 07 25,264.0,264.0,0.0,-0.015625,41.7551,BRAKES_NOT_APPLIED,41.7551,18.400000000000002,41.7614,24.0,41.7623,D,41.7614,0.0,41.7346,True,True
1,41.863,48 f2 08 7a 04 9b 07 25,286.0,286.0,0.0,-0.015625,41.8351,BRAKES_NOT_APPLIED,41.8351,19.6,41.8614,24.08,41.8628,D,41.8614,0.0,41.8347,True,True
1,41.9626,3a 33 0a 1a 05 a9 07 25,326.0,326.0,0.0,-0.015625,41.9551,BRAKES_NOT_APPLIED,41.9551,20.0,41.9614,24.159999999999997,41.9421,D,41.9614,0.0,41.9347,True,True
1,42.063,1f 84 0b c2 05 94 07 25,368.0,368.0,0.0,-0.015625,42.0349,BRAKES_NOT_APPLIED,42.0349,20.0,42.0613,24.320000000000007,42.0627,D,42.0613,0.0,42.0347,True,True
1,42.163,88 b5 0b da 05 b4 07 25,374.0,374.0,0.0,-0.015625,42.1551,BRAKES_NOT_APPLIED,42.1551,20.0,42.1614,24.400000000000006,42.1628,D,42.1614,0.0,42.1347,True,True
1,42.2626,47 26 0c 22 06 b8 07 25,388.0,392.0,4.0,-0.015625,42.2349,BRAKES_NOT_APPLIED,42.2349,20.0,42.2612,24.560000000000002,42.2624,D,42.2612,0.0,42.2347,True,True
1,42.3626,30 17 0c 12 06 c0 07 25,386.0,388.0,2.0,-0.015625,42.3552,BRAKES_NOT_APPLIED,42.3552,20.400000000000002,42.3614,24.64,42.342,D,42.3614,0.0,42.3347,True,True
1,42.4626,ef e8 0b f2 05 d0 07 25,380.0,380.0,0.0,-0.015625,42.4351,BRAKES_NOT_APPLIED,42.4351,20.0,42.4614,24.799999999999997,42.4424,D,42.4614,0.0,42.4347,True,True
1,42.5625,5a 79 0b ba 05 e2 07 25,366.0,366.0,0.0,-0.015625,42.5551,BRAKES_NOT_APPLIED,42.5551,20.0,42.5614,25.040000000000006,42.5623,D,42.5614,0.0,42.5347,True,True
1,42.6631,1b 4a 0b aa 05 e2 07 25,360.0,362.0,2.0,-0.015625,42.6349,BRAKES_NOT_APPLIED,42.6349,20.0,42.6612,25.200000000000003,42.6628,D,42.6612,0.0,42.6347,True,True
1,42.7624,78 cb 0a 62 05 06 08 25,344.0,344.0,0.0,-0.015625,42.7551,BRAKES_NOT_APPLIED,42.7551,21.200000000000003,42.7614,25.36,42.742,D,42.7614,0.0,42.7347,True,True
1,42.8624,36 fc 0b d2 05 22 08 25,382.0,372.0,-10.0,-0.015625,42.8352,BRAKES_NOT_APPLIED,42.8352,22.400000000000002,42.8612,25.519999999999996,42.8424,D,42.8612,0.0,42.8348,True,True
1,42.9635,6e dd 0d 2a 07 1d 08 25,442.0,458.0,16.0,-0.015625,42.9551,BRAKES_NOT_APPLIED,42.9551,22.400000000000002,42.9622,25.760000000000005,42.9427,D,42.9622,0.0,42.9348,True,True
1,43.0635,2e de 0d ca 06 3d 08 25,442.0,434.0,-8.0,-0.015625,43.035,BRAKES_NOT_APPLIED,43.035,22.400000000000002,43.0624,25.92,43.0429,D,43.0624,0.0,43.0347,True,True
1,43.1636,ba 1f 0e 0a 07 46 08 25,450.0,450.0,0.0,-0.015625,43.1551,BRAKES_NOT_APPLIED,43.1551,22.400000000000002,43.1619,26.159999999999997,43.1427,D,43.1619,0.0,43.1348,True,True
1,43.2634,1b a0 0d d2 06 60 08 25,436.0,436.0,0.0,-0.015625,43.2349,BRAKES_NOT_APPLIED,43.2349,22.400000000000002,43.2622,26.400000000000006,43.2425,D,43.2622,0.0,43.2348,True,True
1,43.3636,93 41 0d a2 06 67 08 25,424.0,424.0,0.0,-0.015625,43.3553,BRAKES_NOT_APPLIED,43.3553,22.400000000000002,43.3619,26.560000000000002,43.3425,D,43.3619,0.0,43.3348,True,True
1,43.4632,c1 62 0d ba 06 5c 08 25,428.0,430.0,2.0,-0.015625,43.4351,BRAKES_NOT_APPLIED,43.4351,22.400000000000002,43.462,26.799999999999997,43.4629,D,43.462,0.0,43.4348,True,True
1,43.5633,e9 c3 0c 62 06 7c 08 25,408.0,408.0,0.0,-0.015625,43.5551,BRAKES_NOT_APPLIED,43.5551,22.400000000000002,43.5621,26.960000000000008,43.5425,D,43.5621,0.0,43.5348,True,True
1,43.6632,70 64 0c 2a 06 9a 08 25,396.0,394.0,-2.0,-0.015625,43.6351,BRAKES_NOT_APPLIED,43.6351,22.400000000000002,43.662,27.120000000000005,43.6429,D,43.662,0.0,43.6348,True,True
1,43.7634,43 35 0c 1a 06 ac 08 25,390.0,390.0,0.0,-0.015625,43.7552,BRAKES_NOT_APPLIED,43.7552,22.400000000000002,43.762,27.28,43.7424,D,43.762,0.0,43.7348,True,True
1,43.8631,d0 f6 0b e2 05 b2 08 25,382.0,376.0,-6.0,-0.015625,43.8353,BRAKES_NOT_APPLIED,43.8353,23.200000000000003,43.8622,27.439999999999998,43.8425,D,43.8622,0.0,43.8349,True,True
1,43.9634,c2 c7 0d e2 06 d0 08 25,440.0,440.0,0.0,-0.015625,43.9552,BRAKES_NOT_APPLIED,43.9552,25.6,43.9623,27.599999999999994,43.9424,D,43.9623,0.0,43.9348,True,True
1,44.0633,8d 48 10 22 08 d5 08 25,520.0,520.0,0.0,-0.015625,44.035,BRAKES_NOT_APPLIED,44.035,25.200000000000003,44.062,27.840000000000003,44.0427,D,44.062,0.0,44.0348,True,True
1,44.1631,63 c9 10 62 08 ea 08 25,536.0,536.0,0.0,-0.015625,44.155,BRAKES_NOT_APPLIED,44.155,25.200000000000003,44.1622,28.08,44.1424,D,44.1622,0.0,44.1348,True,True
1,44.2635,2b 9a 10 4a 08 f9 08 25,530.0,530.0,0.0,-0.015625,44.235,BRAKES_NOT_APPLIED,44.235,25.200000000000003,44.2621,28.400000000000006,44.2429,D,44.2621,0.0,44.2348,True,True
1,44.3632,0d 7b 10 3a 08 09 09 25,526.0,526.0,0.0,-0.015625,44.3553,BRAKES_NOT_APPLIED,44.3553,25.200000000000003,44.3621,28.64,44.3424,D,44.3621,0.0,44.3348,True,True
1,44.4632,df 4c 10 22 08 22 09 25,520.0,520.0,0.0,-0.015625,44.435,BRAKES_NOT_APPLIED,44.435,25.200000000000003,44.462,28.799999999999997,44.4429,D,44.462,0.0,44.4348,True,True
1,44.5631,be 2d 10 12 08 30 09 25,516.0,516.0,0.0,-0.015625,44.5552,BRAKES_NOT_APPLIED,44.5552,25.200000000000003,44.5622,29.040000000000006,44.5424,D,44.5622,0.0,44.5349,True,True
1,44.6632,c3 1e 10 0a 08 4c 09 25,514.0,514.0,0.0,-0.015625,44.635,BRAKES_NOT_APPLIED,44.635,25.200000000000003,44.662,29.28,44.6428,D,44.662,0.0,44.6348,True,True
1,44.7634,ab 0f 10 02 08 4b 09 25,512.0,512.0,0.0,-0.015625,44.7552,BRAKES_NOT_APPLIED,44.7552,25.200000000000003,44.7623,29.519999999999996,44.7423,D,44.7623,0.0,44.7349,True,True
1,44.8632,78 d0 0f f2 07 69 09 25,506.0,508.0,2.0,-0.015625,44.8351,BRAKES_NOT_APPLIED,44.8351,24.8,44.862,29.760000000000005,44.8427,D,44.862,0.0,44.835,True,True
1,44.9633,35 a1 0f d2 07 75 09 25,500.0,500.0,0.0,-0.015625,44.9552,BRAKES_NOT_APPLIED,44.9552,24.8,44.9619,30.08,44.9424,D,44.9619,0.0,44.9349,True,False
1,45.0634,0f 72 0f ba 07 96 09 25,494.0,494.0,0.0,-0.015625,45.0351,BRAKES_NOT_APPLIED,45.0351,24.8,45.062,30.320000000000007,45.0427,D,45.062,0.0,45.0349,True,False
1,45.1632,d2 43 0f a2 07 a0 09 25,488.0,488.0,0.0,-0.015625,45.1552,BRAKES_NOT_APPLIED,45.1552,24.8,45.1618,30.560000000000002,45.1429,D,45.1618,0.0,45.1349,True,False
1,45.2632,7e 04 0f 7a 07 b3 09 25,480.0,478.0,-2.0,-0.015625,45.2351,BRAKES_NOT_APPLIED,45.2351,24.8,45.2619,30.72,45.2428,D,45.2619,0.0,45.2349,True,False
1,45.3637,3f c5 0e 62 07 cc 09 25,472.0,472.0,0.0,-0.015625,45.3552,BRAKES_NOT_APPLIED,45.3552,24.400000000000002,45.3621,30.960000000000008,45.3424,D,45.3621,0.0,45.3349,True,False
1,45.463,a3 66 0e 32 07 bf 09 25,460.0,460.0,0.0,-0.015625,45.4351,BRAKES_NOT_APPLIED,45.4351,24.0,45.4619,31.120000000000005,45.4628,D,45.4619,0.0,45.4349,True,False
1,45.563,53 77 0d ba 06 d8 09 25,430.0,430.0,0.0,-0.015625,45.5552,BRAKES_NOT_APPLIED,45.5552,22.0,45.5621,31.28,45.5425,D,45.5621,0.0,45.535,True,False
1,45.6632,c4 18 0b 8a 05 db 09 25,354.0,354.0,0.0,-0.015625,45.6351,BRAKES_NOT_APPLIED,45.6351,20.8,45.6619,31.519999999999996,45.6628,D,45.6619,0.0,45.6349,True,False
1,45.7617,5b c9 08 62 04 ed 09 25,280.0,280.0,0.0,-0.015625,45.7552,BRAKES_NOT_APPLIED,45.7552,20.8,45.7608,31.680000000000007,45.7423,D,45.7608,0.0,45.7349,True,False
1,45.8617,70 7a 07 ba 03 fb 09 25,238.0,238.0,0.0,-0.015625,45.8354,BRAKES_NOT_APPLIED,45.8354,20.8,45.8607,31.840000000000003,45.8615,D,45.8607,0.0,45.835,True,False
1,45.9617,72 cb 06 62 03 04 0a 25,216.0,216.0,0.0,-0.015625,45.9552,BRAKES_NOT_APPLIED,45.9552,20.8,45.9607,31.92,45.9615,D,45.9607,0.0,45.9349,True,False
1,46.0617,1e 8c 06 42 03 0f 0a 25,208.0,208.0,0.0,-0.015625,46.0351,BRAKES_NOT_APPLIED,46.0351,20.8,46.0607,32.0,46.0615,D,46.0607,0.0,46.0349,True,False
1,46.1617,ea 6d 06 32 03 0a 0a 25,204.0,204.0,0.0,-0.015625,46.1552,BRAKES_NOT_APPLIED,46.1552,20.8,46.1607,32.08,46.1416,D,46.1607,0.0,46.1349,True,False
1,46.2616,f3 6e 06 32 03 12 0a 25,204.0,204.0,0.0,-0.015625,46.2352,BRAKES_NOT_APPLIED,46.2352,21.200000000000003,46.2607,32.239999999999995,46.2614,D,46.2607,0.0,46.2349,True,False
1,46.3617,31 8f 06 42 03 1f 0a 25,208.0,208.0,0.0,-0.015625,46.3552,BRAKES_NOT_APPLIED,46.3552,21.200000000000003,46.3607,32.239999999999995,46.3615,D,46.3607,0.0,46.335,True,False
1,46.4616,40 90 06 4a 03 25 0a 25,210.0,210.0,0.0,-0.015625,46.4352,BRAKES_NOT_APPLIED,46.4352,21.200000000000003,46.4607,32.32000000000001,46.4614,D,46.4607,0.0,46.435,True,False
1,46.5619,35 91 06 4a 03 19 0a 25,210.0,210.0,0.0,-0.015625,46.5552,BRAKES_NOT_APPLIED,46.5552,21.200000000000003,46.5608,32.400000000000006,46.5416,D,46.5608,0.0,46.535,True,False
1,46.6619,43 92 06 4a 03 26 0a 25,210.0,210.0,0.0,-0.015625,46.6351,BRAKES_NOT_APPLIED,46.6351,20.8,46.6607,32.480000000000004,46.6617,D,46.6607,0.0,46.635,True,False
1,46.7619,44 83 06 3a 03 46 0a 25,208.0,206.0,-2.0,-0.015625,46.7552,BRAKES_NOT_APPLIED,46.7552,20.8,46.7607,32.56,46.7617,D,46.7607,0.0,46.735,True,False
1,46.8619,27 74 06 3a 03 38 0a 25,206.0,206.0,0.0,-0.015625,46.8352,BRAKES_NOT_APPLIED,46.8352,20.8,46.8607,32.56,46.8617,D,46.8607,0.0,46.835,True,False
1,46.9619,19 65 06 32 03 41 0a 25,204.0,204.0,0.0,-0.015625,46.9552,BRAKES_NOT_APPLIED,46.9552,20.8,46.9607,32.64,46.9616,D,46.9607,0.0,46.935,True,False
1,47.0619,fb 56 06 2a 03 3a 0a 25,202.0,202.0,0.0,-0.015625,47.0352,BRAKES_NOT_APPLIED,47.0352,20.8,47.0607,32.72,47.0617,D,47.0607,0.0,47.035,True,False
1,47.1619,08 57 06 2a 03 46 0a 25,202.0,202.0,0.0,-0.015625,47.1553,BRAKES_NOT_APPLIED,47.1553,20.8,47.1607,32.8,47.1616,D,47.1607,0.0,47.135,True,False
1,47.2619,f1 48 06 22 03 46 0a 25,200.0,200.0,0.0,-0.015625,47.2352,BRAKES_NOT_APPLIED,47.2352,20.400000000000002,47.2607,32.879999999999995,47.2616,D,47.2607,0.0,47.235,True,False
1,47.3618,97 09 06 02 03 4b 0a 25,192.0,192.0,0.0,-0.015625,47.3553,BRAKES_NOT_APPLIED,47.3553,20.8,47.3608,32.96000000000001,47.3416,D,47.3608,0.0,47.335,True,False
1,47.4618,5b da 05 f2 02 50 0a 25,186.0,188.0,2.0,-0.015625,47.4352,BRAKES_NOT_APPLIED,47.4352,20.400000000000002,47.4606,33.040000000000006,47.4616,D,47.4606,0.0,47.435,True,False
1,47.5619,4a cb 05 e2 02 5e 0a 25,184.0,184.0,0.0,-0.015625,47.5552,BRAKES_NOT_APPLIED,47.5552,20.400000000000002,47.5607,33.040000000000006,47.5617,D,47.5607,0.0,47.5351,True,False
1,47.6619,36 bc 05 d2 02 69 0a 25,182.0,180.0,-2.0,-0.015625,47.6352,BRAKES_NOT_APPLIED,47.6352,20.400000000000002,47.6607,33.120000000000005,47.6616,D,47.6607,0.0,47.635,True,False
1,47.7618,1a ad 05 d2 02 5c 0a 25,180.0,180.0,0.0,-0.015625,47.7552,BRAKES_NOT_APPLIED,47.7552,20.400000000000002,47.7606,33.2,47.7616,D,47.7606,0.0,47.7351,True,False
1,47.8619,1f ae 05 d2 02 60 0a 25,180.0,180.0,0.0,-0.015625,47.8352,BRAKES_NOT_APPLIED,47.8352,20.400000000000002,47.8607,33.2,47.8616,D,47.8607,0.0,47.835,True,False
1,47.9616,1c af 05 d2 02 5c 0a 25,180.0,180.0,0.0,-0.015625,47.9552,BRAKES_NOT_APPLIED,47.9552,20.400000000000002,47.9606,33.28,47.9611,D,47.9606,0.0,47.9351,True,False
1,48.0618,15 a0 05 d2 02 64 0a 25,180.0,180.0,0.0,-0.015625,48.0352,BRAKES_NOT_APPLIED,48.0352,20.400000000000002,48.0606,33.28,48.0616,D,48.0606,0.0,48.0351,True,False
1,48.1618,1a a1 05 d2 02 68 0a 25,180.0,180.0,0.0,-0.015625,48.1553,BRAKES_NOT_APPLIED,48.1553,20.400000000000002,48.1606,33.28,48.1611,D,48.1606,0.0,48.1353,True,False
1,48.2618,20 a2 05 d2 02 6d 0a 25,180.0,180.0,0.0,0.0,48.2353,BRAKES_NOT_APPLIED,48.2353,20.8,48.2606,33.28,48.2616,D,48.2606,0.0,48.2351,True,False
1,48.3616,1c a3 05 d2 02 68 0a 25,180.0,180.0,0.0,0.015625,48.3554,BRAKES_NOT_APPLIED,48.3554,20.400000000000002,48.3606,33.36,48.3611,D,48.3606,0.0,48.3351,True,False
1,48.4618,25 a4 05 d2 02 70 0a 25,180.0,180.0,0.0,0.015625,48.4353,BRAKES_NOT_APPLIED,48.4353,20.400000000000002,48.4606,33.36,48.4616,D,48.4606,0.0,48.4351,True,False
1,48.5618,3f a5 05 d2 02 89 0a 25,180.0,180.0,0.0,0.015625,48.5553,BRAKES_NOT_APPLIED,48.5553,20.400000000000002,48.5606,33.44,48.5611,D,48.5606,0.0,48.5351,True,False
1,48.6618,32 a6 05 d2 02 7b 0a 25,180.0,180.0,0.0,0.015625,48.6353,BRAKES_NOT_APPLIED,48.6353,20.400000000000002,48.6606,33.44,48.6616,D,48.6606,0.0,48.6351,True,False
1,48.7616,4c a7 05 d2 02 94 0a 25,180.0,180.0,0.0,0.015625,48.7554,BRAKES_NOT_APPLIED,48.7554,20.400000000000002,48.7606,33.519999999999996,48.7611,D,48.7606,0.0,48.7351,True,False
1,48.8616,40 a8 05 d2 02 87 0a 25,180.0,180.0,0.0,0.015625,48.8355,BRAKES_NOT_APPLIED,48.8355,20.400000000000002,48.8606,33.68000000000001,48.8611,D,48.8606,0.0,48.835,True,False
1,48.9616,3c a9 05 d2 02 82 0a 25,180.0,180.0,0.0,0.015625,48.9554,BRAKES_NOT_APPLIED,48.9554,20.400000000000002,48.9607,33.760000000000005,48.9611,D,48.9607,0.0,48.9351,True,False
1,49.0616,56 aa 05 d2 02 9b 0a 25,180.0,180.0,0.0,0.015625,49.0355,BRAKES_NOT_APPLIED,49.0355,20.400000000000002,49.0606,33.760000000000005,49.0611,D,49.0606,0.0,49.0351,True,False
1,49.1619,60 ab 05 d2 02 a4 0a 25,180.0,180.0,0.0,0.015625,49.1554,BRAKES_NOT_APPLIED,49.1554,20.400000000000002,49.1607,33.84,49.1616,D,49.1607,0.0,49.1352,True,False
1,49.2616,5b ac 05 d2 02 9e 0a 25,180.0,180.0,0.0,0.0,49.2353,BRAKES_NOT_APPLIED,49.2353,20.400000000000002,49.2607,33.84,49.2611,D,49.2607,0.0,49.2351,True,False
1,49.3619,5b ad 05 d2 02 9d 0a 25,180.0,180.0,0.0,0.015625,49.3553,BRAKES_NOT_APPLIED,49.3553,20.400000000000002,49.3607,33.92,49.3616,D,49.3607,0.0,49.3352,True,False
1,49.4618,57 9e 05 ca 02 b0 0a 25,178.0,178.0,0.0,0.015625,49.4353,BRAKES_NOT_APPLIED,49.4353,20.400000000000002,49.4607,34.0,49.4616,D,49.4607,0.0,49.4352,True,False
1,49.5619,4c 9f 05 ca 02 a4 0a 25,178.0,178.0,0.0,0.0,49.5553,BRAKES_NOT_APPLIED,49.5553,20.400000000000002,49.5607,34.0,49.5616,D,49.5607,0.0,49.5352,True,False
1,49.6619,43 90 05 ca 02 aa 0a 25,178.0,178.0,0.0,0.0,49.6354,BRAKES_NOT_APPLIED,49.6354,20.400000000000002,49.6607,34.0,49.6616,D,49.6607,0.0,49.6352,True,False
1,49.7619,55 91 05 ca 02 bb 0a 25,178.0,178.0,0.0,0.0,49.7553,BRAKES_NOT_APPLIED,49.7553,20.400000000000002,49.7607,34.08,49.7617,D,49.7607,0.0,49.7352,True,False
1,49.8619,51 92 05 ca 02 b6 0a 25,178.0,178.0,0.0,0.0,49.8352,BRAKES_NOT_APPLIED,49.8352,20.400000000000002,49.8607,34.08,49.8616,D,49.8607,0.0,49.8355,True,False
1,49.9617,50 a3 05 d2 02 9c 0a 25,180.0,180.0,0.0,0.015625,49.9553,BRAKES_NOT_APPLIED,49.9553,20.400000000000002,49.9607,34.16,49.9415,D,49.9607,0.0,49.9352,True,False
1,50.0614,6b a4 05 d2 02 b6 0a 25,180.0,180.0,0.0,0.0,50.0354,BRAKES_NOT_APPLIED,50.0354,20.8,50.0607,34.16,50.0417,D,50.0607,0.0,50.0352,True,False
1,50.1617,73 a5 05 d2 02 bd 0a 25,180.0,180.0,0.0,0.0,50.1553,BRAKES_NOT_APPLIED,50.1553,20.400000000000002,50.1607,34.239999999999995,50.1417,D,50.1607,0.0,50.1352,True,False
1,50.2619,6a a6 05 d2 02 b3 0a 25,180.0,180.0,0.0,0.0,50.2354,BRAKES_NOT_APPLIED,50.2354,20.400000000000002,50.2607,34.239999999999995,50.2617,D,50.2607,0.0,50.2352,True,False
1,50.3615,74 a7 05 d2 02 bc 0a 25,180.0,180.0,0.0,0.0,50.3554,BRAKES_NOT_APPLIED,50.3554,20.400000000000002,50.3605,34.239999999999995,50.3415,D,50.3605,0.0,50.3352,True,False
1,50.4614,7c a8 05 d2 02 c3 0a 25,180.0,180.0,0.0,0.0,50.4354,BRAKES_NOT_APPLIED,50.4354,20.8,50.4605,34.32000000000001,50.4415,D,50.4605,0.0,50.4352,True,False
1,50.5615,9a b9 05 da 02 c8 0a 25,182.0,182.0,0.0,0.0,50.5553,BRAKES_NOT_APPLIED,50.5553,20.400000000000002,50.5605,34.400000000000006,50.5415,D,50.5605,0.0,50.5353,True,False
1,50.6615,95 ba 05 da 02 c2 0a 25,182.0,182.0,0.0,0.0,50.6354,BRAKES_NOT_APPLIED,50.6354,20.8,50.6605,34.400000000000006,50.6415,D,50.6605,0.0,50.6353,True,False
1,50.7617,ea db 05 ea 02 e6 0a 25,186.0,186.0,0.0,0.0,50.7553,BRAKES_NOT_APPLIED,50.7553,20.400000000000002,50.7605,34.480000000000004,50.7415,D,50.7605,0.0,50.7353,True,False
1,50.8615,6f 9c 05 d2 02 c2 0a 25,178.0,180.0,2.0,0.0,50.8355,BRAKES_NOT_APPLIED,50.8355,18.400000000000002,50.8605,34.56,50.8415,D,50.8605,0.0,50.8353,True,False
1,50.9615,59 dd 04 62 02 dc 0a 25,154.0,152.0,-2.0,0.0,50.9554,BRAKES_NOT_APPLIED,50.9554,18.400000000000002,50.9605,34.64,50.9415,D,50.9605,0.0,50.9353,True,False
1,51.0615,1e 0e 04 02 02 d0 0a 25,128.0,128.0,0.0,0.0,51.0354,BRAKES_NOT_APPLIED,51.0354,18.400000000000002,51.0605,34.64,51.0416,D,51.0605,0.0,51.0353,True,False
1,51.1618,27 5f 03 a2 01 ea 0a 25,106.0,104.0,-2.0,0.0,51.1554,BRAKES_NOT_APPLIED,51.1554,18.400000000000002,51.1608,34.64,51.1418,D,51.1608,0.0,51.1353,True,False
1,51.2617,54 c0 02 82 01 d7 0a 25,88.0,96.0,8.0,0.0,51.2352,BRAKES_NOT_APPLIED,51.2352,18.400000000000002,51.2608,34.72,51.242,D,51.2608,0.0,51.2355,True,False
1,51.362,a1 61 02 32 01 d3 0a 25,76.0,76.0,0.0,0.0,51.3554,BRAKES_NOT_APPLIED,51.3554,17.6,51.3608,34.72,51.3421,D,51.3608,0.0,51.3353,True,False
1,51.462,c2 d2 01 ea 00 cd 0a 25,58.0,58.0,0.0,0.0,51.4352,BRAKES_NOT_APPLIED,51.4352,16.0,51.4608,34.72,51.442,D,51.4608,0.0,51.4357,True,False
1,51.5619,8e 03 01 82 00 d0 0a 25,32.0,32.0,0.0,0.0,51.5554,BRAKES_NOT_APPLIED,51.5554,16.0,51.5608,34.72,51.5416,D,51.5608,0.0,51.5354,True,False
1,51.6618,ab 54 00 42 00 dd 0a 25,10.0,16.0,6.0,0.0,51.6353,BRAKES_NOT_APPLIED,51.6353,15.600000000000001,51.6608,34.64,51.6416,D,51.6608,0.0,51.6355,True,False
1,51.762,76 b5 ff db ff b0 0a 25,-10.0,-10.0,0.0,0.0,51.7554,BRAKES_NOT_APPLIED,51.7554,15.600000000000001,51.7609,34.64,51.7421,D,51.7609,0.0,51.7353,False,False
1,51.8616,77 56 ff 4b 00 9f 0a 25,-22.0,18.0,40.0,0.0,51.8354,BRAKES_NOT_APPLIED,51.8354,15.600000000000001,51.8606,34.56,51.8423,D,51.8606,0.0,51.8357,False,False
1,51.962,5b 17 ff 2b ff e3 0a 25,-30.0,-54.0,-24.0,0.0,51.9554,BRAKES_NOT_APPLIED,51.9554,16.0,51.9606,34.480000000000004,51.9618,D,51.9606,0.0,51.9353,False,False
1,52.0621,36 e8 fe 73 ff a6 0a 25,-36.0,-36.0,0.0,0.0,52.0355,BRAKES_NOT_APPLIED,52.0355,16.0,52.0609,34.400000000000006,52.0419,D,52.0609,0.0,52.0353,False,False
1,52.1621,3f d9 fe 6b ff c6 0a 25,-38.0,-38.0,0.0,0.0,52.1554,BRAKES_NOT_APPLIED,52.1554,16.0,52.1609,34.400000000000006,52.1421,D,52.1609,0.0,52.1354,False,False
1,52.262,19 ca fe 63 ff b7 0a 25,-40.0,-40.0,0.0,0.0,52.2353,BRAKES_NOT_APPLIED,52.2353,16.0,52.2606,34.239999999999995,52.2618,D,52.2606,0.0,52.2355,False,False
1,52.3621,df bb fe 5b ff 94 0a 25,-42.0,-42.0,0.0,0.0,52.3554,BRAKES_NOT_APPLIED,52.3554,16.0,52.3606,34.16,52.3618,D,52.3606,0.0,52.3354,False,False
